iso3c,iso2c,country_code,country_name,eu27,un_region_name,un_sub_region_name,un_intermediate_region_name,un_region_clean,un_sub_region_clean,un_intermediate_region_clean,un_developed_or_developing_countries,kingdom,internal_count,regional_count,external_count,unknown_count,total_count,internal_percentage,regional_percentage,external_percentage,is_cbd_party,wb_income_group,is_cbd_party_1,wb_income_group_1,is_ldc,is_sids
MAC,MO,MO,Macao,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Viruses,0,0,66,0,66,0.0,0.0,100.0,,,,,,
BHR,BH,BH,Bahrain,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Bacteria,0,0,65,0,65,0.0,0.0,100.0,True,High income,True,High income,False,False
ALB,AL,AL,Albania,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Viruses,0,64,0,0,64,0.0,100.0,0.0,True,Upper middle income,True,Upper middle income,False,False
GGY,GG,GG,Guernsey,FALSE,Europe,Northern Europe,Channel Islands,Europe,Northern-Europe,Channel-Islands,Developed,Viruses,0,64,0,0,64,0.0,100.0,0.0,,,,,,
IOT,IO,IO,British Indian Ocean Territory,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Bacteria,0,0,64,0,64,0.0,0.0,100.0,,,,,,
TCA,TC,TC,Turks and Caicos Islands,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,16,48,0,64,0.0,25.0,75.0,,,,,,
GIB,GI,GI,Gibraltar,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Fungi,0,28,35,0,63,0.0,44.44,55.56,,,,,,
MDA,MD,MD,"Moldova, Republic of",FALSE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Protozoa,0,13,49,0,62,0.0,20.97,79.03,True,Upper middle income,True,Upper middle income,False,False
COK,CK,CK,Cook Islands,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Bacteria,0,31,31,0,62,0.0,50.0,50.0,True,High income,True,High income,False,True
SUR,SR,SR,Suriname,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Protozoa,0,19,42,0,61,0.0,31.15,68.85,True,Upper middle income,True,Upper middle income,False,True
SXM,SX,SX,Sint Maarten (Dutch part),FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,1,60,0,61,0.0,1.64,98.36,,,,,,
TKM,TM,TM,Turkmenistan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Bacteria,0,0,60,0,60,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
ETH,ET,ET,Ethiopia,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,60,0,60,0.0,0.0,100.0,True,Low income,True,Low income,True,False
NER,NE,NE,Niger,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Bacteria,0,0,60,0,60,0.0,0.0,100.0,True,Low income,True,Low income,True,False
SSD,SS,SS,South Sudan,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,0,8,52,0,60,0.0,13.33,86.67,True,Low income,True,Low income,True,False
BMU,BM,BM,Bermuda,FALSE,Americas,Northern America,,Americas,Northern-America,,Developed,Viruses,0,1,59,0,60,0.0,1.67,98.33,,,,,,
AND,AD,AD,Andorra,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Chromista,26,33,0,0,59,44.07,55.93,0.0,True,High income,True,High income,False,False
COK,CK,CK,Cook Islands,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Protozoa,0,9,50,0,59,0.0,15.25,84.75,True,High income,True,High income,False,True
GIB,GI,GI,Gibraltar,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,incertae sedis,0,57,2,0,59,0.0,96.61,3.39,,,,,,
BHR,BH,BH,Bahrain,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Fungi,0,0,58,0,58,0.0,0.0,100.0,True,High income,True,High income,False,False
PSE,PS,PS,"Palestine, State of",FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Chromista,0,0,58,0,58,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
WLF,WF,WF,Wallis and Futuna,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,incertae sedis,0,3,55,0,58,0.0,5.17,94.83,,,,,,
ARM,AM,AM,Armenia,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Viruses,0,0,57,0,57,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
BEN,BJ,BJ,Benin,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Archaea,0,0,57,0,57,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
NCL,NC,NC,New Caledonia,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Viruses,0,0,55,0,55,0.0,0.0,100.0,,,,,,
PNG,PG,PG,Papua New Guinea,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Archaea,0,0,54,0,54,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,True
UGA,UG,UG,Uganda,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,54,0,54,0.0,0.0,100.0,True,Low income,True,Low income,True,False
VUT,VU,VU,Vanuatu,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Bacteria,0,7,46,0,53,0.0,13.21,86.79,True,Lower middle income,True,Lower middle income,False,True
HTI,HT,HT,Haiti,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Viruses,0,0,52,0,52,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,True
GRD,GD,GD,Grenada,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Viruses,0,0,51,0,51,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
VUT,VU,VU,Vanuatu,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Viruses,0,0,51,0,51,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,True
ALB,AL,AL,Albania,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Protozoa,0,50,0,0,50,0.0,100.0,0.0,True,Upper middle income,True,Upper middle income,False,False
LVA,LV,LV,Latvia,TRUE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Archaea,0,49,0,0,49,0.0,100.0,0.0,True,High income,True,High income,False,False
PLW,PW,PW,Palau,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Protozoa,0,0,49,0,49,0.0,0.0,100.0,True,High income,True,High income,False,True
SVK,SK,SK,Slovakia,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Archaea,0,47,0,0,47,0.0,100.0,0.0,True,High income,True,High income,False,False
BRN,BN,BN,Brunei Darussalam,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Protozoa,0,0,47,0,47,0.0,0.0,100.0,True,High income,True,High income,False,False
AND,AD,AD,Andorra,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,incertae sedis,0,45,2,0,47,0.0,95.74,4.26,True,High income,True,High income,False,False
TLS,TL,TL,Timor-Leste,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Fungi,0,0,46,0,46,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,True
SLV,SV,SV,El Salvador,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Viruses,0,5,40,0,45,0.0,11.11,88.89,True,Upper middle income,True,Upper middle income,False,False
GAB,GA,GA,Gabon,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Protozoa,0,0,45,0,45,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
BWA,BW,BW,Botswana,FALSE,Africa,Sub-Saharan Africa,Southern Africa,Africa,Sub-Saharan-Africa,Southern-Africa,Developing,Viruses,0,0,45,0,45,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
KNA,KN,KN,Saint Kitts and Nevis,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,13,31,0,44,0.0,29.55,70.45,True,High income,True,High income,False,False
WSM,WS,WS,Samoa,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Protozoa,0,5,39,0,44,0.0,11.36,88.64,True,Upper middle income,True,Upper middle income,False,True
TUV,TV,TV,Tuvalu,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,incertae sedis,0,14,29,0,43,0.0,32.56,67.44,True,Upper middle income,True,Upper middle income,True,True
ERI,ER,ER,Eritrea,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Viruses,0,0,43,0,43,0.0,0.0,100.0,True,Low income,True,Low income,True,False
MDA,MD,MD,"Moldova, Republic of",FALSE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Bacteria,0,39,4,0,43,0.0,90.7,9.3,True,Upper middle income,True,Upper middle income,False,False
BTN,BT,BT,Bhutan,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Archaea,0,0,43,0,43,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
PRK,KP,KP,"Korea, Democratic People's Republic of",FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Chromista,0,22,20,0,42,0.0,52.38,47.62,True,Low income,True,Low income,False,False
BHR,BH,BH,Bahrain,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Viruses,0,0,41,0,41,0.0,0.0,100.0,True,High income,True,High income,False,False
SOM,SO,SO,Somalia,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Bacteria,0,0,41,0,41,0.0,0.0,100.0,True,Low income,True,Low income,True,False
PSE,PS,PS,"Palestine, State of",FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Bacteria,0,0,40,0,40,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
CAF,CF,CF,Central African Republic,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Protozoa,0,0,39,0,39,0.0,0.0,100.0,True,Low income,True,Low income,True,False
FJI,FJ,FJ,Fiji,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Archaea,0,0,39,0,39,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
PYF,PF,PF,French Polynesia,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Viruses,0,0,39,0,39,0.0,0.0,100.0,,,,,,
ATG,AG,AG,Antigua and Barbuda,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,8,30,0,38,0.0,21.05,78.95,True,High income,True,High income,False,True
TKM,TM,TM,Turkmenistan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Viruses,0,0,37,0,37,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
SUR,SR,SR,Suriname,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Bacteria,0,4,33,0,37,0.0,10.81,89.19,True,Upper middle income,True,Upper middle income,False,True
MAF,MF,MF,Saint Martin (French part),FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,0,37,0,37,0.0,0.0,100.0,,,,,,
BWA,BW,BW,Botswana,FALSE,Africa,Sub-Saharan Africa,Southern Africa,Africa,Sub-Saharan-Africa,Southern-Africa,Developing,Bacteria,0,0,36,0,36,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
WSM,WS,WS,Samoa,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Viruses,0,0,36,0,36,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
BLM,BL,BL,Saint Barthelemy,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,1,35,0,36,0.0,2.78,97.22,,,,,,
ABW,AW,AW,Aruba,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,6,30,0,36,0.0,16.67,83.33,,,,,,
IMN,IM,IM,Isle of Man,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Viruses,0,32,3,0,35,0.0,91.43,8.57,,,,,,
TCA,TC,TC,Turks and Caicos Islands,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,29,6,0,35,0.0,82.86,17.14,,,,,,
LBR,LR,LR,Liberia,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Viruses,0,0,34,0,34,0.0,0.0,100.0,True,Low income,True,Low income,True,False
PRY,PY,PY,Paraguay,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Chromista,0,21,13,0,34,0.0,61.76,38.24,True,Upper middle income,True,Upper middle income,False,False
FJI,FJ,FJ,Fiji,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Viruses,0,1,33,0,34,0.0,2.94,97.06,True,Upper middle income,True,Upper middle income,False,True
MSR,MS,MS,Montserrat,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,11,22,0,33,0.0,33.33,66.67,,,,,,
HND,HN,HN,Honduras,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Viruses,0,0,32,0,32,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
SLE,SL,SL,Sierra Leone,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Archaea,0,0,32,0,32,0.0,0.0,100.0,True,Low income,True,Low income,False,False
MCO,MC,MC,Monaco,FALSE,Europe,Western Europe,,Europe,Western-Europe,,Developed,Fungi,0,13,18,0,31,0.0,41.94,58.06,True,High income,True,High income,False,False
AIA,AI,AI,Anguilla,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,20,11,0,31,0.0,64.52,35.48,,,,,,
BVT,BV,BV,Bouvet Island,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,incertae sedis,0,0,31,0,31,0.0,0.0,100.0,,,,,,
COG,CG,CG,Congo,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Protozoa,0,0,30,0,30,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
GUF,GF,GF,French Guiana,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Archaea,0,0,30,0,30,0.0,0.0,100.0,,,,,,
MCO,MC,MC,Monaco,FALSE,Europe,Western Europe,,Europe,Western-Europe,,Developed,Chromista,0,7,21,0,28,0.0,25.0,75.0,True,High income,True,High income,False,False
LBY,LY,LY,Libya,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Archaea,0,0,28,0,28,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
SGP,SG,SG,Singapore,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Archaea,0,0,28,0,28,0.0,0.0,100.0,True,High income,True,High income,False,True
TLS,TL,TL,Timor-Leste,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Viruses,0,0,28,0,28,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,True
MNE,ME,ME,Montenegro,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Protozoa,0,26,2,0,28,0.0,92.86,7.14,True,Upper middle income,True,Upper middle income,False,False
DJI,DJ,DJ,Djibouti,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,incertae sedis,0,0,27,0,27,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
GMB,GM,GM,Gambia,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Protozoa,0,0,27,0,27,0.0,0.0,100.0,True,Low income,True,Low income,True,False
MYS,MY,MY,Malaysia,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Archaea,0,0,26,0,26,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
QAT,QA,QA,Qatar,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Viruses,0,0,26,0,26,0.0,0.0,100.0,True,High income,True,High income,False,False
SEN,SN,SN,Senegal,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Protozoa,3,0,23,0,26,11.54,0.0,88.46,True,Lower middle income,True,Lower middle income,False,False
ABW,AW,AW,Aruba,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,incertae sedis,0,0,26,0,26,0.0,0.0,100.0,,,,,,
CYM,KY,KY,Cayman Islands,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,18,8,0,26,0.0,69.23,30.77,,,,,,
CUW,CW,CW,Curacao,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Protozoa,0,4,22,0,26,0.0,15.38,84.62,,,,,,
TCD,TD,TD,Chad,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Protozoa,0,0,25,0,25,0.0,0.0,100.0,True,Low income,True,Low income,True,False
SGS,GS,GS,South Georgia and the South Sandwich Islands,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Viruses,0,0,25,0,25,0.0,0.0,100.0,,,,,,
LSO,LS,LS,Lesotho,FALSE,Africa,Sub-Saharan Africa,Southern Africa,Africa,Sub-Saharan-Africa,Southern-Africa,Developing,Viruses,0,0,24,0,24,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
SSD,SS,SS,South Sudan,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Chromista,0,0,24,0,24,0.0,0.0,100.0,True,Low income,True,Low income,True,False
LBN,LB,LB,Lebanon,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Archaea,0,0,24,0,24,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
TCA,TC,TC,Turks and Caicos Islands,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,16,8,0,24,0.0,66.67,33.33,,,,,,
MAF,MF,MF,Saint Martin (French part),FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Fungi,0,23,1,0,24,0.0,95.83,4.17,,,,,,
DJI,DJ,DJ,Djibouti,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Chromista,0,0,23,0,23,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,False
LIE,LI,LI,Liechtenstein,FALSE,Europe,Western Europe,,Europe,Western-Europe,,Developed,Protozoa,0,21,2,0,23,0.0,91.3,8.7,True,High income,True,High income,False,False
ERI,ER,ER,Eritrea,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Bacteria,0,0,22,0,22,0.0,0.0,100.0,True,Low income,True,Low income,True,False
BLZ,BZ,BZ,Belize,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Viruses,0,2,20,0,22,0.0,9.09,90.91,True,Upper middle income,True,Upper middle income,False,True
GNQ,GQ,GQ,Equatorial Guinea,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Viruses,0,0,22,0,22,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,False
LCA,LC,LC,Saint Lucia,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Bacteria,0,1,21,0,22,0.0,4.55,95.45,True,Upper middle income,True,Upper middle income,False,False
AUT,AT,AT,Austria,TRUE,Europe,Western Europe,,Europe,Western-Europe,,Developed,Archaea,0,20,2,0,22,0.0,90.91,9.09,True,High income,True,High income,False,False
MHL,MH,MH,Marshall Islands,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Viruses,0,0,22,0,22,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
SYR,SY,SY,Syrian Arab Republic,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Protozoa,0,0,21,0,21,0.0,0.0,100.0,True,Low income,True,Low income,False,False
SEN,SN,SN,Senegal,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Archaea,0,0,21,0,21,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
STP,ST,ST,Sao Tome and Principe,FALSE,Africa,Sub-Saharan Africa,Middle Africa,Africa,Sub-Saharan-Africa,Middle-Africa,Developing,Viruses,0,0,21,0,21,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,True,True
NRU,NR,NR,Nauru,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Fungi,0,21,0,0,21,0.0,100.0,0.0,True,High income,True,High income,False,True
SMR,SM,SM,San Marino,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Fungi,0,20,1,0,21,0.0,95.24,4.76,True,High income,True,High income,False,False
WLF,WF,WF,Wallis and Futuna,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Archaea,0,0,21,0,21,0.0,0.0,100.0,,,,,,
MDG,MG,MG,Madagascar,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Archaea,0,0,20,0,20,0.0,0.0,100.0,True,Low income,True,Low income,True,False
CUB,CU,CU,Cuba,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Archaea,0,0,20,0,20,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
CUW,CW,CW,Curacao,FALSE,Americas,Latin America and the Caribbean,Caribbean,Americas,Latin-America-and-the-Caribbean,Caribbean,Developing,Archaea,0,0,20,0,20,0.0,0.0,100.0,,,,,,
