lat,lon,source_type,record_count
-21.2,-49.4,INTERNAL,15
-27.1,-51.6,EXTERNAL,15
-3.6,-40.5,REGIONAL,15
-17.1,-42.3,REGIONAL,15
-20.3,-50.7,INTERNAL,15
-3.3,-64.6,REGIONAL,15
-26.2,-49.9,REGIONAL,15
-7.2,-35.0,REGIONAL,15
-14.8,-39.0,INTERNAL,15
-20.2,-50.6,INTERNAL,15
-10.6,-38.7,REGIONAL,15
-20.5,-43.0,INTERNAL,15
-22.6,-42.3,EXTERNAL,15
-20.9,-48.5,INTERNAL,15
-25.5,-48.7,EXTERNAL,15
-22.4,-46.6,REGIONAL,15
-6.9,-39.2,REGIONAL,15
-23.5,-51.1,EXTERNAL,15
-22.7,-41.9,INTERNAL,15
-23.3,-52.7,REGIONAL,15
-23.0,-46.7,EXTERNAL,15
-18.7,-39.9,EXTERNAL,15
-1.3,-48.5,EXTERNAL,15
-28.7,-49.1,REGIONAL,15
-22.2,-45.0,REGIONAL,15
-27.8,-49.1,EXTERNAL,15
-31.1,-50.8,REGIONAL,15
-25.4,-50.7,REGIONAL,15
-27.1,-52.7,EXTERNAL,15
-29.2,-51.4,EXTERNAL,15
-16.4,-39.6,EXTERNAL,15
-16.5,-50.8,REGIONAL,15
-20.4,-46.1,REGIONAL,15
-22.9,-46.6,EXTERNAL,15
-19.3,-46.3,REGIONAL,15
-23.3,-44.5,INTERNAL,15
-11.3,-40.5,EXTERNAL,15
-22.2,-50.9,INTERNAL,15
-12.7,-38.9,INTERNAL,15
-23.2,-49.0,EXTERNAL,15
-18.6,-43.6,REGIONAL,15
-7.1,-35.8,REGIONAL,15
-9.2,-61.7,EXTERNAL,15
-6.8,-34.7,INTERNAL,15
-26.7,-48.9,REGIONAL,15
-21.0,-43.0,EXTERNAL,15
-7.8,-35.9,REGIONAL,15
-29.0,-49.9,REGIONAL,15
-17.5,-43.2,REGIONAL,15
-7.0,-40.0,EXTERNAL,15
-14.5,-56.8,EXTERNAL,15
-10.3,-40.3,REGIONAL,15
-28.5,-52.7,REGIONAL,15
-23.1,-48.1,EXTERNAL,15
-23.4,-46.1,REGIONAL,15
-13.4,-41.9,REGIONAL,15
-21.1,-49.0,INTERNAL,15
-13.0,-44.7,EXTERNAL,15
1.2,-60.4,REGIONAL,15
-21.4,-51.4,INTERNAL,15
-19.2,-39.7,REGIONAL,15
-21.8,-51.6,INTERNAL,15
-13.5,-51.5,REGIONAL,15
-8.6,-63.6,REGIONAL,15
-22.5,-46.7,INTERNAL,15
-25.7,-45.2,INTERNAL,15
-21.7,-48.2,EXTERNAL,15
-19.9,-43.0,REGIONAL,15
-20.7,-44.0,REGIONAL,15
-4.8,-43.6,REGIONAL,15
-13.0,-49.0,EXTERNAL,15
-11.5,-39.3,REGIONAL,15
-16.7,-57.0,REGIONAL,15
-7.5,-35.0,REGIONAL,15
-22.1,-44.6,REGIONAL,15
-21.2,-56.4,EXTERNAL,15
-13.5,-47.2,REGIONAL,15
-26.9,-49.3,EXTERNAL,15
-5.9,-35.5,REGIONAL,15
-17.8,-48.6,EXTERNAL,15
-16.5,-50.4,EXTERNAL,15
-10.8,-37.1,EXTERNAL,15
-12.7,-38.2,REGIONAL,15
-22.2,-45.7,REGIONAL,15
-23.4,-45.6,REGIONAL,15
-23.5,-52.0,EXTERNAL,15
-27.4,-53.4,REGIONAL,15
3.0,-61.0,EXTERNAL,15
-2.8,-60.7,REGIONAL,15
-15.3,-49.6,EXTERNAL,15
-1.9,-41.7,EXTERNAL,15
-3.7,-41.0,EXTERNAL,15
-24.1,-46.2,INTERNAL,15
-3.0,-41.0,EXTERNAL,15
-21.1,-47.7,EXTERNAL,15
-22.5,-50.5,REGIONAL,15
-21.6,-43.2,REGIONAL,15
-27.4,-52.1,EXTERNAL,15
-11.1,-37.2,REGIONAL,15
-16.5,-39.3,REGIONAL,15
-22.5,-47.9,REGIONAL,15
-22.3,-43.1,EXTERNAL,15
-23.1,-48.3,EXTERNAL,15
-6.1,-36.5,REGIONAL,15
-23.1,-50.4,EXTERNAL,15
-7.0,-38.6,REGIONAL,15
-9.9,-56.3,REGIONAL,15
-26.4,-48.3,INTERNAL,15
-14.8,-51.1,REGIONAL,15
-8.0,-34.0,EXTERNAL,15
-19.9,-40.9,REGIONAL,14
-23.0,-48.4,EXTERNAL,14
-6.5,-36.4,REGIONAL,14
-21.8,-46.6,INTERNAL,14
-20.7,-40.4,EXTERNAL,14
-24.2,-48.6,REGIONAL,14
-26.8,-50.2,REGIONAL,14
-17.0,-42.4,REGIONAL,14
-6.9,-38.6,REGIONAL,14
-13.5,-47.5,REGIONAL,14
-27.8,-51.1,REGIONAL,14
-23.1,-47.2,INTERNAL,14
-8.3,-36.1,REGIONAL,14
-8.3,-35.2,REGIONAL,14
-22.6,-40.4,INTERNAL,14
-22.9,-50.5,INTERNAL,14
-23.0,-43.8,REGIONAL,14
-15.4,-48.2,REGIONAL,14
-9.8,-63.1,REGIONAL,14
-18.0,-57.5,REGIONAL,14
-8.1,-70.3,REGIONAL,14
-22.7,-44.9,REGIONAL,14
-29.6,-51.3,EXTERNAL,14
-20.6,-43.7,EXTERNAL,14
-19.9,-44.8,REGIONAL,14
-25.3,-54.1,EXTERNAL,14
-17.9,-39.1,INTERNAL,14
-21.1,-40.9,REGIONAL,14
-21.7,-53.5,EXTERNAL,14
-15.5,-44.4,EXTERNAL,14
-23.8,-45.0,EXTERNAL,14
-19.9,-44.3,EXTERNAL,14
-20.8,-51.5,EXTERNAL,14
-19.6,-43.6,REGIONAL,14
-21.5,-44.6,EXTERNAL,14
3.4,-61.3,REGIONAL,14
-14.1,-47.3,REGIONAL,14
-7.1,-63.1,EXTERNAL,14
-20.7,-42.0,EXTERNAL,14
-22.1,-42.9,REGIONAL,14
-15.9,-47.6,REGIONAL,14
-14.7,-38.9,REGIONAL,14
-21.2,-50.1,INTERNAL,14
-4.0,-40.7,REGIONAL,14
-3.1,-54.9,REGIONAL,14
-8.7,-63.5,REGIONAL,14
-7.0,-34.0,EXTERNAL,14
-23.2,-46.1,EXTERNAL,14
-10.5,-50.5,REGIONAL,14
-28.5,-52.2,REGIONAL,14
-22.3,-43.3,REGIONAL,14
2.0,-60.0,EXTERNAL,14
-15.0,-48.0,EXTERNAL,14
-3.0,-40.0,EXTERNAL,14
-28.9,-51.5,REGIONAL,14
-6.8,-35.7,REGIONAL,14
-20.5,-41.4,REGIONAL,14
-16.6,-49.7,EXTERNAL,14
-20.2,-55.8,REGIONAL,14
-15.8,-43.3,EXTERNAL,14
-16.1,-50.1,REGIONAL,14
-21.0,-50.8,INTERNAL,14
-23.6,-46.1,REGIONAL,14
-25.4,-52.1,REGIONAL,14
-16.8,-43.9,EXTERNAL,14
-21.0,-55.0,REGIONAL,14
-16.6,-56.6,REGIONAL,14
-19.1,-56.8,REGIONAL,14
-9.9,-55.1,REGIONAL,14
-13.4,-40.4,REGIONAL,14
-28.7,-53.2,REGIONAL,14
-21.9,-50.5,INTERNAL,14
-12.2,-43.2,EXTERNAL,14
-4.6,-37.8,REGIONAL,14
-0.9,-51.3,REGIONAL,14
-8.9,-42.6,REGIONAL,14
-17.7,-39.3,REGIONAL,14
-21.2,-50.5,INTERNAL,14
-32.6,-52.5,REGIONAL,14
-29.3,-51.5,REGIONAL,14
-14.0,-47.7,REGIONAL,14
-18.5,-50.3,EXTERNAL,14
-6.4,-38.9,REGIONAL,14
-21.5,-57.9,REGIONAL,14
-14.9,-45.3,REGIONAL,14
-25.9,-49.4,REGIONAL,14
-16.7,-58.0,REGIONAL,14
-14.1,-40.3,REGIONAL,14
-29.2,-52.0,REGIONAL,14
-23.5,-45.9,INTERNAL,14
-8.1,-34.8,REGIONAL,14
-21.8,-40.2,INTERNAL,14
-20.6,-47.3,EXTERNAL,14
-12.1,-63.5,REGIONAL,14
-23.2,-49.2,INTERNAL,14
-8.3,-49.3,REGIONAL,14
-29.0,-49.5,REGIONAL,14
-22.3,-48.8,REGIONAL,14
-31.4,-53.1,REGIONAL,14
-23.1,-44.4,INTERNAL,14
-16.8,-56.6,REGIONAL,14
-19.5,-41.0,REGIONAL,14
-1.3,-48.4,EXTERNAL,14
-25.0,-52.0,EXTERNAL,14
-18.8,-40.5,REGIONAL,14
-28.0,-49.8,REGIONAL,14
-11.5,-42.7,EXTERNAL,14
-16.0,-58.5,REGIONAL,14
-6.2,-35.1,EXTERNAL,14
-21.4,-48.5,EXTERNAL,14
-28.5,-53.8,REGIONAL,14
-9.5,-40.6,REGIONAL,14
-13.9,-40.1,INTERNAL,14
-22.3,-40.4,INTERNAL,14
-21.2,-48.5,REGIONAL,14
-27.3,-50.1,REGIONAL,14
-20.5,-51.2,INTERNAL,14
-22.3,-47.7,EXTERNAL,14
0.9,-60.4,REGIONAL,14
-19.2,-41.4,REGIONAL,14
-27.2,-51.6,REGIONAL,14
-23.5,-53.1,REGIONAL,14
-28.6,-45.5,EXTERNAL,14
-4.8,-52.5,REGIONAL,14
-20.4,-43.4,EXTERNAL,14
-8.2,-35.7,REGIONAL,14
-8.1,-35.3,EXTERNAL,14
-11.9,-55.4,REGIONAL,14
-3.6,-38.5,REGIONAL,14
-3.5,-44.8,REGIONAL,14
-27.0,-52.2,REGIONAL,14
-23.3,-44.8,EXTERNAL,14
-22.2,-49.6,EXTERNAL,14
-31.7,-52.2,REGIONAL,14
-21.9,-44.3,REGIONAL,14
-22.0,-50.0,REGIONAL,14
-15.5,-60.1,EXTERNAL,14
-28.2,-51.2,REGIONAL,14
-20.5,-51.1,INTERNAL,14
-16.9,-42.9,REGIONAL,14
-29.6,-49.9,EXTERNAL,14
-5.5,-49.1,REGIONAL,14
-13.0,-42.0,EXTERNAL,14
-4.0,-54.9,EXTERNAL,14
-2.7,-60.6,REGIONAL,14
2.3,-54.6,REGIONAL,14
-17.6,-52.4,EXTERNAL,14
-14.5,-44.3,EXTERNAL,14
-22.9,-45.6,REGIONAL,14
-28.8,-49.1,REGIONAL,14
-15.7,-52.8,REGIONAL,14
-20.1,-50.2,INTERNAL,14
-21.3,-48.2,REGIONAL,14
-18.9,-56.7,REGIONAL,14
-8.1,-38.7,REGIONAL,14
-8.5,-48.6,REGIONAL,14
-11.0,-38.0,REGIONAL,14
1.1,-61.7,REGIONAL,14
-6.5,-50.1,REGIONAL,14
-14.2,-51.9,REGIONAL,14
-12.4,-41.4,REGIONAL,14
-5.6,-35.4,REGIONAL,14
-17.0,-43.0,EXTERNAL,14
-22.6,-46.4,EXTERNAL,14
-25.0,-53.6,REGIONAL,14
-21.4,-41.0,REGIONAL,14
2.7,-63.6,REGIONAL,14
-12.0,-55.0,EXTERNAL,14
-18.5,-43.9,REGIONAL,14
-14.8,-40.0,REGIONAL,14
-0.0,-51.2,EXTERNAL,14
-22.8,-41.8,INTERNAL,14
-17.0,-39.5,REGIONAL,14
-13.5,-60.5,REGIONAL,14
-20.8,-49.3,INTERNAL,14
-7.3,-47.4,REGIONAL,14
-21.4,-42.7,REGIONAL,14
-22.9,-45.2,REGIONAL,14
-5.3,-36.6,EXTERNAL,14
-24.3,-50.6,EXTERNAL,14
-6.0,-35.2,EXTERNAL,14
-24.0,-45.5,REGIONAL,14
-19.2,-46.2,EXTERNAL,14
-26.2,-49.1,REGIONAL,14
-10.9,-40.1,REGIONAL,14
-19.5,-40.1,REGIONAL,14
-8.8,-35.0,EXTERNAL,14
-16.8,-41.3,REGIONAL,14
-24.3,-47.4,REGIONAL,14
-12.9,-51.8,REGIONAL,14
-10.8,-38.6,REGIONAL,14
-24.9,-48.5,INTERNAL,14
-18.1,-53.3,REGIONAL,14
-23.0,-48.2,EXTERNAL,14
-22.9,-43.3,INTERNAL,14
-28.3,-51.2,REGIONAL,14
-6.9,-63.1,EXTERNAL,14
-1.2,-48.5,REGIONAL,14
-10.7,-65.3,REGIONAL,14
-20.4,-46.6,REGIONAL,14
-5.7,-35.3,REGIONAL,14
-16.0,-51.0,EXTERNAL,14
-12.8,-38.3,EXTERNAL,14
-30.9,-52.5,EXTERNAL,14
2.9,-60.6,REGIONAL,14
-10.3,-46.9,REGIONAL,14
-6.7,-40.2,REGIONAL,14
-24.0,-52.4,EXTERNAL,14
-10.5,-36.5,EXTERNAL,14
-21.5,-40.9,INTERNAL,14
-21.1,-42.6,REGIONAL,14
-13.4,-47.1,REGIONAL,14
-29.0,-51.6,REGIONAL,14
-12.4,-43.2,REGIONAL,14
-12.0,-64.1,REGIONAL,14
-23.9,-50.6,REGIONAL,14
-29.7,-51.0,EXTERNAL,14
-7.6,-35.5,REGIONAL,14
-10.3,-48.3,REGIONAL,14
-27.6,-49.0,REGIONAL,14
-7.8,-37.1,REGIONAL,14
-20.6,-47.9,REGIONAL,14
-19.9,-43.5,EXTERNAL,14
-5.1,-36.5,INTERNAL,14
-15.0,-39.3,REGIONAL,14
-20.2,-43.4,REGIONAL,14
-21.1,-42.8,REGIONAL,14
-22.8,-42.4,EXTERNAL,14
-19.6,-47.0,REGIONAL,14
-31.8,-52.6,INTERNAL,14
-22.6,-43.5,EXTERNAL,14
-24.7,-48.1,EXTERNAL,14
-13.7,-48.2,REGIONAL,14
-13.9,-39.5,REGIONAL,14
-9.9,-56.2,REGIONAL,14
-23.3,-47.8,EXTERNAL,14
-10.2,-37.4,EXTERNAL,14
-3.8,-40.3,REGIONAL,14
-4.4,-39.0,REGIONAL,14
-7.1,-41.5,REGIONAL,14
-5.0,-42.6,REGIONAL,14
-12.4,-45.0,EXTERNAL,14
0.8,-51.4,REGIONAL,14
-22.9,-46.7,EXTERNAL,14
-22.5,-44.8,INTERNAL,14
-27.1,-49.5,EXTERNAL,14
-12.1,-45.8,REGIONAL,14
-22.2,-43.1,EXTERNAL,14
-15.4,-44.3,REGIONAL,14
-22.7,-43.8,EXTERNAL,14
-4.1,-38.2,REGIONAL,14
-30.0,-52.9,REGIONAL,14
-7.7,-38.0,REGIONAL,14
-20.9,-47.6,REGIONAL,14
-28.4,-49.6,EXTERNAL,14
-9.3,-36.0,REGIONAL,14
-3.2,-40.1,REGIONAL,14
-12.8,-39.2,EXTERNAL,14
-27.7,-48.7,INTERNAL,14
-22.6,-43.7,EXTERNAL,14
-21.1,-51.4,INTERNAL,14
-22.5,-43.1,INTERNAL,14
-22.6,-43.9,EXTERNAL,14
-15.6,-46.4,REGIONAL,14
-23.0,-48.7,INTERNAL,14
-3.0,-58.0,EXTERNAL,14
-13.6,-47.5,REGIONAL,14
-22.2,-43.2,REGIONAL,14
-8.8,-44.2,REGIONAL,14
-24.5,-47.3,REGIONAL,14
-20.7,-40.0,REGIONAL,14
-14.0,-41.0,EXTERNAL,14
-23.3,-47.6,EXTERNAL,14
-25.1,-47.8,REGIONAL,14
-2.8,-43.9,REGIONAL,14
-11.7,-55.5,REGIONAL,14
-15.5,-47.7,REGIONAL,14
-18.4,-52.0,EXTERNAL,14
-21.1,-45.1,REGIONAL,14
-11.6,-61.2,REGIONAL,14
-21.5,-57.1,REGIONAL,14
-22.9,-44.3,EXTERNAL,14
-17.9,-39.4,REGIONAL,14
-23.3,-47.5,EXTERNAL,14
-10.8,-63.6,REGIONAL,14
-22.5,-53.2,EXTERNAL,14
-22.0,-47.8,INTERNAL,14
-15.6,-47.9,EXTERNAL,14
-15.6,-58.8,REGIONAL,14
-21.0,-47.9,EXTERNAL,14
-16.0,-48.3,REGIONAL,14
-12.7,-60.1,REGIONAL,14
-8.3,-38.7,REGIONAL,14
-7.9,-37.1,REGIONAL,14
-6.2,-35.8,REGIONAL,14
-4.5,-59.6,REGIONAL,14
-21.7,-43.9,EXTERNAL,14
-13.7,-46.9,REGIONAL,14
-21.2,-48.6,INTERNAL,14
-30.6,-54.1,REGIONAL,14
-3.8,-54.8,EXTERNAL,14
-19.7,-47.7,REGIONAL,14
-5.7,-37.8,REGIONAL,14
-2.0,-57.0,EXTERNAL,14
-25.5,-54.3,REGIONAL,14
-4.9,-38.0,REGIONAL,14
-20.2,-46.5,EXTERNAL,14
-22.2,-44.6,REGIONAL,14
-18.1,-53.0,REGIONAL,14
-26.7,-52.5,EXTERNAL,14
-16.8,-43.0,REGIONAL,14
-20.9,-51.3,EXTERNAL,14
-16.7,-47.7,REGIONAL,14
-22.8,-46.7,EXTERNAL,14
-16.6,-50.8,REGIONAL,14
-8.8,-35.8,EXTERNAL,14
-19.8,-43.2,EXTERNAL,14
-5.7,-35.8,REGIONAL,14
-20.4,-54.7,INTERNAL,14
-20.1,-47.8,EXTERNAL,14
-7.4,-63.2,EXTERNAL,14
-17.0,-39.6,REGIONAL,14
-23.4,-47.6,EXTERNAL,14
-24.0,-47.0,EXTERNAL,14
-5.1,-47.7,REGIONAL,14
-20.3,-51.0,INTERNAL,14
-22.6,-42.9,INTERNAL,14
-20.6,-47.4,REGIONAL,14
-30.1,-51.1,INTERNAL,14
-30.3,-50.5,REGIONAL,14
-30.6,-51.8,REGIONAL,14
-7.3,-39.1,REGIONAL,14
-4.4,-39.3,REGIONAL,14
-18.3,-39.8,REGIONAL,14
-26.2,-49.4,INTERNAL,14
-7.8,-39.1,REGIONAL,14
-20.6,-49.5,INTERNAL,13
-19.0,-56.4,REGIONAL,13
-16.3,-39.2,REGIONAL,13
-24.6,-48.6,EXTERNAL,13
-2.8,-58.2,REGIONAL,13
-21.1,-50.2,INTERNAL,13
-9.9,-36.8,REGIONAL,13
-19.4,-43.4,REGIONAL,13
-20.0,-40.8,REGIONAL,13
-14.6,-56.0,REGIONAL,13
1.8,-50.9,REGIONAL,13
-14.2,-44.6,REGIONAL,13
-20.9,-49.4,REGIONAL,13
-14.4,-48.2,REGIONAL,13
-27.4,-48.6,INTERNAL,13
-19.4,-54.7,REGIONAL,13
-21.1,-49.0,REGIONAL,13
-22.5,-52.0,INTERNAL,13
-26.2,-49.8,REGIONAL,13
-17.9,-56.0,REGIONAL,13
-30.0,-52.4,EXTERNAL,13
-9.4,-56.0,REGIONAL,13
-13.6,-52.3,REGIONAL,13
-21.8,-47.4,REGIONAL,13
-20.8,-52.0,EXTERNAL,13
-20.8,-40.7,EXTERNAL,13
-20.3,-50.9,REGIONAL,13
-23.4,-46.1,EXTERNAL,13
-5.2,-40.9,REGIONAL,13
-15.8,-58.4,REGIONAL,13
-9.9,-67.8,EXTERNAL,13
-7.3,0.0,INTERNAL,13
-18.7,-50.5,INTERNAL,13
-5.6,-36.1,EXTERNAL,13
0.9,-54.4,REGIONAL,13
-15.6,-57.2,EXTERNAL,13
-20.7,-52.1,EXTERNAL,13
-24.6,-47.4,REGIONAL,13
-6.2,-50.2,EXTERNAL,13
-21.8,-47.1,EXTERNAL,13
-9.9,-68.0,REGIONAL,13
-22.7,-51.3,INTERNAL,13
-7.4,-39.0,REGIONAL,13
-21.1,-44.3,EXTERNAL,13
-15.7,-43.0,REGIONAL,13
-17.8,-48.7,INTERNAL,13
-26.8,-51.0,EXTERNAL,13
-30.5,-52.5,EXTERNAL,13
-32.2,-52.0,REGIONAL,13
-7.5,-39.0,REGIONAL,13
-22.0,-47.7,INTERNAL,13
-5.2,-38.1,REGIONAL,13
-7.6,-63.2,EXTERNAL,13
-22.4,-41.8,INTERNAL,13
-18.2,-51.3,EXTERNAL,13
-20.8,-51.6,INTERNAL,13
-16.4,-39.0,INTERNAL,13
-26.9,-48.9,EXTERNAL,13
-14.8,-39.1,INTERNAL,13
-23.2,-45.5,INTERNAL,13
-29.3,-53.6,REGIONAL,13
-23.4,-45.9,EXTERNAL,13
-32.0,-52.0,REGIONAL,13
-1.6,-52.5,REGIONAL,13
-13.5,-40.2,REGIONAL,13
-7.9,-72.3,REGIONAL,13
-25.8,-49.2,EXTERNAL,13
-25.7,-49.4,EXTERNAL,13
-8.0,-50.0,EXTERNAL,13
-12.6,-41.6,REGIONAL,13
-13.3,-41.3,REGIONAL,13
-22.8,-42.8,REGIONAL,13
-22.7,-51.4,INTERNAL,13
-29.5,-51.8,EXTERNAL,13
-20.2,-46.7,INTERNAL,13
-24.7,-48.8,INTERNAL,13
-21.8,-48.1,EXTERNAL,13
-15.6,-39.2,REGIONAL,13
-22.7,-40.3,INTERNAL,13
-22.7,-44.0,REGIONAL,13
-1.1,-57.1,REGIONAL,13
-16.0,-56.0,EXTERNAL,13
-14.4,-40.0,REGIONAL,13
-22.5,-42.7,INTERNAL,13
3.5,-52.0,EXTERNAL,13
-1.5,-48.7,REGIONAL,13
-12.0,-64.2,REGIONAL,13
-13.6,-46.8,REGIONAL,13
-20.4,-36.6,REGIONAL,13
-2.4,-56.5,REGIONAL,13
-23.2,-47.7,EXTERNAL,13
-27.1,-51.4,REGIONAL,13
-21.3,-48.0,REGIONAL,13
-23.1,-45.6,REGIONAL,13
-26.2,-48.7,EXTERNAL,13
-20.0,-43.4,EXTERNAL,13
-3.8,-32.5,REGIONAL,13
-3.4,-68.9,REGIONAL,13
-6.4,-38.4,REGIONAL,13
-8.7,-36.3,REGIONAL,13
-5.1,-47.6,REGIONAL,13
-5.5,-47.3,REGIONAL,13
-13.6,-47.2,REGIONAL,13
-27.3,-48.5,INTERNAL,13
-8.1,-36.7,REGIONAL,13
-21.1,-47.5,REGIONAL,13
-18.0,-44.2,REGIONAL,13
-21.5,-54.4,EXTERNAL,13
-4.2,-40.7,REGIONAL,13
-19.9,-45.1,REGIONAL,13
-20.9,-48.5,REGIONAL,13
-10.3,-41.4,REGIONAL,13
-16.4,-54.6,EXTERNAL,13
-20.5,-46.0,EXTERNAL,13
-21.5,-42.6,EXTERNAL,13
-27.4,-51.0,EXTERNAL,13
-15.9,-57.1,REGIONAL,13
-26.4,-52.8,REGIONAL,13
-20.4,-50.1,INTERNAL,13
-5.1,-36.6,EXTERNAL,13
-19.9,-44.3,REGIONAL,13
-23.9,-47.6,REGIONAL,13
-29.6,-51.0,EXTERNAL,13
-16.8,-49.9,REGIONAL,13
-19.5,-56.1,EXTERNAL,13
-24.2,-44.9,INTERNAL,13
-20.7,-42.9,EXTERNAL,13
-16.4,-51.0,EXTERNAL,13
-17.1,-39.2,EXTERNAL,13
-9.5,-69.3,REGIONAL,13
-18.2,-43.4,REGIONAL,13
-17.3,-45.0,REGIONAL,13
-6.8,-43.0,EXTERNAL,13
-6.3,-50.1,REGIONAL,13
-27.2,-53.3,EXTERNAL,13
-9.4,-35.8,REGIONAL,13
-22.3,-47.8,EXTERNAL,13
-10.0,-48.9,REGIONAL,13
-20.4,-47.3,REGIONAL,13
-14.8,-40.8,EXTERNAL,13
-12.6,-38.7,INTERNAL,13
-20.8,-49.7,REGIONAL,13
-24.7,-45.9,INTERNAL,13
-15.5,-47.6,EXTERNAL,13
-5.0,-38.0,REGIONAL,13
-7.1,-35.4,REGIONAL,13
-20.9,-47.0,REGIONAL,13
-8.8,-36.0,REGIONAL,13
-5.2,-37.4,EXTERNAL,13
-22.8,-45.3,EXTERNAL,13
-28.2,-52.4,EXTERNAL,13
-25.2,-50.0,INTERNAL,13
-6.7,-40.3,REGIONAL,13
-12.4,-39.3,REGIONAL,13
-19.8,-43.5,REGIONAL,13
-28.7,-50.4,REGIONAL,13
-26.6,-49.5,REGIONAL,13
-15.5,-52.2,REGIONAL,13
-19.2,-46.6,REGIONAL,13
-18.2,-53.0,REGIONAL,13
-16.4,-51.8,REGIONAL,13
-18.7,-50.6,INTERNAL,13
-24.1,-47.8,INTERNAL,13
1.3,-61.1,REGIONAL,13
-13.3,-41.2,REGIONAL,13
-28.6,-51.6,REGIONAL,13
-18.0,-39.0,INTERNAL,13
-8.1,-38.7,EXTERNAL,13
-1.0,-46.0,EXTERNAL,13
-29.5,-53.5,REGIONAL,13
-8.3,-59.9,REGIONAL,13
-17.0,-39.5,EXTERNAL,13
-18.9,-39.8,REGIONAL,13
-11.7,-47.7,REGIONAL,13
-21.7,-44.3,REGIONAL,13
-5.9,-50.4,REGIONAL,13
-15.0,-53.0,EXTERNAL,13
-21.5,-42.2,EXTERNAL,13
-9.7,-36.7,EXTERNAL,13
-20.3,-43.7,EXTERNAL,13
-26.7,-53.2,REGIONAL,13
-25.4,-48.7,EXTERNAL,13
-1.9,-61.7,REGIONAL,13
-1.7,-55.8,REGIONAL,13
-19.4,-43.8,EXTERNAL,13
-7.1,-39.6,REGIONAL,13
-21.4,-45.8,REGIONAL,13
-26.3,-48.6,EXTERNAL,13
-1.9,-41.3,EXTERNAL,13
-16.1,-41.2,REGIONAL,13
-18.8,-48.1,REGIONAL,13
-30.9,-51.8,REGIONAL,13
-15.7,-56.2,EXTERNAL,13
-19.5,-49.5,REGIONAL,13
-25.7,-54.4,INTERNAL,13
-4.4,-70.0,EXTERNAL,13
-29.4,-50.5,REGIONAL,13
-22.1,-40.4,INTERNAL,13
-17.1,-44.8,REGIONAL,13
-21.4,-47.6,INTERNAL,13
-19.2,-44.0,REGIONAL,13
-20.8,-48.8,INTERNAL,13
-20.2,-56.3,REGIONAL,13
-12.4,-38.4,EXTERNAL,13
-21.9,-51.5,EXTERNAL,13
-2.5,-48.8,REGIONAL,13
-19.4,-47.9,REGIONAL,13
-10.7,-65.1,EXTERNAL,13
0.3,-44.3,REGIONAL,13
-16.5,-49.4,REGIONAL,13
-20.1,-49.4,INTERNAL,13
-11.9,-64.1,REGIONAL,13
-28.3,-54.3,REGIONAL,13
-10.4,-62.5,EXTERNAL,13
-19.9,-56.0,REGIONAL,13
-18.0,-39.3,INTERNAL,13
-21.3,-49.8,INTERNAL,13
0.0,-48.0,EXTERNAL,13
-20.6,-50.2,INTERNAL,13
-9.2,-62.9,REGIONAL,13
-25.2,-49.1,EXTERNAL,13
-14.9,-46.1,REGIONAL,13
-21.7,-46.6,REGIONAL,13
-1.6,-48.7,REGIONAL,13
-2.3,-54.5,EXTERNAL,13
-9.1,-64.0,REGIONAL,13
-11.7,-42.6,EXTERNAL,13
-15.4,-46.6,REGIONAL,13
-16.5,-47.8,REGIONAL,13
-22.0,-49.4,EXTERNAL,13
-5.2,-39.3,REGIONAL,13
-19.5,-41.0,EXTERNAL,13
-20.4,-43.9,REGIONAL,13
-5.3,-35.5,REGIONAL,13
-4.2,-38.1,EXTERNAL,13
-21.5,-45.2,EXTERNAL,13
-7.6,-72.6,EXTERNAL,13
-20.5,-49.8,INTERNAL,13
-12.5,-40.3,EXTERNAL,13
-4.3,-40.2,REGIONAL,13
-16.2,-56.6,REGIONAL,13
-19.9,-41.6,REGIONAL,13
-7.2,-63.1,EXTERNAL,13
-21.8,-47.5,REGIONAL,13
-6.0,-42.0,EXTERNAL,13
-10.8,-37.0,EXTERNAL,13
-28.8,-49.8,REGIONAL,13
-21.9,-40.1,INTERNAL,13
-3.5,-39.6,EXTERNAL,13
-6.3,-39.2,REGIONAL,13
-7.1,-35.7,REGIONAL,13
-2.4,-59.7,REGIONAL,13
-23.9,-46.1,EXTERNAL,13
-18.2,-48.8,REGIONAL,13
-17.0,-56.8,REGIONAL,13
-23.4,-47.9,REGIONAL,13
-8.9,-58.5,REGIONAL,13
-20.6,-52.4,EXTERNAL,13
-22.6,-44.2,REGIONAL,13
-16.7,-42.9,REGIONAL,13
-23.2,-51.7,EXTERNAL,13
-29.2,-50.0,INTERNAL,13
-5.6,-37.0,REGIONAL,13
0.7,-51.5,INTERNAL,13
-3.9,-32.6,REGIONAL,13
-23.5,-48.5,INTERNAL,13
-15.9,-48.7,REGIONAL,13
-8.9,-72.6,REGIONAL,13
-26.7,-51.7,REGIONAL,13
-17.0,-54.0,EXTERNAL,13
-17.4,-50.4,REGIONAL,13
-10.0,-47.7,REGIONAL,13
-0.9,-46.8,REGIONAL,13
-28.3,-49.9,EXTERNAL,13
-9.0,-35.8,EXTERNAL,13
-22.1,-40.5,INTERNAL,13
-21.8,-47.3,EXTERNAL,13
-22.9,-44.3,REGIONAL,13
-23.3,-48.7,EXTERNAL,13
