lat,lon,source_type,record_count
-15.5,-56.2,EXTERNAL,5
-26.3,-53.0,REGIONAL,5
-4.1,-40.9,EXTERNAL,5
-22.4,-53.2,EXTERNAL,5
-16.0,-55.9,REGIONAL,5
-15.9,-49.0,EXTERNAL,5
-11.4,-41.8,REGIONAL,5
-5.1,-42.9,REGIONAL,5
-12.2,-38.2,REGIONAL,5
-29.7,-51.9,REGIONAL,5
-22.5,-45.5,EXTERNAL,5
-18.5,-43.4,REGIONAL,5
-6.4,-37.3,REGIONAL,5
-19.7,-43.5,EXTERNAL,5
-19.5,-39.1,INTERNAL,5
-18.0,-43.2,REGIONAL,5
-6.0,-38.3,REGIONAL,5
-22.3,-54.7,REGIONAL,5
-29.5,-51.0,EXTERNAL,5
-21.4,-46.9,EXTERNAL,5
-18.5,-46.6,REGIONAL,5
-15.0,-50.9,EXTERNAL,5
-28.2,-50.7,REGIONAL,5
-23.7,-47.4,INTERNAL,5
-24.8,-47.6,EXTERNAL,5
0.6,-51.8,EXTERNAL,5
-2.5,-54.9,EXTERNAL,5
-23.2,-48.3,EXTERNAL,5
-3.0,-60.0,INTERNAL,5
-20.9,-45.1,EXTERNAL,5
-17.5,-40.0,EXTERNAL,5
-2.8,-44.3,REGIONAL,5
-10.7,-62.3,EXTERNAL,5
-20.3,-47.8,REGIONAL,5
-20.0,-56.8,REGIONAL,5
-22.8,-48.0,REGIONAL,5
-21.7,-47.0,EXTERNAL,5
-8.5,-36.5,REGIONAL,5
-8.8,-39.0,REGIONAL,5
-14.4,-40.1,EXTERNAL,5
-23.9,-48.3,REGIONAL,5
-15.2,-56.8,REGIONAL,5
-18.4,-43.9,REGIONAL,5
-27.5,-49.9,REGIONAL,5
-26.0,-52.6,REGIONAL,5
-15.9,-48.6,REGIONAL,5
-29.4,-56.8,REGIONAL,5
-21.4,-42.1,REGIONAL,5
-9.2,-61.7,REGIONAL,5
-22.2,-46.4,EXTERNAL,5
-21.1,-50.2,EXTERNAL,5
-21.1,-46.9,EXTERNAL,5
-30.0,-51.7,EXTERNAL,5
-21.2,-42.8,REGIONAL,5
-27.9,-48.8,REGIONAL,5
-3.5,-45.5,REGIONAL,5
-8.3,-35.9,REGIONAL,5
-7.9,-35.2,INTERNAL,5
2.5,-61.4,REGIONAL,5
-21.9,-43.5,REGIONAL,5
-5.8,-42.6,EXTERNAL,5
-6.9,-37.6,EXTERNAL,5
-11.0,-39.6,REGIONAL,5
-18.4,-46.0,REGIONAL,5
-6.6,-35.5,EXTERNAL,5
-23.0,-49.3,REGIONAL,5
-6.4,-50.3,REGIONAL,5
-18.4,-50.2,EXTERNAL,5
-27.4,-50.8,EXTERNAL,5
-3.2,-59.1,REGIONAL,5
-25.5,-53.5,REGIONAL,5
-9.9,-62.7,REGIONAL,5
-8.6,-39.6,REGIONAL,5
4.4,-61.2,REGIONAL,5
-23.6,-47.8,REGIONAL,5
-22.0,-51.6,REGIONAL,5
-4.7,-53.6,REGIONAL,5
-11.7,-50.7,REGIONAL,5
-25.2,-50.1,EXTERNAL,5
-7.7,-35.0,REGIONAL,5
-10.3,-63.5,EXTERNAL,5
-0.3,-51.3,REGIONAL,5
-7.4,-46.8,REGIONAL,5
-10.8,-65.1,REGIONAL,5
-3.2,-64.7,REGIONAL,5
-7.1,-73.7,REGIONAL,5
-19.5,-41.0,INTERNAL,5
-17.8,-57.5,REGIONAL,5
-10.9,-68.4,EXTERNAL,5
-21.2,-42.6,REGIONAL,5
-10.0,-62.9,REGIONAL,5
-20.3,-45.7,REGIONAL,5
-7.8,-38.2,REGIONAL,5
-19.9,-44.7,REGIONAL,5
-14.0,-47.9,REGIONAL,5
-25.1,-50.9,REGIONAL,5
-29.8,-50.3,REGIONAL,5
-2.3,-59.1,REGIONAL,5
-0.8,-48.5,REGIONAL,5
-20.3,-54.6,REGIONAL,5
-19.8,-42.6,EXTERNAL,5
-5.3,-57.6,REGIONAL,5
2.5,-60.6,REGIONAL,5
-9.1,-36.5,REGIONAL,5
-22.8,-46.4,EXTERNAL,5
-3.0,-60.2,EXTERNAL,5
-1.4,-61.9,REGIONAL,5
-13.4,-47.6,REGIONAL,5
-7.4,-40.7,EXTERNAL,5
-10.6,-49.0,REGIONAL,5
-22.5,-50.8,REGIONAL,5
-1.5,-49.2,REGIONAL,5
-21.5,-42.5,EXTERNAL,5
-23.9,-45.2,REGIONAL,5
1.8,-51.0,REGIONAL,5
-19.4,-42.0,EXTERNAL,5
-27.0,-52.5,EXTERNAL,5
-18.4,-57.3,REGIONAL,5
-21.8,-52.1,REGIONAL,5
-12.4,-38.8,REGIONAL,5
-29.5,-52.8,REGIONAL,5
-18.8,-57.5,REGIONAL,5
-22.2,-42.7,REGIONAL,5
-24.6,-53.7,REGIONAL,5
-9.6,-46.7,REGIONAL,5
-19.8,-39.4,INTERNAL,5
-17.1,-50.0,REGIONAL,5
-28.1,-49.2,REGIONAL,5
-8.5,-41.0,REGIONAL,5
-26.1,-45.1,INTERNAL,5
-29.8,-50.9,REGIONAL,5
-9.2,-68.7,REGIONAL,5
-11.2,-54.5,REGIONAL,5
-4.6,-59.6,REGIONAL,5
-1.5,-56.2,REGIONAL,5
-22.3,-49.9,EXTERNAL,5
-26.8,-52.7,EXTERNAL,5
-14.4,-47.5,EXTERNAL,5
-9.2,-35.3,INTERNAL,5
-2.7,-48.2,REGIONAL,5
-18.7,-45.5,REGIONAL,5
-19.9,-42.6,REGIONAL,5
-21.0,-49.9,INTERNAL,5
-12.1,-44.3,REGIONAL,5
-27.8,-50.5,EXTERNAL,5
-28.4,-55.0,EXTERNAL,5
-22.1,-56.5,EXTERNAL,5
-15.6,-42.5,REGIONAL,5
-5.4,-49.0,EXTERNAL,5
-14.0,-42.0,EXTERNAL,5
-7.4,-46.6,REGIONAL,5
-7.1,-40.8,REGIONAL,5
-20.7,-42.1,EXTERNAL,5
-17.6,-39.1,INTERNAL,5
-2.6,-48.9,REGIONAL,5
-4.0,-38.7,EXTERNAL,5
-21.1,-48.1,REGIONAL,5
-9.5,-40.8,EXTERNAL,5
-22.6,-47.9,INTERNAL,5
-17.8,-55.9,REGIONAL,5
-4.3,-38.6,REGIONAL,5
-7.0,-34.6,INTERNAL,5
-27.3,-52.3,REGIONAL,5
-5.5,-36.5,REGIONAL,5
-22.3,-54.8,REGIONAL,5
-23.5,-47.8,EXTERNAL,5
-8.7,-35.7,EXTERNAL,5
0.0,-51.0,REGIONAL,5
-7.2,-59.9,REGIONAL,5
-20.4,-41.6,REGIONAL,5
-21.7,-46.7,EXTERNAL,5
-7.1,-45.6,REGIONAL,5
-23.5,-48.5,REGIONAL,5
-9.8,-35.8,EXTERNAL,5
-3.0,-50.3,REGIONAL,5
-10.8,-61.9,REGIONAL,5
-30.4,-50.3,REGIONAL,5
-14.4,-38.9,REGIONAL,5
-9.1,-69.6,REGIONAL,5
-9.7,-39.3,REGIONAL,5
-13.3,-39.1,REGIONAL,5
-11.0,-63.0,INTERNAL,5
-19.7,-49.1,REGIONAL,5
-29.7,-50.2,EXTERNAL,5
-13.1,-38.7,EXTERNAL,5
-18.9,-43.3,INTERNAL,5
-22.6,-46.9,INTERNAL,5
-14.3,-51.3,REGIONAL,5
-20.0,-40.7,EXTERNAL,5
-21.8,-44.0,REGIONAL,5
-16.4,-55.9,REGIONAL,5
-9.7,-45.4,EXTERNAL,5
-21.6,-49.4,INTERNAL,5
-2.0,-48.2,REGIONAL,5
-12.0,-38.5,REGIONAL,5
-16.1,-49.2,REGIONAL,5
-16.6,-48.9,REGIONAL,5
-7.4,-47.5,REGIONAL,5
-13.1,-41.1,REGIONAL,5
-22.9,-46.2,EXTERNAL,5
-4.8,-37.3,REGIONAL,5
-22.1,-44.8,EXTERNAL,5
-25.6,-49.5,EXTERNAL,5
-1.0,-46.6,REGIONAL,5
-22.3,-42.4,EXTERNAL,5
-24.1,-54.2,EXTERNAL,5
-21.9,-47.2,REGIONAL,5
-9.8,-35.7,INTERNAL,5
-30.9,-52.1,REGIONAL,5
-26.8,-53.2,REGIONAL,5
-6.7,-41.7,REGIONAL,5
-10.6,-46.6,REGIONAL,5
-25.5,-52.5,REGIONAL,5
-5.1,-42.8,INTERNAL,5
-17.4,-41.4,REGIONAL,5
-27.8,-53.8,REGIONAL,5
-18.7,-49.2,REGIONAL,5
-6.4,-47.5,REGIONAL,5
-2.7,-55.2,REGIONAL,5
-27.5,-52.0,REGIONAL,5
-16.9,-49.3,EXTERNAL,5
-27.7,-52.5,REGIONAL,5
-29.5,-48.2,INTERNAL,5
-22.5,-46.0,EXTERNAL,5
-1.1,-48.5,EXTERNAL,5
-6.8,-41.3,REGIONAL,5
-18.8,-54.8,REGIONAL,5
-6.8,-48.0,REGIONAL,5
-0.6,-47.3,INTERNAL,5
-22.4,-44.1,EXTERNAL,5
-0.7,-47.7,INTERNAL,5
-19.6,-39.6,INTERNAL,5
-22.4,-48.7,REGIONAL,5
-28.4,-54.9,EXTERNAL,5
-9.7,-35.9,REGIONAL,5
-8.2,-39.4,REGIONAL,5
-24.4,-50.3,REGIONAL,5
-9.1,-36.6,REGIONAL,5
-14.9,-50.5,EXTERNAL,5
-14.0,-44.0,EXTERNAL,5
-9.3,-56.1,REGIONAL,5
-16.8,-54.8,REGIONAL,5
-24.7,-48.4,REGIONAL,5
-21.1,-48.7,EXTERNAL,5
-15.8,-46.1,REGIONAL,5
-25.7,-51.7,EXTERNAL,5
-21.7,-44.3,EXTERNAL,5
-10.7,-49.8,REGIONAL,5
-11.0,-62.5,REGIONAL,5
-14.8,-40.7,EXTERNAL,5
-32.1,-53.4,REGIONAL,5
-4.6,-61.2,EXTERNAL,5
-4.7,-61.3,EXTERNAL,5
-7.3,-40.5,REGIONAL,5
-10.2,-40.2,EXTERNAL,5
-7.2,-40.1,EXTERNAL,5
-9.7,-68.1,EXTERNAL,5
-18.8,-41.3,REGIONAL,5
-25.2,-49.7,REGIONAL,5
-30.8,-53.9,EXTERNAL,5
-7.0,-47.0,EXTERNAL,5
-21.3,-47.5,REGIONAL,5
-26.1,-48.7,INTERNAL,5
-20.6,-46.0,EXTERNAL,5
-1.8,-59.4,REGIONAL,5
-21.0,-56.8,REGIONAL,5
-5.3,-40.1,EXTERNAL,5
-30.2,-52.3,REGIONAL,5
-9.0,-64.1,REGIONAL,5
-20.0,-48.8,REGIONAL,5
-9.0,-67.0,EXTERNAL,5
-30.3,-55.2,REGIONAL,5
-12.2,-43.6,REGIONAL,5
-10.4,-50.6,REGIONAL,5
-7.8,-37.8,REGIONAL,5
-21.1,-45.3,REGIONAL,5
-29.4,-51.0,EXTERNAL,5
-8.9,-37.8,REGIONAL,5
-21.7,-41.7,REGIONAL,5
-16.4,-56.3,REGIONAL,5
-2.1,-55.4,REGIONAL,5
-7.7,-72.8,REGIONAL,5
-18.8,-41.0,REGIONAL,5
-6.7,-36.1,REGIONAL,5
-32.7,-52.6,REGIONAL,5
-16.9,-48.5,REGIONAL,5
-27.3,-50.8,EXTERNAL,5
-18.0,-51.8,REGIONAL,5
-22.2,-42.9,EXTERNAL,5
-23.2,-44.3,EXTERNAL,5
-6.3,-53.6,REGIONAL,5
-25.0,-51.8,REGIONAL,5
-14.2,-48.5,REGIONAL,5
-19.7,-45.0,REGIONAL,5
-3.8,-46.7,REGIONAL,5
-21.3,-49.7,INTERNAL,5
-29.7,-50.5,EXTERNAL,5
-9.3,-68.4,REGIONAL,5
-18.9,-44.6,REGIONAL,5
-22.1,-46.7,EXTERNAL,5
-2.8,-60.8,REGIONAL,5
-15.5,-59.1,REGIONAL,5
-30.0,-50.0,REGIONAL,5
-10.7,-68.4,REGIONAL,5
-11.1,-63.3,REGIONAL,5
-21.3,-46.8,EXTERNAL,5
-16.4,-42.1,REGIONAL,5
-20.2,-43.3,REGIONAL,5
-7.1,-35.9,EXTERNAL,5
-17.7,-42.5,EXTERNAL,5
-12.8,-38.9,REGIONAL,5
-10.2,-48.9,EXTERNAL,5
-17.3,-42.7,EXTERNAL,5
-7.0,-45.0,EXTERNAL,5
-23.5,-53.1,EXTERNAL,5
-22.2,-51.2,EXTERNAL,5
-10.9,-47.4,REGIONAL,5
-17.1,-46.7,REGIONAL,5
-20.5,-45.5,REGIONAL,5
-19.7,-39.8,EXTERNAL,5
-22.2,-44.1,REGIONAL,5
-7.0,-41.6,REGIONAL,5
-29.3,-50.1,REGIONAL,5
-22.7,-42.5,EXTERNAL,5
-22.0,-44.2,EXTERNAL,5
-9.5,-35.6,EXTERNAL,5
-20.5,-56.7,INTERNAL,5
-10.0,-57.0,REGIONAL,5
-14.6,-40.1,REGIONAL,5
-7.5,-38.8,REGIONAL,5
-21.4,-42.7,INTERNAL,5
-28.8,-51.6,EXTERNAL,5
-18.1,-48.6,EXTERNAL,5
-20.2,-42.3,REGIONAL,5
-14.0,-51.8,REGIONAL,5
-10.0,-48.4,REGIONAL,5
-15.4,-50.1,REGIONAL,5
-22.8,-49.9,EXTERNAL,5
-20.6,-52.5,EXTERNAL,5
-27.6,-50.7,EXTERNAL,5
-0.8,-48.2,EXTERNAL,5
-14.8,-52.6,REGIONAL,5
-16.0,-39.9,EXTERNAL,5
-3.7,-60.0,REGIONAL,5
-19.3,-47.9,REGIONAL,5
-23.2,-51.8,EXTERNAL,5
-27.4,-50.4,EXTERNAL,5
-23.9,-53.9,REGIONAL,5
-7.4,-47.2,REGIONAL,5
-13.7,-46.3,REGIONAL,5
-20.3,-54.8,REGIONAL,5
-15.3,-59.3,EXTERNAL,5
-28.8,-52.1,REGIONAL,5
-20.3,-40.5,INTERNAL,5
-20.4,-50.2,EXTERNAL,5
-16.3,-46.9,REGIONAL,5
-5.5,-49.3,REGIONAL,5
-24.6,-54.0,REGIONAL,5
-25.3,-48.9,INTERNAL,5
-23.8,-46.8,INTERNAL,5
-19.7,-43.1,REGIONAL,5
-21.8,-44.3,REGIONAL,5
-8.4,-49.1,REGIONAL,5
-27.8,-49.1,REGIONAL,5
-23.3,-46.4,INTERNAL,5
-21.5,-57.2,REGIONAL,5
-8.2,-38.7,REGIONAL,5
-2.3,-61.1,REGIONAL,5
-21.5,-44.9,EXTERNAL,5
-9.2,-64.2,REGIONAL,5
-12.4,-55.6,REGIONAL,5
-26.8,-51.4,REGIONAL,5
-22.5,-43.2,INTERNAL,5
-10.3,-49.0,REGIONAL,5
-23.5,-41.2,INTERNAL,5
-20.8,-46.7,EXTERNAL,5
-12.1,-39.3,REGIONAL,5
-5.9,-37.2,REGIONAL,5
-4.2,-43.0,EXTERNAL,5
-10.4,-67.7,REGIONAL,5
-31.5,-49.5,REGIONAL,5
-23.1,-40.6,INTERNAL,5
-9.0,-69.7,REGIONAL,5
-11.9,-62.0,EXTERNAL,5
-6.0,-43.1,REGIONAL,5
-31.6,-50.5,INTERNAL,5
-14.2,-42.0,REGIONAL,5
-7.1,-37.2,REGIONAL,5
-6.0,-35.9,REGIONAL,5
-11.5,-46.0,REGIONAL,5
-21.1,-47.2,REGIONAL,5
-31.9,-52.8,REGIONAL,5
-9.4,-41.1,REGIONAL,5
-23.7,-45.2,REGIONAL,5
-16.2,-39.2,REGIONAL,5
-28.6,-54.1,REGIONAL,5
-16.4,-48.8,REGIONAL,5
-17.3,-56.8,EXTERNAL,5
-22.4,-44.4,EXTERNAL,5
-10.4,-56.4,REGIONAL,5
-29.8,-51.5,EXTERNAL,5
-22.8,-44.7,REGIONAL,5
-16.6,-54.3,REGIONAL,5
-19.8,-47.3,REGIONAL,5
-11.6,-46.8,EXTERNAL,5
-14.0,-46.4,REGIONAL,5
-27.0,-50.8,REGIONAL,5
-7.3,-35.3,REGIONAL,5
-21.7,-49.7,REGIONAL,5
-19.2,-40.3,REGIONAL,5
-5.5,-35.5,REGIONAL,5
-15.3,-60.1,REGIONAL,5
-15.6,-47.4,REGIONAL,5
-12.2,-43.5,EXTERNAL,5
-15.6,-39.0,EXTERNAL,5
-17.7,-48.2,EXTERNAL,5
-25.6,-53.9,REGIONAL,5
-28.5,-51.9,REGIONAL,5
-28.9,-54.0,REGIONAL,5
-15.9,-46.2,REGIONAL,5
-27.7,-54.5,EXTERNAL,5
-29.3,-54.8,REGIONAL,5
-7.9,-40.1,EXTERNAL,5
-20.9,-40.9,REGIONAL,5
-22.4,-47.8,EXTERNAL,5
-16.5,-56.4,EXTERNAL,5
-20.0,-43.2,EXTERNAL,5
-9.7,-40.8,REGIONAL,5
-21.0,-51.3,INTERNAL,5
-21.3,-43.9,REGIONAL,5
-6.2,-37.9,REGIONAL,5
-22.1,-56.6,REGIONAL,5
-21.1,-40.8,EXTERNAL,5
-16.0,-49.3,EXTERNAL,5
-30.3,-51.5,EXTERNAL,5
-10.5,-48.6,REGIONAL,5
-7.0,-58.0,EXTERNAL,5
-7.3,-35.6,REGIONAL,5
-20.0,-50.6,INTERNAL,5
-23.0,-53.2,EXTERNAL,5
-8.6,-36.8,REGIONAL,5
-19.0,-44.7,EXTERNAL,5
-20.8,-42.7,EXTERNAL,5
-33.5,-50.5,REGIONAL,5
-9.6,-35.6,EXTERNAL,5
-12.0,-55.5,EXTERNAL,5
-25.0,-48.5,REGIONAL,5
-3.1,-47.5,REGIONAL,5
-21.2,-50.3,EXTERNAL,5
-23.2,-52.2,EXTERNAL,5
-7.5,-63.2,EXTERNAL,5
-15.3,-48.2,REGIONAL,5
-22.5,-46.4,EXTERNAL,5
-3.8,-39.3,EXTERNAL,5
-9.1,-63.2,REGIONAL,5
-22.4,-46.4,REGIONAL,5
-22.9,-47.4,REGIONAL,5
-10.0,-37.4,REGIONAL,5
-19.8,-43.1,EXTERNAL,5
-7.0,-47.2,REGIONAL,5
-14.6,-41.1,EXTERNAL,5
-27.7,-50.2,REGIONAL,5
-27.5,-49.7,REGIONAL,5
-15.2,-56.5,REGIONAL,5
-33.6,-53.4,REGIONAL,5
-6.2,-42.1,EXTERNAL,5
2.5,-51.0,EXTERNAL,5
-10.1,-40.7,REGIONAL,5
-4.4,-40.4,REGIONAL,5
-9.0,-72.6,REGIONAL,5
-6.4,-36.5,REGIONAL,5
-15.1,-56.9,REGIONAL,5
-9.6,-48.4,EXTERNAL,5
-22.8,-38.4,INTERNAL,5
1.5,-51.0,REGIONAL,5
-26.8,-52.0,EXTERNAL,5
-30.6,-51.6,REGIONAL,5
-4.0,-42.0,EXTERNAL,5
-6.2,-43.8,REGIONAL,5
-23.4,-52.5,REGIONAL,5
-21.1,-55.0,REGIONAL,5
-8.0,-48.6,REGIONAL,5
-16.8,-56.8,EXTERNAL,5
-9.5,-64.8,REGIONAL,5
-15.1,-48.2,REGIONAL,5
-19.8,-42.2,EXTERNAL,5
-25.5,-49.7,EXTERNAL,5
-18.8,-42.8,REGIONAL,5
-14.1,-46.4,EXTERNAL,5
-17.0,-44.6,REGIONAL,5
-7.6,-37.5,EXTERNAL,5
-11.0,-45.2,REGIONAL,5
-28.1,-50.0,EXTERNAL,5
-1.3,-61.8,REGIONAL,5
-28.4,-53.6,REGIONAL,5
-19.5,-42.4,EXTERNAL,5
-7.1,-40.1,EXTERNAL,5
-6.9,-36.8,REGIONAL,5
-22.6,-42.2,EXTERNAL,5
-30.2,-51.4,REGIONAL,5
-2.9,-59.8,REGIONAL,5
-10.0,-52.0,EXTERNAL,5
-26.3,-53.3,REGIONAL,5
-13.4,-49.1,REGIONAL,5
-27.6,-54.7,REGIONAL,5
-7.5,-39.2,REGIONAL,5
-21.0,-42.7,REGIONAL,5
-23.4,-53.6,REGIONAL,5
-19.7,-42.0,REGIONAL,5
-10.0,-48.8,EXTERNAL,5
-20.1,-56.5,REGIONAL,5
-20.1,-51.0,REGIONAL,5
-7.6,-37.6,REGIONAL,5
-22.4,-43.8,REGIONAL,5
-1.7,-48.7,REGIONAL,5
-15.3,-52.1,REGIONAL,5
-20.8,-48.8,REGIONAL,5
-21.6,-47.8,REGIONAL,5
-10.1,-43.9,REGIONAL,5
-17.8,-43.8,REGIONAL,5
-13.8,-52.1,REGIONAL,5
-27.1,-52.9,REGIONAL,5
-2.0,-54.1,REGIONAL,5
-21.2,-44.4,REGIONAL,5
-22.0,-49.7,INTERNAL,5
-15.1,-39.2,REGIONAL,5
-7.4,-73.6,REGIONAL,5
-6.4,-38.5,REGIONAL,5
-27.0,-53.1,REGIONAL,5
-15.1,-40.1,EXTERNAL,5
-21.3,-42.9,REGIONAL,5
-24.7,-43.8,INTERNAL,5
-30.3,-54.8,REGIONAL,5
-28.1,-55.0,REGIONAL,5
-24.3,-47.7,EXTERNAL,5
-28.7,-50.4,EXTERNAL,5
-5.0,-38.0,EXTERNAL,5
-8.4,-37.1,EXTERNAL,5
-15.9,-47.7,EXTERNAL,5
-11.7,-41.8,REGIONAL,5
1.3,-28.6,REGIONAL,5
-21.9,-41.1,EXTERNAL,5
-17.2,-43.3,REGIONAL,5
-13.9,-39.3,REGIONAL,5
-9.4,-37.1,REGIONAL,5
-2.8,-44.4,REGIONAL,5
-9.6,-37.2,REGIONAL,5
-20.7,-42.3,EXTERNAL,5
-9.1,-37.7,REGIONAL,5
-22.4,-37.6,EXTERNAL,5
-21.8,-48.6,EXTERNAL,5
-20.4,-47.3,EXTERNAL,5
-23.0,-41.8,REGIONAL,5
-9.5,-40.8,REGIONAL,5
-27.7,-50.1,EXTERNAL,5
-9.4,-36.7,REGIONAL,5
-2.0,-61.3,REGIONAL,5
-21.5,-46.0,EXTERNAL,5
-26.6,-51.0,REGIONAL,5
-17.5,-56.6,REGIONAL,5
-22.0,-39.9,INTERNAL,5
-6.7,-52.0,REGIONAL,5
-17.0,-48.9,EXTERNAL,5
-26.8,-46.8,INTERNAL,5
-2.9,-64.9,REGIONAL,5
-29.6,-50.1,REGIONAL,5
-23.3,-48.7,INTERNAL,5
-21.2,-40.1,INTERNAL,5
-20.6,-43.6,REGIONAL,5
-28.0,-46.9,INTERNAL,5
-16.1,-46.5,REGIONAL,5
-16.1,-57.8,REGIONAL,5
-2.4,-44.0,EXTERNAL,5
-24.0,-55.0,EXTERNAL,5
-22.9,-41.2,INTERNAL,5
-24.5,-52.5,REGIONAL,5
-28.0,-49.7,REGIONAL,5
-14.5,-48.2,REGIONAL,5
-19.7,-39.4,REGIONAL,5
-2.8,-44.1,REGIONAL,5
-29.7,-50.1,REGIONAL,5
-29.0,-50.8,REGIONAL,5
-10.7,-39.7,REGIONAL,5
-23.3,-46.9,INTERNAL,5
-12.8,-41.6,REGIONAL,5
-9.4,-39.6,REGIONAL,5
-27.5,-51.1,REGIONAL,5
-17.3,-48.3,REGIONAL,5
-10.4,-48.2,REGIONAL,5
-23.3,-52.2,EXTERNAL,5
0.8,-61.6,REGIONAL,5
-3.8,-40.8,REGIONAL,5
-26.2,-50.4,REGIONAL,5
-18.5,-49.5,EXTERNAL,5
-20.3,-54.5,REGIONAL,5
-9.7,-36.1,REGIONAL,5
-12.9,-38.8,INTERNAL,5
-2.6,-61.0,EXTERNAL,5
-30.7,-55.8,REGIONAL,5
-27.8,-47.7,INTERNAL,5
-21.0,-57.0,EXTERNAL,5
-8.5,-35.7,EXTERNAL,5
-14.9,-42.0,REGIONAL,5
-20.6,-40.8,EXTERNAL,5
-9.0,-39.1,REGIONAL,5
-22.6,-40.2,INTERNAL,5
-16.2,-40.3,REGIONAL,5
-3.3,-55.0,REGIONAL,5
-3.0,-41.2,REGIONAL,5
-33.7,-51.0,REGIONAL,5
-9.1,-56.5,REGIONAL,5
-8.6,-35.9,EXTERNAL,5
-16.3,-57.6,REGIONAL,5
-19.1,-40.1,EXTERNAL,5
-20.6,-43.9,REGIONAL,5
-20.7,-42.6,REGIONAL,5
-30.9,-53.1,REGIONAL,5
-17.5,-39.0,REGIONAL,5
-7.4,-39.1,REGIONAL,5
-17.7,-57.0,REGIONAL,5
-25.7,-49.2,EXTERNAL,5
-17.2,-51.9,EXTERNAL,5
-11.0,-37.3,EXTERNAL,5
-20.1,-47.4,REGIONAL,5
-8.4,-34.8,EXTERNAL,5
-21.7,-44.1,REGIONAL,5
-6.3,-40.2,REGIONAL,5
-3.4,-32.1,EXTERNAL,5
-28.2,-52.5,REGIONAL,5
-29.6,-54.2,EXTERNAL,5
-10.6,-38.3,REGIONAL,5
-4.2,-39.1,REGIONAL,5
-22.6,-52.9,INTERNAL,5
-0.4,-29.9,EXTERNAL,5
-13.4,-41.8,EXTERNAL,5
-21.5,-42.7,EXTERNAL,5
-7.6,-45.3,REGIONAL,5
1.4,-51.0,REGIONAL,5
-15.5,-58.4,REGIONAL,5
-12.8,-38.8,EXTERNAL,5
-31.3,-52.0,EXTERNAL,5
-9.6,-37.4,REGIONAL,5
-17.0,-50.0,EXTERNAL,5
-20.9,-48.5,EXTERNAL,5
-22.6,-44.5,INTERNAL,5
-14.9,-39.1,EXTERNAL,5
-12.1,-40.5,REGIONAL,5
-14.0,-52.1,EXTERNAL,5
-10.6,-40.3,EXTERNAL,5
-27.9,-48.5,REGIONAL,5
-19.3,-43.7,REGIONAL,5
-28.9,-51.9,EXTERNAL,5
-7.2,-36.5,INTERNAL,5
-8.1,-48.5,EXTERNAL,5
-28.2,-53.5,REGIONAL,5
-17.8,-48.6,REGIONAL,5
-18.8,-42.2,REGIONAL,5
-16.1,-55.9,REGIONAL,5
-27.2,-50.0,REGIONAL,5
-21.6,-41.7,REGIONAL,5
-23.7,-47.9,REGIONAL,5
-6.4,-47.4,REGIONAL,5
-19.4,-52.6,REGIONAL,5
-23.7,-49.8,REGIONAL,5
-22.5,-52.4,REGIONAL,5
-17.2,-55.0,REGIONAL,5
-22.2,-48.7,REGIONAL,5
-18.2,-52.7,REGIONAL,5
-6.9,-35.2,REGIONAL,5
-13.6,-49.1,REGIONAL,5
-27.3,-49.9,EXTERNAL,5
-1.8,-65.6,REGIONAL,5
-7.7,-37.5,REGIONAL,5
-25.2,-54.0,REGIONAL,5
-16.8,-56.2,REGIONAL,5
-7.4,-55.3,REGIONAL,5
-7.0,-42.2,REGIONAL,5
-17.0,-42.5,EXTERNAL,5
-15.2,-58.7,REGIONAL,5
-2.9,-61.0,REGIONAL,5
-18.7,-48.1,REGIONAL,5
-8.2,-49.6,REGIONAL,5
-26.6,-50.0,REGIONAL,5
-12.1,-43.3,REGIONAL,5
-8.2,-35.9,REGIONAL,5
-27.4,-52.3,REGIONAL,5
-13.3,-61.2,REGIONAL,5
-13.5,-38.5,REGIONAL,5
-16.1,-56.7,REGIONAL,5
-31.7,-53.6,REGIONAL,5
-5.3,-61.9,EXTERNAL,5
-10.8,-68.2,REGIONAL,5
-32.2,-53.1,EXTERNAL,5
-28.6,-52.3,REGIONAL,5
-22.6,-45.4,REGIONAL,5
-20.7,-46.7,REGIONAL,5
-7.9,-37.7,REGIONAL,5
-9.8,-38.5,EXTERNAL,5
-21.3,-40.8,INTERNAL,5
-27.1,-47.7,INTERNAL,5
-6.0,-36.1,REGIONAL,5
-15.0,-45.9,REGIONAL,5
-20.5,-48.7,REGIONAL,5
-27.0,-51.1,REGIONAL,5
-7.1,-36.7,REGIONAL,5
-24.6,-51.3,EXTERNAL,5
-20.0,-46.6,REGIONAL,5
-13.7,-39.0,REGIONAL,5
-23.3,-45.3,EXTERNAL,5
-23.3,-48.1,REGIONAL,5
-11.6,-61.3,REGIONAL,5
-5.8,-37.1,REGIONAL,5
-19.6,-42.0,EXTERNAL,5
-29.5,-50.6,EXTERNAL,5
-28.9,-52.3,REGIONAL,5
-16.4,-47.9,EXTERNAL,5
-4.7,-44.3,REGIONAL,5
-5.2,-36.6,REGIONAL,5
-30.5,-51.4,REGIONAL,5
-8.7,-69.5,INTERNAL,5
-16.4,-49.1,EXTERNAL,5
-16.3,-43.7,EXTERNAL,5
-27.3,-51.6,EXTERNAL,5
-19.0,-46.3,EXTERNAL,5
-28.6,-49.1,EXTERNAL,5
