lat,lon,source_type,record_count
52.0,5.0,INTERNAL,15186968
52.0,6.0,INTERNAL,10646724
51.0,4.0,INTERNAL,7644437
51.0,6.0,INTERNAL,7355847
52.0,4.0,INTERNAL,7234325
52.0,0.0,INTERNAL,6993690
51.0,5.0,INTERNAL,6912867
53.0,6.0,INTERNAL,6818389
51.0,-2.0,INTERNAL,6677809
52.0,-1.0,INTERNAL,6028890
45.0,6.0,INTERNAL,6020058
51.0,-1.0,INTERNAL,5819013
49.0,2.0,INTERNAL,5286919
51.0,-3.0,INTERNAL,5087509
52.0,-2.0,INTERNAL,5004993
52.0,1.0,INTERNAL,4851140
47.0,7.0,INTERNAL,4730209
53.0,-1.0,INTERNAL,4715633
53.0,-3.0,INTERNAL,4634289
53.0,-2.0,INTERNAL,4358789
51.0,-0.0,INTERNAL,4246182
46.0,6.0,INTERNAL,4224479
47.0,8.0,INTERNAL,4154943
53.0,5.0,INTERNAL,4106177
51.0,3.0,INTERNAL,4022905
53.0,1.0,INTERNAL,3990860
52.0,-3.0,INTERNAL,3860530
53.0,7.0,INTERNAL,3835064
47.0,9.0,INTERNAL,3636643
54.0,-3.0,INTERNAL,3390038
46.0,7.0,INTERNAL,3102227
52.0,-4.0,INTERNAL,3027481
52.0,7.0,INTERNAL,2962401
49.0,3.0,INTERNAL,2863267
44.0,7.0,INTERNAL,2855875
45.0,5.0,INTERNAL,2769467
46.0,5.0,INTERNAL,2741869
48.0,3.0,INTERNAL,2723396
44.0,6.0,INTERNAL,2663364
47.0,6.0,INTERNAL,2638703
51.0,-4.0,INTERNAL,2487595
44.0,4.0,INTERNAL,2472516
47.0,5.0,INTERNAL,2460347
44.0,5.0,INTERNAL,2432412
51.0,1.0,INTERNAL,2395215
41.0,-74.0,INTERNAL,2359758
54.0,-1.0,INTERNAL,2316964
48.0,2.0,INTERNAL,2315456
46.0,3.0,INTERNAL,2240638
54.0,-2.0,INTERNAL,2230325
56.0,10.0,INTERNAL,2220965
45.0,3.0,INTERNAL,2170679
56.0,12.0,INTERNAL,2162782
56.0,13.0,INTERNAL,2151242
53.0,-4.0,INTERNAL,2076777
45.0,4.0,INTERNAL,2044606
48.0,11.0,INTERNAL,2035989
56.0,9.0,INTERNAL,2033443
56.0,-3.0,INTERNAL,2002841
50.0,10.0,INTERNAL,1968568
-34.0,151.0,INTERNAL,1953118
57.0,10.0,INTERNAL,1949650
48.0,14.0,INTERNAL,1947844
58.0,12.0,INTERNAL,1946538
47.0,1.0,INTERNAL,1943846
50.0,6.0,INTERNAL,1896790
50.0,-5.0,INTERNAL,1893983
50.0,2.0,INTERNAL,1890842
53.0,0.0,INTERNAL,1890214
45.0,7.0,INTERNAL,1775775
47.0,2.0,INTERNAL,1736011
50.0,4.0,INTERNAL,1733451
48.0,5.0,INTERNAL,1723260
47.0,4.0,INTERNAL,1717139
43.0,2.0,INTERNAL,1711140
46.0,4.0,INTERNAL,1707480
47.0,10.0,INTERNAL,1698935
48.0,4.0,INTERNAL,1668416
47.0,3.0,INTERNAL,1645820
49.0,12.0,INTERNAL,1645109
43.0,3.0,INTERNAL,1639089
48.0,1.0,INTERNAL,1621150
11.0,-74.0,INTERNAL,1619978
59.0,18.0,INTERNAL,1610934
55.0,12.0,INTERNAL,1581790
56.0,-4.0,INTERNAL,1578654
43.0,-0.0,INTERNAL,1551591
60.0,18.0,INTERNAL,1546464
48.0,13.0,INTERNAL,1532721
56.0,14.0,INTERNAL,1529404
50.0,3.0,INTERNAL,1482444
43.0,6.0,INTERNAL,1473109
50.0,11.0,INTERNAL,1464142
49.0,11.0,INTERNAL,1459427
42.0,2.0,INTERNAL,1458862
49.0,4.0,INTERNAL,1458277
56.0,-5.0,INTERNAL,1434621
59.0,17.0,INTERNAL,1428406
43.0,1.0,INTERNAL,1407708
48.0,12.0,INTERNAL,1391914
48.0,7.0,INTERNAL,1387965
48.0,0.0,INTERNAL,1369234
7.0,-76.0,INTERNAL,1338477
54.0,-0.0,INTERNAL,1336960
57.0,-4.0,INTERNAL,1333108
45.0,2.0,INTERNAL,1332917
60.0,25.0,INTERNAL,1328670
52.0,-5.0,INTERNAL,1328353
55.0,-2.0,INTERNAL,1324530
47.0,0.0,INTERNAL,1248644
49.0,5.0,INTERNAL,1236210
50.0,-4.0,INTERNAL,1232115
50.0,5.0,INTERNAL,1227117
58.0,14.0,INTERNAL,1221194
49.0,1.0,INTERNAL,1213860
44.0,3.0,INTERNAL,1208709
48.0,9.0,INTERNAL,1201754
39.0,-77.0,INTERNAL,1198007
60.0,11.0,INTERNAL,1195946
51.0,2.0,INTERNAL,1193598
46.0,1.0,INTERNAL,1187040
52.0,2.0,INTERNAL,1177738
57.0,9.0,INTERNAL,1169010
55.0,10.0,INTERNAL,1164441
59.0,11.0,INTERNAL,1138495
59.0,16.0,INTERNAL,1121971
49.0,13.0,INTERNAL,1095921
48.0,8.0,INTERNAL,1087141
46.0,9.0,INTERNAL,1081414
37.0,-122.0,INTERNAL,1080624
45.0,1.0,INTERNAL,1070725
49.0,8.0,INTERNAL,1068815
57.0,16.0,INTERNAL,1048178
50.0,12.0,INTERNAL,1040468
46.0,8.0,INTERNAL,1037758
56.0,11.0,INTERNAL,1034677
48.0,-2.0,INTERNAL,1032362
46.0,-1.0,INTERNAL,1024090
57.0,-6.0,INTERNAL,1022884
49.0,6.0,INTERNAL,1006702
46.0,2.0,INTERNAL,1004719
33.0,-97.0,INTERNAL,998985
60.0,22.0,INTERNAL,988431
60.0,17.0,INTERNAL,988065
57.0,13.0,INTERNAL,985374
49.0,-1.0,INTERNAL,949736
42.0,3.0,INTERNAL,942195
57.0,17.0,INTERNAL,935374
57.0,-3.0,INTERNAL,923284
45.0,-0.0,INTERNAL,922701
46.0,0.0,INTERNAL,922606
45.0,-1.0,INTERNAL,921249
34.0,-118.0,INTERNAL,894101
59.0,15.0,INTERNAL,886151
49.0,0.0,INTERNAL,882810
-38.0,145.0,INTERNAL,880915
48.0,6.0,INTERNAL,878904
60.0,24.0,INTERNAL,878277
43.0,-1.0,INTERNAL,877844
44.0,1.0,INTERNAL,876727
60.0,23.0,INTERNAL,853943
48.0,-3.0,INTERNAL,852566
48.0,-1.0,INTERNAL,842806
58.0,15.0,INTERNAL,839359
55.0,-3.0,INTERNAL,838210
58.0,16.0,INTERNAL,837414
47.0,-1.0,INTERNAL,835693
56.0,8.0,INTERNAL,833083
50.0,-6.0,INTERNAL,822436
44.0,-1.0,INTERNAL,819469
30.0,-98.0,INTERNAL,811576
57.0,15.0,INTERNAL,809494
57.0,-5.0,INTERNAL,807100
55.0,-4.0,INTERNAL,803896
44.0,-0.0,INTERNAL,796022
55.0,9.0,INTERNAL,782637
42.0,-88.0,INTERNAL,778999
48.0,10.0,INTERNAL,762563
55.0,11.0,INTERNAL,762116
49.0,7.0,INTERNAL,760280
61.0,27.0,INTERNAL,755702
33.0,-117.0,INTERNAL,753805
56.0,-6.0,INTERNAL,745905
61.0,25.0,INTERNAL,745134
60.0,10.0,INTERNAL,742715
61.0,24.0,INTERNAL,732535
58.0,13.0,INTERNAL,722354
60.0,16.0,INTERNAL,720032
53.0,2.0,INTERNAL,710899
59.0,10.0,INTERNAL,708858
48.0,-4.0,INTERNAL,706993
42.0,9.0,INTERNAL,705785
44.0,2.0,INTERNAL,705585
61.0,28.0,INTERNAL,694939
38.0,-122.0,INTERNAL,689405
58.0,-5.0,INTERNAL,687256
59.0,12.0,INTERNAL,686881
58.0,-4.0,INTERNAL,682142
50.0,9.0,INTERNAL,679825
55.0,-1.0,INTERNAL,667100
43.0,5.0,INTERNAL,663640
37.0,-3.0,INTERNAL,659320
51.0,7.0,REGIONAL,656960
39.0,-1.0,INTERNAL,648052
50.0,1.0,INTERNAL,645270
47.0,-2.0,INTERNAL,643300
59.0,6.0,INTERNAL,641281
55.0,-6.0,INTERNAL,638017
43.0,-2.0,INTERNAL,633203
40.0,-1.0,INTERNAL,627431
55.0,15.0,INTERNAL,613617
50.0,8.0,INTERNAL,598295
62.0,30.0,INTERNAL,595587
57.0,14.0,INTERNAL,595464
61.0,17.0,INTERNAL,581292
39.0,-0.0,INTERNAL,578400
51.0,7.0,INTERNAL,577560
57.0,12.0,INTERNAL,576384
-35.0,139.0,INTERNAL,572865
40.0,-0.0,INTERNAL,569786
47.0,13.0,INTERNAL,568336
49.0,9.0,INTERNAL,567168
49.0,10.0,INTERNAL,565400
-33.0,151.0,INTERNAL,564938
42.0,-71.0,INTERNAL,561939
37.0,-5.0,INTERNAL,556438
50.0,-125.0,INTERNAL,544265
38.0,-123.0,INTERNAL,543195
-38.0,145.0,EXTERNAL,540937
56.0,16.0,INTERNAL,535410
25.0,-80.0,INTERNAL,529039
56.0,-2.0,INTERNAL,528643
52.0,17.0,INTERNAL,525575
25.0,-83.0,INTERNAL,521584
-33.0,152.0,INTERNAL,519685
61.0,22.0,INTERNAL,518270
56.0,15.0,INTERNAL,518221
11.0,-75.0,INTERNAL,517069
38.0,-3.0,INTERNAL,505419
49.0,-125.0,INTERNAL,502428
60.0,19.0,INTERNAL,499595
54.0,-131.0,INTERNAL,494158
54.0,-6.0,INTERNAL,491716
25.0,-81.0,INTERNAL,487763
42.0,1.0,INTERNAL,486009
30.0,-88.0,INTERNAL,483211
61.0,26.0,INTERNAL,472556
58.0,11.0,INTERNAL,467014
28.0,-97.0,INTERNAL,464921
40.0,-75.0,INTERNAL,463766
52.0,8.0,INTERNAL,461732
-34.0,151.0,EXTERNAL,459394
37.0,-4.0,INTERNAL,455155
49.0,-124.0,INTERNAL,450407
59.0,14.0,INTERNAL,444058
62.0,17.0,INTERNAL,442475
61.0,23.0,INTERNAL,441169
-38.0,144.0,INTERNAL,439099
49.0,-123.0,REGIONAL,423229
49.0,-123.0,INTERNAL,418950
48.0,13.0,REGIONAL,418600
49.0,-126.0,INTERNAL,412809
54.0,-5.0,INTERNAL,409111
52.0,8.0,REGIONAL,409053
38.0,-7.0,INTERNAL,407164
-38.0,146.0,INTERNAL,406244
60.0,15.0,INTERNAL,401094
58.0,19.0,INTERNAL,397795
64.0,20.0,INTERNAL,394728
62.0,24.0,INTERNAL,392799
-35.0,151.0,INTERNAL,392314
41.0,0.0,INTERNAL,391633
36.0,-79.0,INTERNAL,391293
-35.0,149.0,INTERNAL,384520
50.0,7.0,INTERNAL,383736
26.0,-80.0,INTERNAL,383287
63.0,10.0,INTERNAL,382467
58.0,17.0,INTERNAL,380597
56.0,38.0,EXTERNAL,379641
38.0,-4.0,INTERNAL,379012
-36.0,150.0,INTERNAL,378743
55.0,-5.0,INTERNAL,377467
47.0,10.0,REGIONAL,377363
33.0,35.0,INTERNAL,377057
58.0,-3.0,INTERNAL,376909
61.0,16.0,INTERNAL,373112
59.0,-3.0,INTERNAL,372579
60.0,26.0,INTERNAL,371428
22.0,114.0,EXTERNAL,370266
44.0,-73.0,INTERNAL,370053
57.0,18.0,INTERNAL,368125
48.0,16.0,EXTERNAL,366337
51.0,6.0,REGIONAL,362854
32.0,35.0,INTERNAL,361607
52.0,10.0,INTERNAL,358465
60.0,20.0,REGIONAL,357883
43.0,-80.0,REGIONAL,356823
36.0,-6.0,INTERNAL,356210
57.0,-2.0,INTERNAL,355938
49.0,-2.0,INTERNAL,355506
51.0,14.0,INTERNAL,355276
41.0,1.0,INTERNAL,351687
57.0,-7.0,INTERNAL,348780
43.0,7.0,INTERNAL,345067
63.0,8.0,INTERNAL,344999
45.0,-76.0,REGIONAL,344715
-30.0,153.0,INTERNAL,343788
54.0,10.0,INTERNAL,341983
-34.0,18.0,EXTERNAL,339330
1.0,-78.0,INTERNAL,338831
-34.0,19.0,EXTERNAL,337617
58.0,7.0,INTERNAL,336897
62.0,26.0,INTERNAL,334684
58.0,8.0,INTERNAL,333272
53.0,-131.0,INTERNAL,332054
59.0,13.0,INTERNAL,331437
-37.0,150.0,INTERNAL,328981
25.0,122.0,EXTERNAL,327848
52.0,9.0,INTERNAL,326075
37.0,-6.0,INTERNAL,325032
61.0,11.0,INTERNAL,323480
63.0,30.0,INTERNAL,322741
51.0,9.0,INTERNAL,320163
59.0,9.0,INTERNAL,319032
52.0,3.0,INTERNAL,318173
52.0,-128.0,INTERNAL,317133
-37.0,149.0,INTERNAL,317097
-34.0,-78.0,INTERNAL,316310
50.0,7.0,REGIONAL,311271
45.0,-93.0,INTERNAL,311214
55.0,13.0,INTERNAL,310085
25.0,121.0,INTERNAL,309933
48.0,8.0,REGIONAL,309532
51.0,-0.0,EXTERNAL,307697
61.0,15.0,INTERNAL,306934
47.0,11.0,INTERNAL,306649
60.0,5.0,INTERNAL,306459
49.0,20.0,INTERNAL,305938
38.0,-5.0,INTERNAL,305236
-34.0,150.0,INTERNAL,305034
63.0,28.0,INTERNAL,304790
24.0,121.0,EXTERNAL,302425
44.0,-79.0,REGIONAL,299987
-29.0,153.0,INTERNAL,298117
54.0,11.0,INTERNAL,297619
52.0,13.0,INTERNAL,297583
32.0,-111.0,INTERNAL,296580
54.0,-130.0,INTERNAL,296354
-21.0,55.0,EXTERNAL,296351
38.0,-6.0,INTERNAL,295804
51.0,10.0,INTERNAL,293597
54.0,13.0,INTERNAL,293305
53.0,13.0,INTERNAL,292918
41.0,-75.0,INTERNAL,291208
-27.0,153.0,EXTERNAL,289178
61.0,29.0,INTERNAL,289056
60.0,27.0,INTERNAL,288976
34.0,-119.0,INTERNAL,288326
-31.0,149.0,INTERNAL,286063
52.0,7.0,REGIONAL,285929
-36.0,145.0,INTERNAL,284893
30.0,-95.0,INTERNAL,283206
61.0,2.0,INTERNAL,282904
54.0,12.0,INTERNAL,282740
-28.0,153.0,INTERNAL,281613
58.0,10.0,INTERNAL,281566
-43.0,147.0,INTERNAL,281143
25.0,122.0,INTERNAL,280901
51.0,8.0,INTERNAL,280296
0.0,0.0,EXTERNAL,279790
-21.0,56.0,EXTERNAL,277448
37.0,-2.0,INTERNAL,276877
-22.0,114.0,INTERNAL,275946
1.0,104.0,EXTERNAL,275931
49.0,-4.0,INTERNAL,275664
62.0,16.0,INTERNAL,275050
-33.0,150.0,INTERNAL,272987
39.0,-29.0,INTERNAL,272364
63.0,18.0,INTERNAL,272239
-28.0,153.0,EXTERNAL,271921
51.0,13.0,INTERNAL,271700
44.0,-80.0,REGIONAL,269908
51.0,-5.0,INTERNAL,268553
53.0,10.0,INTERNAL,267326
48.0,16.0,INTERNAL,266123
65.0,25.0,INTERNAL,265556
51.0,11.0,INTERNAL,265021
-41.0,175.0,EXTERNAL,264187
40.0,-8.0,INTERNAL,263562
62.0,22.0,INTERNAL,263219
57.0,8.0,INTERNAL,263206
49.0,-3.0,INTERNAL,261276
51.0,12.0,INTERNAL,261002
58.0,-7.0,INTERNAL,260521
44.0,-72.0,INTERNAL,258820
43.0,4.0,INTERNAL,258015
60.0,14.0,INTERNAL,257994
24.0,121.0,INTERNAL,257748
34.0,-117.0,INTERNAL,257590
47.0,16.0,EXTERNAL,257176
48.0,-122.0,INTERNAL,255144
43.0,-3.0,INTERNAL,252787
61.0,10.0,INTERNAL,252214
31.0,-98.0,INTERNAL,251991
-35.0,150.0,INTERNAL,251436
40.0,-76.0,INTERNAL,250914
63.0,17.0,INTERNAL,249295
60.0,12.0,INTERNAL,249239
48.0,15.0,INTERNAL,248997
28.0,-82.0,INTERNAL,248621
42.0,-72.0,INTERNAL,246844
40.0,-105.0,INTERNAL,246088
43.0,-72.0,INTERNAL,245565
41.0,-7.0,INTERNAL,243984
-36.0,149.0,INTERNAL,243344
30.0,-99.0,INTERNAL,243232
52.0,11.0,INTERNAL,241907
8.0,-75.0,INTERNAL,240633
49.0,-127.0,INTERNAL,239973
47.0,14.0,INTERNAL,239575
-32.0,151.0,INTERNAL,237961
31.0,35.0,INTERNAL,235783
52.0,12.0,INTERNAL,235686
38.0,-1.0,INTERNAL,235262
29.0,-81.0,INTERNAL,234358
26.0,-98.0,INTERNAL,233468
-31.0,153.0,INTERNAL,232745
30.0,-82.0,INTERNAL,232388
63.0,22.0,INTERNAL,231076
64.0,28.0,INTERNAL,230995
63.0,15.0,INTERNAL,230260
37.0,-7.0,INTERNAL,228785
62.0,25.0,INTERNAL,227763
39.0,-27.0,INTERNAL,226619
49.0,-3.0,REGIONAL,226018
46.0,10.0,INTERNAL,225848
60.0,13.0,INTERNAL,225187
53.0,14.0,INTERNAL,225110
53.0,11.0,INTERNAL,224969
41.0,-73.0,INTERNAL,224569
58.0,-6.0,INTERNAL,224511
55.0,-7.0,INTERNAL,224458
44.0,8.0,INTERNAL,224133
53.0,-5.0,INTERNAL,223345
56.0,37.0,EXTERNAL,222850
27.0,-82.0,INTERNAL,222424
42.0,-74.0,INTERNAL,221984
30.0,-96.0,INTERNAL,221613
43.0,-73.0,INTERNAL,218850
-19.0,147.0,INTERNAL,218727
37.0,127.0,INTERNAL,218571
54.0,-8.0,INTERNAL,218333
41.0,-82.0,INTERNAL,217201
7.0,2.0,INTERNAL,215352
-36.0,-73.0,INTERNAL,214485
43.0,-71.0,INTERNAL,213440
65.0,26.0,INTERNAL,212862
36.0,127.0,INTERNAL,212852
62.0,29.0,INTERNAL,212236
49.0,19.0,INTERNAL,210987
33.0,-116.0,INTERNAL,210555
43.0,9.0,INTERNAL,210405
41.0,2.0,INTERNAL,209916
58.0,27.0,INTERNAL,209761
62.0,10.0,INTERNAL,209443
-37.0,144.0,INTERNAL,209006
39.0,-78.0,INTERNAL,208961
48.0,-123.0,REGIONAL,208616
66.0,22.0,INTERNAL,208478
53.0,-3.0,EXTERNAL,208297
23.0,121.0,INTERNAL,207907
-23.0,152.0,INTERNAL,206788
10.0,-75.0,INTERNAL,205090
25.0,121.0,EXTERNAL,204783
18.0,-65.0,REGIONAL,204690
52.0,-0.0,EXTERNAL,203743
-32.0,152.0,INTERNAL,203445
7.0,-74.0,INTERNAL,203269
47.0,15.0,EXTERNAL,202921
63.0,11.0,INTERNAL,202786
34.0,-84.0,INTERNAL,201405
49.0,-124.0,REGIONAL,200608
54.0,10.0,REGIONAL,200211
54.0,-7.0,INTERNAL,200174
52.0,10.0,REGIONAL,199524
42.0,2.0,REGIONAL,198610
42.0,-84.0,INTERNAL,198446
-31.0,150.0,INTERNAL,198428
24.0,-82.0,INTERNAL,198041
-43.0,148.0,INTERNAL,197970
5.0,-74.0,INTERNAL,197356
52.0,14.0,INTERNAL,196884
60.0,6.0,INTERNAL,196690
53.0,-2.0,EXTERNAL,196347
47.0,12.0,INTERNAL,195756
28.0,-83.0,INTERNAL,195645
38.0,-2.0,INTERNAL,195560
40.0,-86.0,INTERNAL,194976
46.0,9.0,REGIONAL,194229
39.0,-75.0,INTERNAL,194011
34.0,-116.0,INTERNAL,193162
63.0,16.0,INTERNAL,192548
59.0,19.0,INTERNAL,192144
63.0,29.0,INTERNAL,191835
-32.0,150.0,INTERNAL,188459
39.0,-28.0,INTERNAL,188282
43.0,-81.0,REGIONAL,188230
-37.0,175.0,EXTERNAL,187362
38.0,-9.0,INTERNAL,187333
42.0,-73.0,INTERNAL,186204
39.0,-8.0,INTERNAL,186166
-35.0,139.0,EXTERNAL,185522
47.0,8.0,REGIONAL,185305
40.0,-80.0,INTERNAL,185257
44.0,4.0,EXTERNAL,184754
42.0,-66.0,INTERNAL,183937
59.0,25.0,INTERNAL,183345
41.0,-4.0,INTERNAL,183148
-27.0,153.0,INTERNAL,182869
62.0,23.0,INTERNAL,182594
50.0,6.0,EXTERNAL,182208
59.0,24.0,INTERNAL,181501
51.0,-1.0,EXTERNAL,181245
66.0,29.0,INTERNAL,180734
62.0,27.0,INTERNAL,180714
53.0,9.0,INTERNAL,180649
46.0,6.0,REGIONAL,179777
62.0,15.0,INTERNAL,179111
36.0,128.0,INTERNAL,178984
47.0,11.0,REGIONAL,178781
54.0,-4.0,INTERNAL,178442
63.0,9.0,INTERNAL,177302
52.0,5.0,REGIONAL,177067
-37.0,147.0,INTERNAL,176863
43.0,-5.0,INTERNAL,176002
-37.0,148.0,INTERNAL,175875
47.0,7.0,REGIONAL,175648
60.0,9.0,INTERNAL,175432
-30.0,-71.0,INTERNAL,175099
50.0,6.0,REGIONAL,174937
50.0,9.0,REGIONAL,174013
39.0,-9.0,EXTERNAL,173763
45.0,-123.0,INTERNAL,173422
23.0,-160.0,INTERNAL,173386
61.0,9.0,INTERNAL,173289
33.0,36.0,REGIONAL,173067
60.0,-1.0,INTERNAL,172427
66.0,25.0,INTERNAL,172032
35.0,128.0,INTERNAL,171760
40.0,-77.0,INTERNAL,171725
-38.0,149.0,INTERNAL,171657
36.0,-82.0,INTERNAL,171545
-32.0,116.0,INTERNAL,171519
53.0,12.0,INTERNAL,171440
-43.0,171.0,INTERNAL,170562
-36.0,137.0,INTERNAL,170166
52.0,6.0,REGIONAL,169837
48.0,-123.0,INTERNAL,169810
46.0,7.0,REGIONAL,169180
38.0,-28.0,INTERNAL,168831
29.0,-96.0,INTERNAL,168608
64.0,19.0,INTERNAL,168219
49.0,14.0,INTERNAL,168184
50.0,8.0,REGIONAL,167808
-33.0,-72.0,INTERNAL,167779
-30.0,151.0,INTERNAL,167767
61.0,14.0,INTERNAL,167739
58.0,26.0,INTERNAL,167443
51.0,-3.0,EXTERNAL,167118
48.0,9.0,REGIONAL,166874
59.0,2.0,INTERNAL,166613
38.0,-26.0,INTERNAL,166515
52.0,-129.0,INTERNAL,166246
53.0,10.0,REGIONAL,166125
37.0,128.0,INTERNAL,165922
-19.0,146.0,INTERNAL,165863
-30.0,152.0,INTERNAL,165494
-31.0,152.0,INTERNAL,165401
51.0,4.0,REGIONAL,164950
49.0,9.0,REGIONAL,164933
53.0,-7.0,INTERNAL,164741
59.0,23.0,INTERNAL,164557
62.0,9.0,INTERNAL,163796
62.0,6.0,INTERNAL,163769
61.0,21.0,INTERNAL,163018
41.0,-80.0,INTERNAL,162777
53.0,-6.0,INTERNAL,162625
42.0,-3.0,INTERNAL,162575
54.0,9.0,INTERNAL,162444
44.0,-78.0,REGIONAL,162410
47.0,13.0,REGIONAL,161732
38.0,-8.0,INTERNAL,161350
27.0,-80.0,INTERNAL,160501
22.0,-160.0,INTERNAL,159916
63.0,31.0,INTERNAL,159910
66.0,24.0,INTERNAL,159814
55.0,8.0,INTERNAL,159808
-13.0,131.0,INTERNAL,159439
51.0,16.0,INTERNAL,159253
-37.0,145.0,INTERNAL,158391
60.0,21.0,INTERNAL,158313
62.0,28.0,INTERNAL,158168
41.0,-81.0,INTERNAL,157258
-29.0,152.0,INTERNAL,156190
28.0,-81.0,INTERNAL,156089
34.0,-120.0,INTERNAL,155838
64.0,18.0,INTERNAL,155829
52.0,9.0,REGIONAL,155815
43.0,-88.0,INTERNAL,155412
-44.0,169.0,INTERNAL,155132
-37.0,146.0,INTERNAL,154878
61.0,5.0,INTERNAL,154465
69.0,21.0,INTERNAL,154384
48.0,17.0,INTERNAL,154279
63.0,7.0,INTERNAL,153081
49.0,-2.0,REGIONAL,152874
21.0,-156.0,INTERNAL,152421
16.0,-62.0,EXTERNAL,151947
39.0,-121.0,INTERNAL,151935
53.0,-9.0,INTERNAL,151738
62.0,7.0,INTERNAL,151738
-36.0,138.0,INTERNAL,151563
35.0,-83.0,INTERNAL,150561
54.0,14.0,INTERNAL,150228
58.0,18.0,INTERNAL,150166
54.0,-5.0,REGIONAL,150138
43.0,-6.0,INTERNAL,149823
-38.0,147.0,INTERNAL,149792
57.0,11.0,INTERNAL,149702
26.0,-97.0,INTERNAL,148782
59.0,26.0,INTERNAL,148758
11.0,-73.0,INTERNAL,148435
54.0,-3.0,EXTERNAL,148204
40.0,-83.0,INTERNAL,147459
43.0,-89.0,INTERNAL,147458
47.0,9.0,REGIONAL,147432
55.0,14.0,INTERNAL,147238
39.0,-31.0,INTERNAL,147198
39.0,-9.0,INTERNAL,146318
23.0,121.0,EXTERNAL,146220
-33.0,-77.0,INTERNAL,146175
52.0,-2.0,EXTERNAL,145438
-36.0,148.0,INTERNAL,145327
64.0,23.0,INTERNAL,144998
32.0,35.0,REGIONAL,144822
47.0,12.0,REGIONAL,144089
45.0,-73.0,INTERNAL,144018
37.0,129.0,INTERNAL,143860
19.0,-99.0,REGIONAL,143735
51.0,-128.0,INTERNAL,143237
-30.0,150.0,INTERNAL,143062
38.0,128.0,INTERNAL,142455
-42.0,148.0,INTERNAL,142200
59.0,8.0,INTERNAL,141878
-37.0,142.0,INTERNAL,141676
61.0,13.0,INTERNAL,141586
46.0,14.0,INTERNAL,141537
58.0,9.0,INTERNAL,141410
51.0,9.0,REGIONAL,141158
61.0,8.0,INTERNAL,141049
53.0,8.0,INTERNAL,141017
50.0,9.0,EXTERNAL,140923
-34.0,-72.0,INTERNAL,140875
40.0,-74.0,INTERNAL,140872
67.0,15.0,INTERNAL,140647
59.0,5.0,INTERNAL,140548
64.0,24.0,INTERNAL,140274
40.0,-6.0,INTERNAL,140067
36.0,129.0,INTERNAL,140059
21.0,-158.0,INTERNAL,139920
-36.0,147.0,INTERNAL,139625
63.0,23.0,INTERNAL,139623
6.0,-76.0,INTERNAL,139456
47.0,15.0,INTERNAL,139009
51.0,-127.0,INTERNAL,138847
43.0,-4.0,INTERNAL,138841
41.0,-4.0,EXTERNAL,138384
44.0,-61.0,INTERNAL,138345
51.0,17.0,INTERNAL,138231
48.0,11.0,REGIONAL,138190
39.0,-123.0,INTERNAL,137510
62.0,12.0,INTERNAL,137439
36.0,-5.0,INTERNAL,136496
42.0,3.0,REGIONAL,136257
-12.0,142.0,INTERNAL,136212
51.0,-129.0,INTERNAL,135706
41.0,-124.0,INTERNAL,135669
62.0,13.0,INTERNAL,135462
37.0,-77.0,INTERNAL,135212
62.0,21.0,INTERNAL,134862
46.0,9.0,EXTERNAL,134835
38.0,-25.0,INTERNAL,134783
43.0,-2.0,REGIONAL,134752
51.0,8.0,REGIONAL,134150
64.0,25.0,INTERNAL,134066
30.0,-91.0,INTERNAL,133601
37.0,-25.0,INTERNAL,133598
37.0,-76.0,INTERNAL,133338
35.0,127.0,INTERNAL,132624
-44.0,173.0,EXTERNAL,132346
60.0,21.0,REGIONAL,131760
63.0,14.0,INTERNAL,131352
42.0,-94.0,INTERNAL,130739
41.0,-72.0,INTERNAL,130707
50.0,14.0,EXTERNAL,130701
39.0,-76.0,INTERNAL,130467
42.0,-2.0,INTERNAL,130119
-23.0,114.0,INTERNAL,130058
-32.0,-72.0,INTERNAL,129889
52.0,-131.0,INTERNAL,129025
4.0,-53.0,EXTERNAL,128968
36.0,-84.0,INTERNAL,128914
57.0,19.0,INTERNAL,128506
66.0,21.0,INTERNAL,128258
29.0,-82.0,INTERNAL,128254
42.0,3.0,EXTERNAL,127983
63.0,26.0,INTERNAL,127969
42.0,-67.0,INTERNAL,127806
26.0,-82.0,INTERNAL,127789
46.0,10.0,EXTERNAL,126943
64.0,10.0,INTERNAL,126765
59.0,7.0,INTERNAL,126712
47.0,-122.0,INTERNAL,126587
33.0,36.0,INTERNAL,126333
-38.0,142.0,INTERNAL,126315
64.0,29.0,INTERNAL,126111
40.0,-84.0,INTERNAL,125794
51.0,15.0,INTERNAL,125753
-37.0,143.0,INTERNAL,125685
61.0,7.0,INTERNAL,125541
46.0,8.0,REGIONAL,125530
23.0,120.0,EXTERNAL,125445
36.0,-83.0,INTERNAL,125416
59.0,27.0,INTERNAL,125244
10.0,-76.0,INTERNAL,124559
62.0,8.0,INTERNAL,124358
64.0,11.0,INTERNAL,124288
40.0,-2.0,INTERNAL,124202
42.0,-7.0,INTERNAL,124017
41.0,-3.0,INTERNAL,123642
64.0,15.0,INTERNAL,123291
35.0,-85.0,INTERNAL,123280
48.0,-5.0,INTERNAL,123279
63.0,13.0,INTERNAL,122860
39.0,-120.0,INTERNAL,122856
-38.0,141.0,INTERNAL,122597
