lat,lon,source_type,record_count,countrycode,country_name,wb_income_group
-20.7,-42.3,REGIONAL,4,BR,Brazil,Upper middle income
-24.8,-51.6,REGIONAL,4,BR,Brazil,Upper middle income
-25.9,-49.0,INTERNAL,4,BR,Brazil,Upper middle income
-27.1,-50.8,REGIONAL,4,BR,Brazil,Upper middle income
-12.3,-41.5,REGIONAL,4,BR,Brazil,Upper middle income
-2.9,-40.2,REGIONAL,4,BR,Brazil,Upper middle income
-20.3,-42.9,REGIONAL,4,BR,Brazil,Upper middle income
-8.3,-42.3,REGIONAL,4,BR,Brazil,Upper middle income
-30.2,-56.5,REGIONAL,4,BR,Brazil,Upper middle income
-22.3,-52.3,REGIONAL,4,BR,Brazil,Upper middle income
-21.8,-41.2,REGIONAL,4,BR,Brazil,Upper middle income
-22.6,-45.4,INTERNAL,4,BR,Brazil,Upper middle income
-21.7,-57.4,REGIONAL,4,BR,Brazil,Upper middle income
-19.0,-46.7,REGIONAL,4,BR,Brazil,Upper middle income
-21.0,-50.6,REGIONAL,4,BR,Brazil,Upper middle income
-0.5,-64.8,REGIONAL,4,BR,Brazil,Upper middle income
-20.5,-49.0,REGIONAL,4,BR,Brazil,Upper middle income
-8.6,-69.1,REGIONAL,4,BR,Brazil,Upper middle income
-6.2,-47.4,EXTERNAL,4,BR,Brazil,Upper middle income
-2.7,-55.0,REGIONAL,4,BR,Brazil,Upper middle income
-20.0,-48.1,REGIONAL,4,BR,Brazil,Upper middle income
-11.3,-40.4,EXTERNAL,4,BR,Brazil,Upper middle income
-22.2,-50.7,INTERNAL,4,BR,Brazil,Upper middle income
-29.1,-52.9,REGIONAL,4,BR,Brazil,Upper middle income
-19.3,-40.6,REGIONAL,4,BR,Brazil,Upper middle income
-3.8,-39.8,EXTERNAL,4,BR,Brazil,Upper middle income
-15.2,-42.9,REGIONAL,4,BR,Brazil,Upper middle income
-1.1,-48.3,REGIONAL,4,BR,Brazil,Upper middle income
-7.4,-34.9,EXTERNAL,4,BR,Brazil,Upper middle income
-6.1,-42.2,EXTERNAL,4,BR,Brazil,Upper middle income
-11.0,-39.0,EXTERNAL,4,BR,Brazil,Upper middle income
-6.1,-41.8,REGIONAL,4,BR,Brazil,Upper middle income
-15.3,-39.6,REGIONAL,4,BR,Brazil,Upper middle income
-17.7,-43.2,REGIONAL,4,BR,Brazil,Upper middle income
-13.2,-49.6,EXTERNAL,4,BR,Brazil,Upper middle income
-31.0,-52.0,REGIONAL,4,BR,Brazil,Upper middle income
-21.5,-45.8,EXTERNAL,4,BR,Brazil,Upper middle income
-22.4,-45.0,EXTERNAL,4,BR,Brazil,Upper middle income
-23.4,-52.8,EXTERNAL,4,BR,Brazil,Upper middle income
-14.6,-56.0,EXTERNAL,4,BR,Brazil,Upper middle income
-23.0,-48.8,REGIONAL,4,BR,Brazil,Upper middle income
-1.6,-59.6,REGIONAL,4,BR,Brazil,Upper middle income
-17.4,-47.8,REGIONAL,4,BR,Brazil,Upper middle income
-4.1,-63.0,REGIONAL,4,BR,Brazil,Upper middle income
4.0,-51.8,REGIONAL,4,FR,France,High income
-27.1,-52.2,REGIONAL,4,BR,Brazil,Upper middle income
-11.7,-47.2,REGIONAL,4,BR,Brazil,Upper middle income
-2.6,-56.7,EXTERNAL,4,BR,Brazil,Upper middle income
-23.7,-51.0,REGIONAL,4,BR,Brazil,Upper middle income
-32.1,-52.9,REGIONAL,4,BR,Brazil,Upper middle income
-8.4,-40.8,REGIONAL,4,BR,Brazil,Upper middle income
-4.9,-43.5,REGIONAL,4,BR,Brazil,Upper middle income
-25.2,-54.1,REGIONAL,4,BR,Brazil,Upper middle income
-23.4,-46.9,INTERNAL,4,BR,Brazil,Upper middle income
-10.5,-37.5,REGIONAL,4,BR,Brazil,Upper middle income
-23.4,-51.5,EXTERNAL,4,BR,Brazil,Upper middle income
-21.5,-46.7,EXTERNAL,4,BR,Brazil,Upper middle income
-15.6,-58.2,REGIONAL,4,BR,Brazil,Upper middle income
-28.2,-55.1,REGIONAL,4,BR,Brazil,Upper middle income
-19.4,-55.2,REGIONAL,4,BR,Brazil,Upper middle income
-4.1,-39.3,REGIONAL,4,BR,Brazil,Upper middle income
-30.3,-52.9,REGIONAL,4,BR,Brazil,Upper middle income
3.4,-59.9,REGIONAL,4,BR,Brazil,Upper middle income
-2.9,-40.9,INTERNAL,4,BR,Brazil,Upper middle income
-15.0,-42.4,REGIONAL,4,BR,Brazil,Upper middle income
-16.8,-42.3,EXTERNAL,4,BR,Brazil,Upper middle income
-29.8,-51.3,EXTERNAL,4,BR,Brazil,Upper middle income
-24.4,-49.8,REGIONAL,4,BR,Brazil,Upper middle income
-17.1,-44.2,REGIONAL,4,BR,Brazil,Upper middle income
-3.1,-65.0,REGIONAL,4,BR,Brazil,Upper middle income
-9.8,-67.8,REGIONAL,4,BR,Brazil,Upper middle income
-19.6,-54.4,REGIONAL,4,BR,Brazil,Upper middle income
-5.3,-60.9,REGIONAL,4,BR,Brazil,Upper middle income
-14.6,-44.9,REGIONAL,4,BR,Brazil,Upper middle income
-9.0,-42.0,REGIONAL,4,BR,Brazil,Upper middle income
-16.6,-41.5,REGIONAL,4,BR,Brazil,Upper middle income
-8.5,-69.1,REGIONAL,4,BR,Brazil,Upper middle income
-5.3,-48.2,REGIONAL,4,BR,Brazil,Upper middle income
-19.7,-48.3,REGIONAL,4,BR,Brazil,Upper middle income
-2.9,-41.0,EXTERNAL,4,BR,Brazil,Upper middle income
-5.3,-42.1,EXTERNAL,4,BR,Brazil,Upper middle income
-21.8,-57.6,REGIONAL,4,BR,Brazil,Upper middle income
-28.8,-52.0,REGIONAL,4,BR,Brazil,Upper middle income
-9.5,-37.2,REGIONAL,4,BR,Brazil,Upper middle income
-20.8,-43.0,REGIONAL,4,BR,Brazil,Upper middle income
-14.8,-56.5,REGIONAL,4,BR,Brazil,Upper middle income
-10.9,-39.0,REGIONAL,4,BR,Brazil,Upper middle income
-21.3,-42.8,REGIONAL,4,BR,Brazil,Upper middle income
-13.8,-47.3,EXTERNAL,4,BR,Brazil,Upper middle income
-5.9,-35.8,EXTERNAL,4,BR,Brazil,Upper middle income
-6.7,-52.0,EXTERNAL,4,BR,Brazil,Upper middle income
-13.4,-47.7,REGIONAL,4,BR,Brazil,Upper middle income
-13.3,-39.3,REGIONAL,4,BR,Brazil,Upper middle income
-26.0,-52.2,REGIONAL,4,BR,Brazil,Upper middle income
-6.9,-47.0,REGIONAL,4,BR,Brazil,Upper middle income
-12.4,-38.3,REGIONAL,4,BR,Brazil,Upper middle income
-10.4,-59.5,EXTERNAL,4,BR,Brazil,Upper middle income
-2.5,-57.7,EXTERNAL,4,BR,Brazil,Upper middle income
-28.3,-53.9,REGIONAL,4,BR,Brazil,Upper middle income
-15.9,-55.2,EXTERNAL,4,BR,Brazil,Upper middle income
-15.3,-56.2,REGIONAL,4,BR,Brazil,Upper middle income
-14.6,-52.5,REGIONAL,4,BR,Brazil,Upper middle income
-16.3,-54.4,EXTERNAL,4,BR,Brazil,Upper middle income
-21.2,-43.9,REGIONAL,4,BR,Brazil,Upper middle income
-22.1,-51.2,INTERNAL,4,BR,Brazil,Upper middle income
-20.5,-44.2,EXTERNAL,4,BR,Brazil,Upper middle income
-2.8,-45.7,REGIONAL,4,BR,Brazil,Upper middle income
-14.0,-50.0,REGIONAL,4,BR,Brazil,Upper middle income
-18.5,-49.6,EXTERNAL,4,BR,Brazil,Upper middle income
-20.3,-47.5,EXTERNAL,4,BR,Brazil,Upper middle income
-6.1,-42.8,REGIONAL,4,BR,Brazil,Upper middle income
-21.5,-49.7,EXTERNAL,4,BR,Brazil,Upper middle income
-20.1,-44.5,EXTERNAL,4,BR,Brazil,Upper middle income
2.7,-60.8,EXTERNAL,4,BR,Brazil,Upper middle income
-2.2,-56.3,REGIONAL,4,BR,Brazil,Upper middle income
-24.2,-51.7,REGIONAL,4,BR,Brazil,Upper middle income
-17.2,-46.1,REGIONAL,4,BR,Brazil,Upper middle income
-11.5,-61.6,REGIONAL,4,BR,Brazil,Upper middle income
-19.5,-45.4,REGIONAL,4,BR,Brazil,Upper middle income
-9.6,-35.9,EXTERNAL,4,BR,Brazil,Upper middle income
-5.4,-35.5,REGIONAL,4,BR,Brazil,Upper middle income
-4.5,-43.9,REGIONAL,4,BR,Brazil,Upper middle income
-11.0,-62.7,REGIONAL,4,BR,Brazil,Upper middle income
-18.4,-54.7,EXTERNAL,4,BR,Brazil,Upper middle income
-8.4,-47.5,REGIONAL,4,BR,Brazil,Upper middle income
-3.8,-47.6,REGIONAL,4,BR,Brazil,Upper middle income
-7.1,-45.8,REGIONAL,4,BR,Brazil,Upper middle income
-13.0,-38.9,EXTERNAL,4,BR,Brazil,Upper middle income
-25.2,-53.8,EXTERNAL,4,BR,Brazil,Upper middle income
-22.6,-44.9,EXTERNAL,4,BR,Brazil,Upper middle income
-26.0,-48.9,EXTERNAL,4,BR,Brazil,Upper middle income
-20.2,-54.9,REGIONAL,4,BR,Brazil,Upper middle income
-9.7,-37.4,REGIONAL,4,BR,Brazil,Upper middle income
-24.3,-46.8,REGIONAL,4,BR,Brazil,Upper middle income
-11.5,-54.9,EXTERNAL,4,BR,Brazil,Upper middle income
-10.7,-37.9,REGIONAL,4,BR,Brazil,Upper middle income
-3.2,-59.8,EXTERNAL,4,BR,Brazil,Upper middle income
-22.4,-47.3,REGIONAL,4,BR,Brazil,Upper middle income
-6.1,-37.1,EXTERNAL,4,BR,Brazil,Upper middle income
-2.7,-60.5,REGIONAL,4,BR,Brazil,Upper middle income
-4.2,-40.5,REGIONAL,4,BR,Brazil,Upper middle income
-22.1,-48.5,REGIONAL,4,BR,Brazil,Upper middle income
-16.4,-41.5,REGIONAL,4,BR,Brazil,Upper middle income
-6.9,-35.7,EXTERNAL,4,BR,Brazil,Upper middle income
-9.8,-41.9,REGIONAL,4,BR,Brazil,Upper middle income
-10.2,-62.1,REGIONAL,4,BR,Brazil,Upper middle income
-15.3,-56.1,REGIONAL,4,BR,Brazil,Upper middle income
-31.3,-54.0,REGIONAL,4,BR,Brazil,Upper middle income
-15.6,-54.1,EXTERNAL,4,BR,Brazil,Upper middle income
-28.4,-55.7,REGIONAL,4,BR,Brazil,Upper middle income
-3.0,-54.0,EXTERNAL,4,BR,Brazil,Upper middle income
-28.9,-49.7,EXTERNAL,4,BR,Brazil,Upper middle income
-7.8,-41.9,REGIONAL,4,BR,Brazil,Upper middle income
-19.2,-57.1,REGIONAL,4,BR,Brazil,Upper middle income
-14.5,-46.3,REGIONAL,4,BR,Brazil,Upper middle income
-24.3,-47.4,EXTERNAL,4,BR,Brazil,Upper middle income
-26.0,-48.8,REGIONAL,4,BR,Brazil,Upper middle income
-15.9,-47.4,REGIONAL,4,BR,Brazil,Upper middle income
-11.0,-61.9,REGIONAL,4,BR,Brazil,Upper middle income
-11.0,-54.5,REGIONAL,4,BR,Brazil,Upper middle income
-22.7,-48.3,EXTERNAL,4,BR,Brazil,Upper middle income
-23.1,-44.0,EXTERNAL,4,BR,Brazil,Upper middle income
-21.2,-47.0,REGIONAL,4,BR,Brazil,Upper middle income
-3.9,-49.6,REGIONAL,4,BR,Brazil,Upper middle income
-2.5,-59.6,EXTERNAL,4,BR,Brazil,Upper middle income
-22.1,-50.8,EXTERNAL,4,BR,Brazil,Upper middle income
-25.3,-52.0,REGIONAL,4,BR,Brazil,Upper middle income
-12.4,-38.7,REGIONAL,4,BR,Brazil,Upper middle income
-18.5,-47.7,REGIONAL,4,BR,Brazil,Upper middle income
-20.6,-55.6,EXTERNAL,4,BR,Brazil,Upper middle income
-3.6,-60.3,EXTERNAL,4,BR,Brazil,Upper middle income
-1.2,-46.9,REGIONAL,4,BR,Brazil,Upper middle income
-21.1,-49.7,REGIONAL,4,BR,Brazil,Upper middle income
-26.7,-53.3,REGIONAL,4,BR,Brazil,Upper middle income
-2.8,-47.5,EXTERNAL,4,BR,Brazil,Upper middle income
-22.9,-44.2,EXTERNAL,4,BR,Brazil,Upper middle income
-20.9,-41.0,REGIONAL,4,BR,Brazil,Upper middle income
-27.8,-54.1,REGIONAL,4,BR,Brazil,Upper middle income
-12.5,-49.2,REGIONAL,4,BR,Brazil,Upper middle income
-6.2,-35.7,REGIONAL,4,BR,Brazil,Upper middle income
-2.9,-59.7,REGIONAL,4,BR,Brazil,Upper middle income
-27.7,-50.5,EXTERNAL,4,BR,Brazil,Upper middle income
-17.3,-52.7,EXTERNAL,4,BR,Brazil,Upper middle income
-3.0,-50.2,REGIONAL,4,BR,Brazil,Upper middle income
-8.8,-67.4,EXTERNAL,4,BR,Brazil,Upper middle income
-11.2,-55.9,REGIONAL,4,BR,Brazil,Upper middle income
-24.9,-48.2,REGIONAL,4,BR,Brazil,Upper middle income
-4.2,-38.0,REGIONAL,4,BR,Brazil,Upper middle income
-22.8,-48.9,INTERNAL,4,BR,Brazil,Upper middle income
-16.0,-47.6,EXTERNAL,4,BR,Brazil,Upper middle income
-16.8,-43.8,REGIONAL,4,BR,Brazil,Upper middle income
-10.9,-41.7,REGIONAL,4,BR,Brazil,Upper middle income
-22.6,-46.8,INTERNAL,4,BR,Brazil,Upper middle income
-6.2,-36.5,REGIONAL,4,BR,Brazil,Upper middle income
-14.1,-39.6,EXTERNAL,4,BR,Brazil,Upper middle income
-10.0,-67.8,INTERNAL,4,BR,Brazil,Upper middle income
-15.4,-51.0,REGIONAL,4,BR,Brazil,Upper middle income
-19.1,-42.2,REGIONAL,4,BR,Brazil,Upper middle income
-23.1,-44.9,EXTERNAL,4,BR,Brazil,Upper middle income
-10.7,-63.8,REGIONAL,4,BR,Brazil,Upper middle income
-3.7,-40.5,EXTERNAL,4,BR,Brazil,Upper middle income
-3.2,-40.1,EXTERNAL,4,BR,Brazil,Upper middle income
-20.7,-43.9,EXTERNAL,4,BR,Brazil,Upper middle income
-27.3,-50.5,EXTERNAL,4,BR,Brazil,Upper middle income
-15.6,-48.0,EXTERNAL,4,BR,Brazil,Upper middle income
-5.9,-49.7,REGIONAL,4,BR,Brazil,Upper middle income
-9.6,-37.8,EXTERNAL,4,BR,Brazil,Upper middle income
-18.8,-50.1,REGIONAL,4,BR,Brazil,Upper middle income
-14.4,-55.6,REGIONAL,4,BR,Brazil,Upper middle income
-21.4,-43.6,EXTERNAL,4,BR,Brazil,Upper middle income
-19.4,-40.7,REGIONAL,4,BR,Brazil,Upper middle income
-4.1,-59.4,REGIONAL,4,BR,Brazil,Upper middle income
-13.4,-41.4,EXTERNAL,4,BR,Brazil,Upper middle income
-23.6,-48.1,REGIONAL,4,BR,Brazil,Upper middle income
-23.3,-55.6,REGIONAL,4,PY,Paraguay,Upper middle income
-8.2,-36.0,EXTERNAL,4,BR,Brazil,Upper middle income
-8.9,-67.1,REGIONAL,4,BR,Brazil,Upper middle income
-9.3,-69.9,REGIONAL,4,BR,Brazil,Upper middle income
-15.7,-55.4,EXTERNAL,4,BR,Brazil,Upper middle income
-1.0,-62.9,INTERNAL,4,BR,Brazil,Upper middle income
-3.4,-64.9,REGIONAL,4,BR,Brazil,Upper middle income
-25.4,-53.8,EXTERNAL,4,BR,Brazil,Upper middle income
-19.1,-56.8,INTERNAL,4,BR,Brazil,Upper middle income
-2.6,-54.4,INTERNAL,4,BR,Brazil,Upper middle income
-15.8,-58.3,REGIONAL,4,BR,Brazil,Upper middle income
-15.4,-50.4,REGIONAL,4,BR,Brazil,Upper middle income
-11.9,-40.5,REGIONAL,4,BR,Brazil,Upper middle income
-5.9,-38.1,REGIONAL,4,BR,Brazil,Upper middle income
-15.2,-39.0,EXTERNAL,4,BR,Brazil,Upper middle income
-24.4,-51.9,REGIONAL,4,BR,Brazil,Upper middle income
-13.1,-59.9,INTERNAL,4,BR,Brazil,Upper middle income
0.3,-53.1,REGIONAL,4,BR,Brazil,Upper middle income
-21.8,-47.0,EXTERNAL,4,BR,Brazil,Upper middle income
-22.8,-51.6,EXTERNAL,4,BR,Brazil,Upper middle income
-20.1,-46.8,REGIONAL,4,BR,Brazil,Upper middle income
-25.6,-49.0,EXTERNAL,4,BR,Brazil,Upper middle income
-20.3,-49.1,REGIONAL,4,BR,Brazil,Upper middle income
-13.0,-38.8,EXTERNAL,4,BR,Brazil,Upper middle income
-21.4,-50.1,REGIONAL,4,BR,Brazil,Upper middle income
-16.7,-50.8,REGIONAL,4,BR,Brazil,Upper middle income
-22.7,-44.2,REGIONAL,4,BR,Brazil,Upper middle income
-20.5,-54.9,REGIONAL,4,BR,Brazil,Upper middle income
-26.0,-49.7,REGIONAL,4,BR,Brazil,Upper middle income
-20.5,-41.8,INTERNAL,4,BR,Brazil,Upper middle income
-30.2,-54.9,EXTERNAL,4,BR,Brazil,Upper middle income
-20.0,-56.5,REGIONAL,4,BR,Brazil,Upper middle income
-10.6,-40.4,REGIONAL,4,BR,Brazil,Upper middle income
-0.7,-52.6,REGIONAL,4,BR,Brazil,Upper middle income
-24.9,-48.0,EXTERNAL,4,BR,Brazil,Upper middle income
-22.9,-51.6,INTERNAL,4,BR,Brazil,Upper middle income
-18.9,-40.2,REGIONAL,4,BR,Brazil,Upper middle income
-6.9,-48.1,REGIONAL,4,BR,Brazil,Upper middle income
-19.1,-44.3,REGIONAL,4,BR,Brazil,Upper middle income
-7.5,-37.7,REGIONAL,4,BR,Brazil,Upper middle income
-2.7,-48.9,REGIONAL,4,BR,Brazil,Upper middle income
-29.9,-50.2,INTERNAL,4,BR,Brazil,Upper middle income
-25.6,-54.2,REGIONAL,4,AR,Argentina,Upper middle income
-12.4,-40.5,REGIONAL,4,BR,Brazil,Upper middle income
-23.0,-49.7,EXTERNAL,4,BR,Brazil,Upper middle income
-17.0,-51.9,EXTERNAL,4,BR,Brazil,Upper middle income
-22.5,-47.0,REGIONAL,4,BR,Brazil,Upper middle income
-19.7,-55.8,REGIONAL,4,BR,Brazil,Upper middle income
-11.5,-42.2,REGIONAL,4,BR,Brazil,Upper middle income
-5.4,-62.1,EXTERNAL,4,BR,Brazil,Upper middle income
-22.1,-51.3,INTERNAL,4,BR,Brazil,Upper middle income
-19.4,-43.3,REGIONAL,4,BR,Brazil,Upper middle income
-13.5,-44.7,REGIONAL,4,BR,Brazil,Upper middle income
-5.2,-61.9,EXTERNAL,4,BR,Brazil,Upper middle income
-17.5,-56.9,REGIONAL,4,BR,Brazil,Upper middle income
-23.5,-51.2,REGIONAL,4,BR,Brazil,Upper middle income
-19.9,-43.4,EXTERNAL,4,BR,Brazil,Upper middle income
-17.5,-49.4,EXTERNAL,4,BR,Brazil,Upper middle income
-3.0,-44.3,EXTERNAL,4,BR,Brazil,Upper middle income
-30.4,-54.2,REGIONAL,4,BR,Brazil,Upper middle income
-10.6,-49.8,REGIONAL,4,BR,Brazil,Upper middle income
-32.5,-53.3,REGIONAL,4,BR,Brazil,Upper middle income
-9.3,-62.9,REGIONAL,4,BR,Brazil,Upper middle income
-4.6,-44.4,EXTERNAL,4,BR,Brazil,Upper middle income
-17.7,-50.9,EXTERNAL,4,BR,Brazil,Upper middle income
-12.0,-37.7,REGIONAL,4,BR,Brazil,Upper middle income
-14.4,-41.9,REGIONAL,4,BR,Brazil,Upper middle income
-28.3,-52.3,REGIONAL,4,BR,Brazil,Upper middle income
-3.5,-44.5,EXTERNAL,4,BR,Brazil,Upper middle income
-9.3,-48.6,REGIONAL,4,BR,Brazil,Upper middle income
-6.8,-36.4,REGIONAL,4,BR,Brazil,Upper middle income
-14.2,-49.3,REGIONAL,4,BR,Brazil,Upper middle income
-25.0,-49.1,REGIONAL,4,BR,Brazil,Upper middle income
-10.1,-45.2,EXTERNAL,4,BR,Brazil,Upper middle income
-15.2,-55.7,REGIONAL,4,BR,Brazil,Upper middle income
-1.3,-46.0,EXTERNAL,4,BR,Brazil,Upper middle income
-15.9,-57.6,REGIONAL,4,BR,Brazil,Upper middle income
-16.2,-47.2,REGIONAL,4,BR,Brazil,Upper middle income
-7.0,-45.1,EXTERNAL,4,BR,Brazil,Upper middle income
-20.1,-56.4,REGIONAL,4,BR,Brazil,Upper middle income
-13.1,-43.5,REGIONAL,4,BR,Brazil,Upper middle income
-9.4,-48.6,REGIONAL,4,BR,Brazil,Upper middle income
-14.9,-39.7,REGIONAL,4,BR,Brazil,Upper middle income
-11.5,-39.0,REGIONAL,4,BR,Brazil,Upper middle income
-16.4,-43.6,REGIONAL,4,BR,Brazil,Upper middle income
-10.1,-36.9,REGIONAL,4,BR,Brazil,Upper middle income
-13.9,-40.2,INTERNAL,4,BR,Brazil,Upper middle income
-21.6,-45.7,EXTERNAL,4,BR,Brazil,Upper middle income
-18.9,-56.3,REGIONAL,4,BR,Brazil,Upper middle income
-19.1,-51.6,EXTERNAL,4,BR,Brazil,Upper middle income
-1.0,-57.1,EXTERNAL,4,BR,Brazil,Upper middle income
-18.8,-44.4,EXTERNAL,4,BR,Brazil,Upper middle income
-22.4,-52.4,REGIONAL,4,BR,Brazil,Upper middle income
-14.6,-44.0,EXTERNAL,4,BR,Brazil,Upper middle income
-12.2,-39.7,EXTERNAL,4,BR,Brazil,Upper middle income
-5.2,-35.8,REGIONAL,4,BR,Brazil,Upper middle income
-15.2,-58.0,REGIONAL,4,BR,Brazil,Upper middle income
-5.5,-47.4,EXTERNAL,4,BR,Brazil,Upper middle income
-5.1,-48.9,REGIONAL,4,BR,Brazil,Upper middle income
-2.8,-60.4,REGIONAL,4,BR,Brazil,Upper middle income
-9.6,-36.4,REGIONAL,4,BR,Brazil,Upper middle income
1.4,-50.9,REGIONAL,4,BR,Brazil,Upper middle income
-0.7,-52.5,REGIONAL,4,BR,Brazil,Upper middle income
-9.6,-67.5,REGIONAL,4,BR,Brazil,Upper middle income
-17.2,-54.3,EXTERNAL,4,BR,Brazil,Upper middle income
-21.4,-52.7,REGIONAL,4,BR,Brazil,Upper middle income
-27.9,-52.9,EXTERNAL,4,BR,Brazil,Upper middle income
-4.1,-38.8,EXTERNAL,4,BR,Brazil,Upper middle income
-2.2,-59.8,REGIONAL,4,BR,Brazil,Upper middle income
-13.3,-39.0,EXTERNAL,4,BR,Brazil,Upper middle income
-25.7,-49.7,EXTERNAL,4,BR,Brazil,Upper middle income
-20.4,-44.8,EXTERNAL,4,BR,Brazil,Upper middle income
-24.2,-49.8,REGIONAL,4,BR,Brazil,Upper middle income
-19.4,-44.0,EXTERNAL,4,BR,Brazil,Upper middle income
-11.2,-38.0,REGIONAL,4,BR,Brazil,Upper middle income
-19.4,-44.9,REGIONAL,4,BR,Brazil,Upper middle income
-1.7,-55.7,REGIONAL,4,BR,Brazil,Upper middle income
-6.2,-38.8,REGIONAL,4,BR,Brazil,Upper middle income
-21.2,-41.5,REGIONAL,4,BR,Brazil,Upper middle income
-15.7,-55.8,REGIONAL,4,BR,Brazil,Upper middle income
-21.2,-48.8,EXTERNAL,4,BR,Brazil,Upper middle income
-23.8,-49.8,REGIONAL,4,BR,Brazil,Upper middle income
-8.5,-48.5,REGIONAL,4,BR,Brazil,Upper middle income
-1.7,-47.8,REGIONAL,4,BR,Brazil,Upper middle income
-12.0,-38.8,REGIONAL,4,BR,Brazil,Upper middle income
-11.3,-56.3,REGIONAL,4,BR,Brazil,Upper middle income
-3.9,-54.8,EXTERNAL,4,BR,Brazil,Upper middle income
-22.7,-44.8,REGIONAL,4,BR,Brazil,Upper middle income
-1.2,-62.5,REGIONAL,4,BR,Brazil,Upper middle income
-2.0,-56.0,EXTERNAL,4,BR,Brazil,Upper middle income
-25.3,-48.5,REGIONAL,4,BR,Brazil,Upper middle income
-11.2,-54.4,REGIONAL,4,BR,Brazil,Upper middle income
-30.3,-56.0,REGIONAL,4,BR,Brazil,Upper middle income
-22.3,-43.3,EXTERNAL,4,BR,Brazil,Upper middle income
-4.1,-38.1,REGIONAL,4,BR,Brazil,Upper middle income
-21.4,-48.9,REGIONAL,4,BR,Brazil,Upper middle income
-8.7,-63.8,EXTERNAL,4,BR,Brazil,Upper middle income
-6.3,-50.5,EXTERNAL,4,BR,Brazil,Upper middle income
-12.7,-55.8,REGIONAL,4,BR,Brazil,Upper middle income
-19.4,-43.7,EXTERNAL,4,BR,Brazil,Upper middle income
-28.5,-52.2,EXTERNAL,4,BR,Brazil,Upper middle income
-9.9,-55.6,REGIONAL,4,BR,Brazil,Upper middle income
-15.5,-39.5,REGIONAL,4,BR,Brazil,Upper middle income
-3.1,-47.6,REGIONAL,4,BR,Brazil,Upper middle income
-2.2,-59.0,REGIONAL,4,BR,Brazil,Upper middle income
-7.8,-72.1,REGIONAL,4,BR,Brazil,Upper middle income
-19.9,-48.7,REGIONAL,4,BR,Brazil,Upper middle income
-20.5,-55.7,REGIONAL,4,BR,Brazil,Upper middle income
-16.3,-46.9,EXTERNAL,4,BR,Brazil,Upper middle income
-4.8,-53.5,REGIONAL,4,BR,Brazil,Upper middle income
-27.6,-50.4,EXTERNAL,4,BR,Brazil,Upper middle income
-5.0,-37.2,EXTERNAL,4,BR,Brazil,Upper middle income
-10.0,-67.1,REGIONAL,4,BR,Brazil,Upper middle income
-8.0,-63.7,EXTERNAL,4,BR,Brazil,Upper middle income
-16.1,-48.8,EXTERNAL,4,BR,Brazil,Upper middle income
-10.2,-63.8,EXTERNAL,4,BR,Brazil,Upper middle income
-15.7,-55.5,EXTERNAL,4,BR,Brazil,Upper middle income
-4.2,-38.8,EXTERNAL,4,BR,Brazil,Upper middle income
-15.6,-53.1,REGIONAL,4,BR,Brazil,Upper middle income
-12.7,-41.3,INTERNAL,4,BR,Brazil,Upper middle income
-21.8,-51.4,EXTERNAL,4,BR,Brazil,Upper middle income
-16.0,-39.9,REGIONAL,4,BR,Brazil,Upper middle income
-24.8,-51.8,EXTERNAL,4,BR,Brazil,Upper middle income
-10.7,-69.2,REGIONAL,4,BR,Brazil,Upper middle income
-11.5,-39.5,REGIONAL,4,BR,Brazil,Upper middle income
-28.8,-51.6,REGIONAL,4,BR,Brazil,Upper middle income
-28.7,-56.0,INTERNAL,4,BR,Brazil,Upper middle income
-10.2,-51.1,REGIONAL,4,BR,Brazil,Upper middle income
-25.7,-52.4,REGIONAL,4,BR,Brazil,Upper middle income
-31.9,-52.8,EXTERNAL,4,BR,Brazil,Upper middle income
-11.7,-51.4,REGIONAL,4,BR,Brazil,Upper middle income
-19.2,-48.2,REGIONAL,4,BR,Brazil,Upper middle income
-17.5,-49.4,REGIONAL,4,BR,Brazil,Upper middle income
-13.3,-46.4,REGIONAL,4,BR,Brazil,Upper middle income
-4.9,-43.2,REGIONAL,4,BR,Brazil,Upper middle income
-7.8,-35.3,REGIONAL,4,BR,Brazil,Upper middle income
-6.5,-49.8,REGIONAL,4,BR,Brazil,Upper middle income
-20.4,-42.4,REGIONAL,4,BR,Brazil,Upper middle income
-14.5,-40.1,REGIONAL,4,BR,Brazil,Upper middle income
-22.7,-42.5,REGIONAL,4,BR,Brazil,Upper middle income
-27.4,-53.4,EXTERNAL,4,BR,Brazil,Upper middle income
-16.9,-39.6,REGIONAL,4,BR,Brazil,Upper middle income
-17.3,-48.8,REGIONAL,4,BR,Brazil,Upper middle income
-22.4,-45.6,REGIONAL,4,BR,Brazil,Upper middle income
-3.2,-44.4,REGIONAL,4,BR,Brazil,Upper middle income
-0.1,-63.1,EXTERNAL,4,BR,Brazil,Upper middle income
-11.8,-38.3,REGIONAL,4,BR,Brazil,Upper middle income
-9.2,-36.6,REGIONAL,4,BR,Brazil,Upper middle income
-0.7,-62.9,EXTERNAL,4,BR,Brazil,Upper middle income
-20.3,-56.4,EXTERNAL,4,BR,Brazil,Upper middle income
-3.6,-41.5,EXTERNAL,4,BR,Brazil,Upper middle income
-6.1,-62.6,EXTERNAL,4,BR,Brazil,Upper middle income
-16.3,-46.5,REGIONAL,4,BR,Brazil,Upper middle income
