lat,lon,source_type,record_count,countrycode,country_name,wb_income_group
-18.4,-46.4,REGIONAL,8,BR,Brazil,Upper middle income
-25.6,-49.5,REGIONAL,8,BR,Brazil,Upper middle income
-27.3,-51.0,EXTERNAL,8,BR,Brazil,Upper middle income
-23.7,-47.5,REGIONAL,8,BR,Brazil,Upper middle income
-17.1,-43.0,REGIONAL,8,BR,Brazil,Upper middle income
-16.9,-53.5,REGIONAL,8,BR,Brazil,Upper middle income
-8.9,-36.3,REGIONAL,8,BR,Brazil,Upper middle income
-6.7,-37.2,REGIONAL,8,BR,Brazil,Upper middle income
-12.4,-41.6,REGIONAL,8,BR,Brazil,Upper middle income
-26.9,-51.9,EXTERNAL,8,BR,Brazil,Upper middle income
-25.4,-51.0,REGIONAL,8,BR,Brazil,Upper middle income
-16.2,-44.4,REGIONAL,8,BR,Brazil,Upper middle income
-15.0,-42.0,EXTERNAL,8,BR,Brazil,Upper middle income
-12.4,-41.5,EXTERNAL,8,BR,Brazil,Upper middle income
-12.2,-39.1,REGIONAL,8,BR,Brazil,Upper middle income
-28.0,-52.3,EXTERNAL,8,BR,Brazil,Upper middle income
-19.0,-43.3,REGIONAL,8,BR,Brazil,Upper middle income
-19.6,-57.2,REGIONAL,8,BR,Brazil,Upper middle income
-15.3,-44.3,REGIONAL,8,BR,Brazil,Upper middle income
-29.2,-52.2,EXTERNAL,8,BR,Brazil,Upper middle income
-4.4,-61.0,EXTERNAL,8,BR,Brazil,Upper middle income
-17.1,-56.6,REGIONAL,8,BR,Brazil,Upper middle income
-24.0,-51.1,REGIONAL,8,BR,Brazil,Upper middle income
-20.6,-41.8,EXTERNAL,8,BR,Brazil,Upper middle income
-1.4,-48.3,EXTERNAL,8,BR,Brazil,Upper middle income
-19.5,-40.8,INTERNAL,8,BR,Brazil,Upper middle income
2.8,-60.8,EXTERNAL,8,BR,Brazil,Upper middle income
-21.4,-45.9,EXTERNAL,8,BR,Brazil,Upper middle income
-20.0,-47.4,INTERNAL,8,BR,Brazil,Upper middle income
-25.7,-53.6,REGIONAL,8,BR,Brazil,Upper middle income
-30.2,-51.3,REGIONAL,8,BR,Brazil,Upper middle income
-26.1,-51.6,REGIONAL,8,BR,Brazil,Upper middle income
-20.4,-42.9,EXTERNAL,8,BR,Brazil,Upper middle income
-6.2,-37.0,REGIONAL,8,BR,Brazil,Upper middle income
-23.1,-49.9,EXTERNAL,8,BR,Brazil,Upper middle income
-6.5,-38.3,REGIONAL,8,BR,Brazil,Upper middle income
-2.5,-56.9,REGIONAL,8,BR,Brazil,Upper middle income
-12.2,-41.6,REGIONAL,8,BR,Brazil,Upper middle income
-21.6,-48.3,EXTERNAL,8,BR,Brazil,Upper middle income
-20.5,-51.0,INTERNAL,8,BR,Brazil,Upper middle income
-29.6,-52.7,EXTERNAL,8,BR,Brazil,Upper middle income
-24.6,-54.1,REGIONAL,8,BR,Brazil,Upper middle income
-21.1,-50.1,EXTERNAL,8,BR,Brazil,Upper middle income
-10.2,-63.1,REGIONAL,8,BR,Brazil,Upper middle income
-30.0,-51.9,REGIONAL,8,BR,Brazil,Upper middle income
-6.9,-43.1,REGIONAL,8,BR,Brazil,Upper middle income
-18.5,-42.8,EXTERNAL,8,BR,Brazil,Upper middle income
-5.9,-62.5,REGIONAL,8,BR,Brazil,Upper middle income
-6.8,-38.1,REGIONAL,8,BR,Brazil,Upper middle income
-8.3,-70.8,REGIONAL,8,BR,Brazil,Upper middle income
-7.4,-41.5,REGIONAL,8,BR,Brazil,Upper middle income
-22.5,-47.6,EXTERNAL,8,BR,Brazil,Upper middle income
-2.7,-48.7,REGIONAL,8,BR,Brazil,Upper middle income
-22.2,-45.0,EXTERNAL,8,BR,Brazil,Upper middle income
-7.2,-52.9,REGIONAL,8,BR,Brazil,Upper middle income
-20.5,-42.7,REGIONAL,8,BR,Brazil,Upper middle income
-23.5,-47.9,REGIONAL,8,BR,Brazil,Upper middle income
-19.1,-39.8,REGIONAL,8,BR,Brazil,Upper middle income
-22.4,-42.0,EXTERNAL,8,BR,Brazil,Upper middle income
-16.0,-57.0,REGIONAL,8,BR,Brazil,Upper middle income
-26.4,-52.9,EXTERNAL,8,BR,Brazil,Upper middle income
-21.2,-41.0,REGIONAL,8,BR,Brazil,Upper middle income
-18.8,-46.8,REGIONAL,8,BR,Brazil,Upper middle income
-2.7,-49.6,REGIONAL,8,BR,Brazil,Upper middle income
-16.7,-56.2,REGIONAL,8,BR,Brazil,Upper middle income
-12.9,-42.1,REGIONAL,8,BR,Brazil,Upper middle income
-23.5,-51.0,REGIONAL,8,BR,Brazil,Upper middle income
-19.1,-44.4,REGIONAL,8,BR,Brazil,Upper middle income
-1.3,-48.5,REGIONAL,8,BR,Brazil,Upper middle income
-13.0,-39.6,EXTERNAL,8,BR,Brazil,Upper middle income
-25.2,-52.1,EXTERNAL,8,BR,Brazil,Upper middle income
-3.5,-40.3,REGIONAL,8,BR,Brazil,Upper middle income
-16.7,-48.5,REGIONAL,8,BR,Brazil,Upper middle income
-28.6,-56.0,EXTERNAL,8,AR,Argentina,Upper middle income
-21.0,-46.1,REGIONAL,8,BR,Brazil,Upper middle income
-8.1,-39.6,REGIONAL,8,BR,Brazil,Upper middle income
-7.6,-37.3,REGIONAL,8,BR,Brazil,Upper middle income
-2.9,-67.0,EXTERNAL,8,BR,Brazil,Upper middle income
-23.9,-51.4,REGIONAL,8,BR,Brazil,Upper middle income
-20.8,-42.0,REGIONAL,8,BR,Brazil,Upper middle income
-9.8,-58.2,REGIONAL,8,BR,Brazil,Upper middle income
-5.3,-38.3,REGIONAL,8,BR,Brazil,Upper middle income
-2.2,-55.1,REGIONAL,8,BR,Brazil,Upper middle income
-19.4,-44.3,EXTERNAL,8,BR,Brazil,Upper middle income
-13.6,-47.7,REGIONAL,8,BR,Brazil,Upper middle income
-2.7,-60.3,EXTERNAL,8,BR,Brazil,Upper middle income
-22.8,-50.2,REGIONAL,8,BR,Brazil,Upper middle income
-20.9,-41.2,EXTERNAL,8,BR,Brazil,Upper middle income
-8.9,-35.2,EXTERNAL,8,BR,Brazil,Upper middle income
-24.2,-47.3,EXTERNAL,8,BR,Brazil,Upper middle income
-15.2,-40.6,REGIONAL,8,BR,Brazil,Upper middle income
-1.3,-48.0,EXTERNAL,8,BR,Brazil,Upper middle income
-19.4,-46.4,REGIONAL,8,BR,Brazil,Upper middle income
-22.0,-57.8,REGIONAL,8,BR,Brazil,Upper middle income
-26.0,-49.1,REGIONAL,8,BR,Brazil,Upper middle income
-20.4,-45.8,INTERNAL,8,BR,Brazil,Upper middle income
-20.3,-44.2,REGIONAL,8,BR,Brazil,Upper middle income
-28.4,-49.5,EXTERNAL,8,BR,Brazil,Upper middle income
-20.0,-45.6,REGIONAL,8,BR,Brazil,Upper middle income
-2.5,-64.6,REGIONAL,8,BR,Brazil,Upper middle income
-22.8,-48.1,REGIONAL,8,BR,Brazil,Upper middle income
-14.4,-48.5,REGIONAL,8,BR,Brazil,Upper middle income
-17.0,-50.4,REGIONAL,8,BR,Brazil,Upper middle income
-24.1,-48.5,REGIONAL,8,BR,Brazil,Upper middle income
-17.9,-43.4,REGIONAL,8,BR,Brazil,Upper middle income
-20.8,-40.9,REGIONAL,8,BR,Brazil,Upper middle income
-9.5,-38.0,REGIONAL,8,BR,Brazil,Upper middle income
2.2,-54.0,REGIONAL,8,FR,France,High income
-9.3,-40.4,REGIONAL,8,BR,Brazil,Upper middle income
-15.7,-55.3,EXTERNAL,8,BR,Brazil,Upper middle income
-21.9,-49.0,REGIONAL,8,BR,Brazil,Upper middle income
-19.7,-40.1,REGIONAL,8,BR,Brazil,Upper middle income
-3.3,-46.8,REGIONAL,8,BR,Brazil,Upper middle income
0.8,-63.4,REGIONAL,8,BR,Brazil,Upper middle income
-23.1,-52.3,EXTERNAL,8,BR,Brazil,Upper middle income
-4.0,-49.6,REGIONAL,8,BR,Brazil,Upper middle income
-19.8,-44.3,REGIONAL,8,BR,Brazil,Upper middle income
-21.0,-49.4,EXTERNAL,8,BR,Brazil,Upper middle income
-24.2,-49.1,INTERNAL,8,BR,Brazil,Upper middle income
-30.1,-50.2,EXTERNAL,8,BR,Brazil,Upper middle income
-3.1,-68.0,REGIONAL,8,BR,Brazil,Upper middle income
-14.4,-46.4,REGIONAL,8,BR,Brazil,Upper middle income
-31.4,-52.6,REGIONAL,8,BR,Brazil,Upper middle income
-19.1,-57.3,REGIONAL,8,BR,Brazil,Upper middle income
-9.0,-38.2,EXTERNAL,8,BR,Brazil,Upper middle income
-9.8,-56.3,REGIONAL,8,BR,Brazil,Upper middle income
-7.0,-38.0,REGIONAL,8,BR,Brazil,Upper middle income
-23.2,-48.7,INTERNAL,8,BR,Brazil,Upper middle income
-20.5,-45.1,REGIONAL,8,BR,Brazil,Upper middle income
-29.5,-51.1,EXTERNAL,8,BR,Brazil,Upper middle income
-25.9,-52.5,REGIONAL,8,BR,Brazil,Upper middle income
-15.9,-57.2,REGIONAL,8,BR,Brazil,Upper middle income
-10.8,-63.3,REGIONAL,8,BR,Brazil,Upper middle income
-9.1,-70.2,REGIONAL,8,BR,Brazil,Upper middle income
-6.8,-47.8,REGIONAL,8,BR,Brazil,Upper middle income
-24.6,-54.1,EXTERNAL,8,BR,Brazil,Upper middle income
-14.4,-46.0,REGIONAL,8,BR,Brazil,Upper middle income
-19.4,-44.1,REGIONAL,8,BR,Brazil,Upper middle income
-10.2,-46.7,REGIONAL,8,BR,Brazil,Upper middle income
-21.7,-50.6,INTERNAL,8,BR,Brazil,Upper middle income
-19.6,-48.0,REGIONAL,8,BR,Brazil,Upper middle income
-27.4,-49.8,EXTERNAL,8,BR,Brazil,Upper middle income
-24.2,-47.0,EXTERNAL,8,BR,Brazil,Upper middle income
-8.9,-44.3,EXTERNAL,8,BR,Brazil,Upper middle income
-16.0,-41.4,REGIONAL,8,BR,Brazil,Upper middle income
-21.4,-49.6,INTERNAL,8,BR,Brazil,Upper middle income
-27.9,-52.9,REGIONAL,8,BR,Brazil,Upper middle income
-13.2,-41.5,REGIONAL,8,BR,Brazil,Upper middle income
-23.2,-50.0,EXTERNAL,8,BR,Brazil,Upper middle income
-20.8,-42.1,REGIONAL,8,BR,Brazil,Upper middle income
-22.3,-46.8,EXTERNAL,8,BR,Brazil,Upper middle income
-2.5,-43.1,REGIONAL,8,BR,Brazil,Upper middle income
-28.8,-51.1,EXTERNAL,8,BR,Brazil,Upper middle income
-10.9,-69.5,REGIONAL,8,BR,Brazil,Upper middle income
-19.8,-43.6,REGIONAL,8,BR,Brazil,Upper middle income
-18.4,-40.1,REGIONAL,8,BR,Brazil,Upper middle income
-13.0,-38.8,REGIONAL,8,BR,Brazil,Upper middle income
-15.4,-60.2,REGIONAL,8,BR,Brazil,Upper middle income
-21.7,-48.1,EXTERNAL,8,BR,Brazil,Upper middle income
-20.6,-50.8,INTERNAL,8,BR,Brazil,Upper middle income
-5.2,-38.0,REGIONAL,8,BR,Brazil,Upper middle income
-17.3,-44.4,REGIONAL,8,BR,Brazil,Upper middle income
-10.1,-54.7,REGIONAL,8,BR,Brazil,Upper middle income
-29.0,-52.2,REGIONAL,8,BR,Brazil,Upper middle income
-10.6,-38.2,REGIONAL,8,BR,Brazil,Upper middle income
-7.1,-49.9,REGIONAL,8,BR,Brazil,Upper middle income
-14.9,-51.1,EXTERNAL,8,BR,Brazil,Upper middle income
-25.8,-53.3,REGIONAL,8,BR,Brazil,Upper middle income
-11.4,-44.9,REGIONAL,8,BR,Brazil,Upper middle income
-4.1,-63.2,REGIONAL,8,BR,Brazil,Upper middle income
-9.0,-36.1,REGIONAL,8,BR,Brazil,Upper middle income
-22.2,-56.0,REGIONAL,8,BR,Brazil,Upper middle income
-22.2,-45.8,REGIONAL,8,BR,Brazil,Upper middle income
-7.4,-36.7,REGIONAL,8,BR,Brazil,Upper middle income
-20.7,-46.2,EXTERNAL,8,BR,Brazil,Upper middle income
-5.8,-38.0,REGIONAL,8,BR,Brazil,Upper middle income
-24.0,-48.3,REGIONAL,8,BR,Brazil,Upper middle income
-12.1,-45.1,REGIONAL,8,BR,Brazil,Upper middle income
-19.6,-41.8,REGIONAL,8,BR,Brazil,Upper middle income
-20.5,-50.5,INTERNAL,8,BR,Brazil,Upper middle income
-32.2,-53.4,REGIONAL,8,BR,Brazil,Upper middle income
-13.6,-57.9,INTERNAL,8,BR,Brazil,Upper middle income
-23.2,-49.9,INTERNAL,8,BR,Brazil,Upper middle income
-20.5,-44.0,REGIONAL,8,BR,Brazil,Upper middle income
-18.3,-46.8,REGIONAL,8,BR,Brazil,Upper middle income
-2.7,-44.8,REGIONAL,8,BR,Brazil,Upper middle income
-1.5,-46.1,REGIONAL,8,BR,Brazil,Upper middle income
-22.3,-43.7,REGIONAL,8,BR,Brazil,Upper middle income
-22.9,-45.8,EXTERNAL,8,BR,Brazil,Upper middle income
-13.6,-42.0,EXTERNAL,8,BR,Brazil,Upper middle income
-11.3,-37.5,REGIONAL,8,BR,Brazil,Upper middle income
-17.4,-51.9,EXTERNAL,8,BR,Brazil,Upper middle income
-0.9,-52.5,REGIONAL,8,BR,Brazil,Upper middle income
-14.5,-50.0,REGIONAL,8,BR,Brazil,Upper middle income
-22.4,-50.6,EXTERNAL,8,BR,Brazil,Upper middle income
-24.5,-47.6,INTERNAL,8,BR,Brazil,Upper middle income
-7.4,-73.0,REGIONAL,8,BR,Brazil,Upper middle income
-20.4,-45.4,REGIONAL,8,BR,Brazil,Upper middle income
-13.0,-52.9,REGIONAL,8,BR,Brazil,Upper middle income
-22.5,-52.5,INTERNAL,8,BR,Brazil,Upper middle income
-16.8,-39.5,REGIONAL,8,BR,Brazil,Upper middle income
-2.3,-55.0,EXTERNAL,8,BR,Brazil,Upper middle income
-3.5,-64.8,REGIONAL,8,BR,Brazil,Upper middle income
-22.6,-45.0,REGIONAL,8,BR,Brazil,Upper middle income
-27.0,-53.5,REGIONAL,8,BR,Brazil,Upper middle income
-20.9,-49.3,REGIONAL,8,BR,Brazil,Upper middle income
-14.0,-47.8,REGIONAL,8,BR,Brazil,Upper middle income
-12.8,-43.2,REGIONAL,8,BR,Brazil,Upper middle income
-22.3,-44.5,INTERNAL,8,BR,Brazil,Upper middle income
-9.3,-35.5,REGIONAL,8,BR,Brazil,Upper middle income
-20.8,-42.3,EXTERNAL,8,BR,Brazil,Upper middle income
-3.6,-44.4,REGIONAL,8,BR,Brazil,Upper middle income
-11.0,-37.4,REGIONAL,8,BR,Brazil,Upper middle income
-28.3,-53.1,REGIONAL,8,BR,Brazil,Upper middle income
-6.2,-36.0,REGIONAL,8,BR,Brazil,Upper middle income
-29.3,-52.2,REGIONAL,8,BR,Brazil,Upper middle income
-9.7,-41.9,REGIONAL,8,BR,Brazil,Upper middle income
-21.4,-50.4,EXTERNAL,8,BR,Brazil,Upper middle income
-2.7,-54.8,EXTERNAL,8,BR,Brazil,Upper middle income
-21.9,-41.7,REGIONAL,8,BR,Brazil,Upper middle income
-8.9,-69.3,INTERNAL,8,BR,Brazil,Upper middle income
-19.5,-43.6,EXTERNAL,8,BR,Brazil,Upper middle income
-24.7,-48.6,INTERNAL,8,BR,Brazil,Upper middle income
-2.9,-41.0,REGIONAL,8,BR,Brazil,Upper middle income
-15.9,-50.9,REGIONAL,8,BR,Brazil,Upper middle income
-2.5,-65.1,REGIONAL,8,BR,Brazil,Upper middle income
-10.9,-37.7,EXTERNAL,8,BR,Brazil,Upper middle income
-23.0,-46.1,REGIONAL,8,BR,Brazil,Upper middle income
-18.5,-47.2,REGIONAL,8,BR,Brazil,Upper middle income
-5.1,-36.5,REGIONAL,8,BR,Brazil,Upper middle income
-21.8,-43.9,REGIONAL,8,BR,Brazil,Upper middle income
-20.0,-47.9,REGIONAL,8,BR,Brazil,Upper middle income
-22.6,-47.4,INTERNAL,8,BR,Brazil,Upper middle income
-29.6,-50.9,REGIONAL,8,BR,Brazil,Upper middle income
-9.2,-56.1,REGIONAL,8,BR,Brazil,Upper middle income
-10.4,-57.0,REGIONAL,8,BR,Brazil,Upper middle income
-5.2,-42.7,EXTERNAL,8,BR,Brazil,Upper middle income
-22.8,-42.8,EXTERNAL,8,BR,Brazil,Upper middle income
-21.2,-43.0,REGIONAL,8,BR,Brazil,Upper middle income
-8.0,-49.0,EXTERNAL,8,BR,Brazil,Upper middle income
-22.1,-44.6,EXTERNAL,8,BR,Brazil,Upper middle income
-14.2,-45.0,REGIONAL,8,BR,Brazil,Upper middle income
-19.4,-42.5,EXTERNAL,8,BR,Brazil,Upper middle income
-3.8,-40.9,EXTERNAL,8,BR,Brazil,Upper middle income
-22.9,-44.7,INTERNAL,8,BR,Brazil,Upper middle income
-23.6,-52.2,REGIONAL,8,BR,Brazil,Upper middle income
-14.5,-40.0,REGIONAL,8,BR,Brazil,Upper middle income
-5.1,-60.4,REGIONAL,8,BR,Brazil,Upper middle income
-19.1,-55.8,REGIONAL,8,BR,Brazil,Upper middle income
-10.4,-48.9,REGIONAL,8,BR,Brazil,Upper middle income
-12.1,-44.3,EXTERNAL,8,BR,Brazil,Upper middle income
-10.4,-50.0,REGIONAL,8,BR,Brazil,Upper middle income
-29.4,-51.3,EXTERNAL,8,BR,Brazil,Upper middle income
-20.0,-55.9,REGIONAL,8,BR,Brazil,Upper middle income
-23.1,-52.5,REGIONAL,8,BR,Brazil,Upper middle income
-23.9,-48.0,INTERNAL,8,BR,Brazil,Upper middle income
-9.7,-36.5,REGIONAL,8,BR,Brazil,Upper middle income
-20.4,-44.1,REGIONAL,8,BR,Brazil,Upper middle income
-6.1,-38.4,REGIONAL,8,BR,Brazil,Upper middle income
-21.1,-41.7,REGIONAL,8,BR,Brazil,Upper middle income
-12.8,-42.2,REGIONAL,8,BR,Brazil,Upper middle income
-30.2,-52.2,REGIONAL,8,BR,Brazil,Upper middle income
-27.0,-52.4,EXTERNAL,8,BR,Brazil,Upper middle income
-9.5,-37.3,REGIONAL,8,BR,Brazil,Upper middle income
-20.8,-47.3,REGIONAL,8,BR,Brazil,Upper middle income
-14.9,-42.5,REGIONAL,8,BR,Brazil,Upper middle income
-19.7,-55.2,REGIONAL,8,BR,Brazil,Upper middle income
-15.5,-54.3,EXTERNAL,8,BR,Brazil,Upper middle income
-15.6,-43.6,REGIONAL,8,BR,Brazil,Upper middle income
-6.4,-35.1,REGIONAL,8,BR,Brazil,Upper middle income
4.0,-60.0,REGIONAL,8,BR,Brazil,Upper middle income
-13.6,-41.8,EXTERNAL,8,BR,Brazil,Upper middle income
-19.4,-46.2,REGIONAL,8,BR,Brazil,Upper middle income
-25.0,-50.9,EXTERNAL,8,BR,Brazil,Upper middle income
-9.0,-35.9,EXTERNAL,8,BR,Brazil,Upper middle income
-7.1,-35.1,REGIONAL,8,BR,Brazil,Upper middle income
-3.8,-59.0,REGIONAL,8,BR,Brazil,Upper middle income
-24.1,-47.5,REGIONAL,8,BR,Brazil,Upper middle income
-5.0,-37.6,EXTERNAL,8,BR,Brazil,Upper middle income
-3.1,-57.3,REGIONAL,8,BR,Brazil,Upper middle income
-29.5,-50.7,REGIONAL,8,BR,Brazil,Upper middle income
-21.5,-49.9,REGIONAL,8,BR,Brazil,Upper middle income
-7.3,-47.7,REGIONAL,8,BR,Brazil,Upper middle income
-7.0,-36.4,REGIONAL,8,BR,Brazil,Upper middle income
-19.4,-57.6,REGIONAL,8,BR,Brazil,Upper middle income
-27.9,-53.3,REGIONAL,8,BR,Brazil,Upper middle income
-6.3,-35.5,INTERNAL,8,BR,Brazil,Upper middle income
-15.1,-50.0,REGIONAL,8,BR,Brazil,Upper middle income
-7.5,-45.1,REGIONAL,8,BR,Brazil,Upper middle income
-10.0,-38.5,REGIONAL,8,BR,Brazil,Upper middle income
-16.5,-50.0,REGIONAL,8,BR,Brazil,Upper middle income
-18.3,-43.4,REGIONAL,8,BR,Brazil,Upper middle income
-21.5,-46.0,REGIONAL,8,BR,Brazil,Upper middle income
-17.2,-53.2,REGIONAL,8,BR,Brazil,Upper middle income
-12.6,-49.3,REGIONAL,8,BR,Brazil,Upper middle income
-9.9,-37.3,REGIONAL,8,BR,Brazil,Upper middle income
-11.0,-40.6,REGIONAL,8,BR,Brazil,Upper middle income
-18.9,-41.7,REGIONAL,8,BR,Brazil,Upper middle income
-28.3,-49.6,EXTERNAL,8,BR,Brazil,Upper middle income
-27.2,-52.7,EXTERNAL,8,BR,Brazil,Upper middle income
-8.8,-36.5,EXTERNAL,8,BR,Brazil,Upper middle income
-10.8,-51.7,EXTERNAL,8,BR,Brazil,Upper middle income
-19.3,-40.4,REGIONAL,8,BR,Brazil,Upper middle income
-21.5,-50.8,REGIONAL,8,BR,Brazil,Upper middle income
-9.0,-36.8,REGIONAL,8,BR,Brazil,Upper middle income
-23.0,-47.5,REGIONAL,8,BR,Brazil,Upper middle income
-4.2,-60.8,EXTERNAL,8,BR,Brazil,Upper middle income
-22.0,-49.5,EXTERNAL,8,BR,Brazil,Upper middle income
-28.2,-51.1,REGIONAL,8,BR,Brazil,Upper middle income
-16.6,-49.8,REGIONAL,8,BR,Brazil,Upper middle income
-22.0,-46.6,REGIONAL,8,BR,Brazil,Upper middle income
-17.0,-48.3,REGIONAL,8,BR,Brazil,Upper middle income
-11.5,-38.0,REGIONAL,8,BR,Brazil,Upper middle income
-12.3,-46.4,REGIONAL,8,BR,Brazil,Upper middle income
-12.9,-46.9,REGIONAL,8,BR,Brazil,Upper middle income
-13.1,-41.8,REGIONAL,8,BR,Brazil,Upper middle income
-20.2,-50.7,REGIONAL,8,BR,Brazil,Upper middle income
-2.9,-59.9,INTERNAL,8,BR,Brazil,Upper middle income
-8.0,-63.0,EXTERNAL,8,BR,Brazil,Upper middle income
-22.2,-44.3,REGIONAL,8,BR,Brazil,Upper middle income
-15.3,-42.9,REGIONAL,8,BR,Brazil,Upper middle income
-16.6,-41.7,REGIONAL,8,BR,Brazil,Upper middle income
-23.8,-48.6,EXTERNAL,8,BR,Brazil,Upper middle income
-11.2,-41.9,EXTERNAL,8,BR,Brazil,Upper middle income
-7.8,-35.5,REGIONAL,8,BR,Brazil,Upper middle income
-8.3,-37.0,REGIONAL,8,BR,Brazil,Upper middle income
-22.0,-57.0,EXTERNAL,8,BR,Brazil,Upper middle income
-19.2,-48.0,REGIONAL,8,BR,Brazil,Upper middle income
-22.3,-49.6,REGIONAL,8,BR,Brazil,Upper middle income
-4.1,-40.8,REGIONAL,8,BR,Brazil,Upper middle income
-20.9,-40.8,EXTERNAL,8,BR,Brazil,Upper middle income
-22.3,-45.2,REGIONAL,8,BR,Brazil,Upper middle income
-26.2,-49.0,EXTERNAL,8,BR,Brazil,Upper middle income
-7.1,-34.9,INTERNAL,8,BR,Brazil,Upper middle income
-21.7,-50.5,INTERNAL,8,BR,Brazil,Upper middle income
-1.8,-59.5,REGIONAL,8,BR,Brazil,Upper middle income
-11.0,-43.2,REGIONAL,8,BR,Brazil,Upper middle income
-1.6,-47.5,REGIONAL,8,BR,Brazil,Upper middle income
-22.1,-43.1,REGIONAL,8,BR,Brazil,Upper middle income
-10.1,-67.5,REGIONAL,8,BR,Brazil,Upper middle income
-22.8,-42.7,REGIONAL,8,BR,Brazil,Upper middle income
-10.4,-40.2,REGIONAL,8,BR,Brazil,Upper middle income
-5.4,-37.5,REGIONAL,8,BR,Brazil,Upper middle income
-19.2,-42.0,REGIONAL,8,BR,Brazil,Upper middle income
-15.3,-59.2,REGIONAL,8,BR,Brazil,Upper middle income
-8.1,-43.0,REGIONAL,8,BR,Brazil,Upper middle income
-23.7,-45.9,EXTERNAL,8,BR,Brazil,Upper middle income
-8.8,-69.3,REGIONAL,8,BR,Brazil,Upper middle income
2.1,-54.1,REGIONAL,8,BR,Brazil,Upper middle income
-28.7,-49.5,EXTERNAL,8,BR,Brazil,Upper middle income
-21.3,-48.7,EXTERNAL,8,BR,Brazil,Upper middle income
-14.7,-49.5,REGIONAL,8,BR,Brazil,Upper middle income
0.8,-52.0,REGIONAL,8,BR,Brazil,Upper middle income
-16.3,-54.8,EXTERNAL,8,BR,Brazil,Upper middle income
-12.1,-44.1,REGIONAL,8,BR,Brazil,Upper middle income
-14.7,-42.6,REGIONAL,8,BR,Brazil,Upper middle income
-21.3,-49.4,INTERNAL,8,BR,Brazil,Upper middle income
-15.0,-51.3,REGIONAL,8,BR,Brazil,Upper middle income
-20.5,-55.0,INTERNAL,8,BR,Brazil,Upper middle income
-18.4,-52.9,REGIONAL,8,BR,Brazil,Upper middle income
-29.3,-54.9,REGIONAL,8,BR,Brazil,Upper middle income
-17.2,-46.9,EXTERNAL,8,BR,Brazil,Upper middle income
-23.1,-49.0,EXTERNAL,8,BR,Brazil,Upper middle income
-21.6,-42.0,REGIONAL,8,BR,Brazil,Upper middle income
-16.2,-49.2,REGIONAL,8,BR,Brazil,Upper middle income
-3.6,-41.1,EXTERNAL,8,BR,Brazil,Upper middle income
-8.5,-70.9,REGIONAL,8,BR,Brazil,Upper middle income
-15.5,-56.0,EXTERNAL,8,BR,Brazil,Upper middle income
-28.0,-54.3,REGIONAL,8,BR,Brazil,Upper middle income
-7.9,-47.9,REGIONAL,8,BR,Brazil,Upper middle income
-29.7,-52.8,EXTERNAL,8,BR,Brazil,Upper middle income
-6.5,-38.2,REGIONAL,8,BR,Brazil,Upper middle income
-26.1,-49.0,EXTERNAL,8,BR,Brazil,Upper middle income
-18.8,-48.3,EXTERNAL,8,BR,Brazil,Upper middle income
-4.6,-40.6,REGIONAL,8,BR,Brazil,Upper middle income
-16.7,-50.5,REGIONAL,8,BR,Brazil,Upper middle income
-22.2,-55.0,REGIONAL,8,BR,Brazil,Upper middle income
-18.2,-43.3,REGIONAL,8,BR,Brazil,Upper middle income
4.0,-61.0,EXTERNAL,8,BR,Brazil,Upper middle income
-23.0,-48.2,REGIONAL,8,BR,Brazil,Upper middle income
-5.7,-62.3,EXTERNAL,8,BR,Brazil,Upper middle income
-6.8,-63.9,EXTERNAL,8,BR,Brazil,Upper middle income
-10.0,-55.8,REGIONAL,8,BR,Brazil,Upper middle income
-22.9,-55.2,REGIONAL,8,BR,Brazil,Upper middle income
-2.0,-54.0,REGIONAL,8,BR,Brazil,Upper middle income
-12.3,-42.9,EXTERNAL,8,BR,Brazil,Upper middle income
-17.2,-42.4,REGIONAL,8,BR,Brazil,Upper middle income
-16.4,-43.0,REGIONAL,8,BR,Brazil,Upper middle income
-10.2,-37.0,REGIONAL,8,BR,Brazil,Upper middle income
-10.0,-49.0,REGIONAL,8,BR,Brazil,Upper middle income
-9.3,-62.9,INTERNAL,8,BR,Brazil,Upper middle income
-19.0,-46.2,REGIONAL,8,BR,Brazil,Upper middle income
-22.3,-44.9,EXTERNAL,8,BR,Brazil,Upper middle income
-11.7,-62.3,EXTERNAL,8,BR,Brazil,Upper middle income
-21.2,-56.6,REGIONAL,8,BR,Brazil,Upper middle income
-15.9,-58.5,EXTERNAL,8,BR,Brazil,Upper middle income
-20.9,-49.5,EXTERNAL,8,BR,Brazil,Upper middle income
-8.3,-71.2,REGIONAL,8,BR,Brazil,Upper middle income
-8.2,-73.1,REGIONAL,8,BR,Brazil,Upper middle income
-20.3,-56.6,REGIONAL,8,BR,Brazil,Upper middle income
-21.3,-47.3,EXTERNAL,8,BR,Brazil,Upper middle income
-22.2,-52.4,INTERNAL,8,BR,Brazil,Upper middle income
-27.1,-51.0,REGIONAL,8,BR,Brazil,Upper middle income
-27.6,-52.2,REGIONAL,8,BR,Brazil,Upper middle income
-16.1,-58.4,REGIONAL,8,BR,Brazil,Upper middle income
-19.6,-40.0,EXTERNAL,8,BR,Brazil,Upper middle income
-20.1,-47.7,INTERNAL,8,BR,Brazil,Upper middle income
-14.6,-48.4,REGIONAL,8,BR,Brazil,Upper middle income
