original_key,resolved_name,resolved_country,type,__index_level_0__
f19ae5e0-3886-4c1e-b557-f4413f8fca86,University of New Mexico Herbarium (UNM),US,organization,4358
University of New Mexico Herbarium (UNM),University of New Mexico Herbarium (UNM),US,rightsholder,4359
bfbb917c-c0bc-4623-8fb9-aac9628ea58b,Northern Michigan University,US,organization,4360
Northern Michigan University,Northern Michigan University,US,rightsholder,4361
0bcc0651-08b6-4562-85e1-985aae8a07a1,University of Winnipeg,CA,organization,4362
University of Winnipeg,University of Winnipeg,CA,rightsholder,4363
29164bbc-5488-43de-9ad2-f79d48f2aa59,"Museo de Ciencias Naturales y Antropológicas ""Juan Cornelio Moyano""",AR,organization,4364
"Museo de Ciencias Naturales y Antropológicas ""Juan Cornelio Moyano""","Museo de Ciencias Naturales y Antropológicas ""Juan Cornelio Moyano""",AR,rightsholder,4365
cd3512e7-886c-4873-b629-740abe8ae74e,Secretariat of the Pacific Regional Environment Programme,ZZ,organization,4366
Secretariat of the Pacific Regional Environment Programme,Secretariat of the Pacific Regional Environment Programme,ZZ,rightsholder,4367
8f9a6e03-a0ee-4a60-a08f-32463f36adeb,Musée des Confluences,FR,organization,4368
Musée des Confluences,Musée des Confluences,FR,rightsholder,4369
b081673d-44bb-437a-8e69-750950afa49c,Universidade Estadual de Londrina (UEL),BR,organization,4370
Universidade Estadual de Londrina (UEL),Universidade Estadual de Londrina (UEL),BR,rightsholder,4371
13ca1e6e-e120-446f-ad6c-1c40e5368322,"Caribbean Coastal Data Centre, Centre for Marine Sciences",JM,organization,4372
"Caribbean Coastal Data Centre, Centre for Marine Sciences","Caribbean Coastal Data Centre, Centre for Marine Sciences",JM,rightsholder,4373
954e32db-634d-4d5f-908c-3d14c961b097,The University of the West Indies Zoology Museum (UWIZM),TT,organization,4374
The University of the West Indies Zoology Museum (UWIZM),The University of the West Indies Zoology Museum (UWIZM),TT,rightsholder,4375
c733d15f-6008-4089-ab12-677619cf4e74,Universidad de La Serena,CL,organization,4376
Universidad de La Serena,Universidad de La Serena,CL,rightsholder,4377
64795dcb-ad74-41b3-95e5-cc52ba754776,GBIF Norway,NO,organization,4378
GBIF Norway,GBIF Norway,NO,rightsholder,4379
d3ab0cb3-38e8-489b-9164-abc6a63fdc83,South Pacific Regional Herbarium,FJ,organization,4380
South Pacific Regional Herbarium,South Pacific Regional Herbarium,FJ,rightsholder,4381
8d9d7b58-9baf-4336-a7b5-00a00286c7c2,The Barbados Museum and Historical Society,BB,organization,4382
The Barbados Museum and Historical Society,The Barbados Museum and Historical Society,BB,rightsholder,4383
5a1a662b-4ec7-4b73-95bd-6356ebde1ba8,Kenya Wildlife Service,KE,organization,4384
Kenya Wildlife Service,Kenya Wildlife Service,KE,rightsholder,4385
02fce6f4-8dcd-4eaf-afe9-28ba30822751,Récolnat,FR,organization,4386
Récolnat,Récolnat,FR,rightsholder,4387
f0d23bad-fee1-435d-bdb6-d26a600cad62,Deep-sea OBIS node,DE,organization,4388
Deep-sea OBIS node,Deep-sea OBIS node,DE,rightsholder,4389
abd95fb6-cfae-4f16-9e57-c94f414ef38d,Worcester Society of Natural History d.b.a. EcoTarium,US,organization,4390
Worcester Society of Natural History d.b.a. EcoTarium,Worcester Society of Natural History d.b.a. EcoTarium,US,rightsholder,4391
20842dab-1ac9-4cab-95a1-190c32045b53,Banco de Germoplasma de la Universidad de Salamanca,ES,organization,4392
Banco de Germoplasma de la Universidad de Salamanca,Banco de Germoplasma de la Universidad de Salamanca,ES,rightsholder,4393
7c0177c0-1c0d-4c6c-bb0b-77e61759495d,National Institute of Oceanography and Applied Geophysics,IT,organization,4394
National Institute of Oceanography and Applied Geophysics,National Institute of Oceanography and Applied Geophysics,IT,rightsholder,4395
dfad10f6-d84b-4fa2-b6d0-df2a3eb38b65,Institute of Marine Research,PT,organization,4396
Institute of Marine Research,Institute of Marine Research,PT,rightsholder,4397
ac07bb5e-8a5c-493f-b183-9d7ad8d54cff,"Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)",BE,organization,4398
"Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)","Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)",BE,rightsholder,4399
a1bbcff7-87db-416a-a4c6-fe279f82c2b9,Queensland State Government,AU,organization,4400
Queensland State Government,Queensland State Government,AU,rightsholder,4401
d8f97731-8ed0-4de0-b40a-af4f8532940a,Department of the Environment and Energy,AU,organization,4402
Department of the Environment and Energy,Department of the Environment and Energy,AU,rightsholder,4403
bd7b90ae-dc67-4844-9765-fb01a39c633d,The University of Queensland,AU,organization,4404
The University of Queensland,The University of Queensland,AU,rightsholder,4405
648d68cf-748e-4f56-a411-7e95a75e4cd2,Macquarie University,AU,organization,4406
Macquarie University,Macquarie University,AU,rightsholder,4407
3fe3f5ac-41ec-4306-b190-e887b4600757,Littlewood,AU,organization,4408
Littlewood,Littlewood,AU,rightsholder,4409
f9110d88-120d-44cd-a7b8-6b37f40f13a4,Molonglo Catchment Group,AU,organization,4410
Molonglo Catchment Group,Molonglo Catchment Group,AU,rightsholder,4411
215fad6d-884d-4127-9635-fad209824cdf,Royal Botanic Gardens Victoria,AU,organization,4412
Royal Botanic Gardens Victoria,Royal Botanic Gardens Victoria,AU,rightsholder,4413
c0293f92-43de-46ca-a12c-15a5788375e8,Botanic Gardens of Adelaide,AU,organization,4414
Botanic Gardens of Adelaide,Botanic Gardens of Adelaide,AU,rightsholder,4415
27011d46-7249-4e96-bd22-445cabcf35b0,Great Eastern Ranges Initialtive,AU,organization,4416
Great Eastern Ranges Initialtive,Great Eastern Ranges Initialtive,AU,rightsholder,4417
7db5614f-5bc4-40d6-9f74-b4813e1c9f43,Australian Seed Bank Partnership,AU,organization,4418
Australian Seed Bank Partnership,Australian Seed Bank Partnership,AU,rightsholder,4419
f69d71e9-a6a9-4531-90f1-5ae6b99f8dc2,Australian Antarctic Division,AU,organization,4420
Australian Antarctic Division,Australian Antarctic Division,AU,rightsholder,4421
6b1fed97-012e-4a13-ae53-959deedc108e,PathWest Laboratory Medicine WA,AU,organization,4422
PathWest Laboratory Medicine WA,PathWest Laboratory Medicine WA,AU,rightsholder,4423
628a05da-951b-484d-986f-fec22eccdcda,The Australian Wine Research Institute,AU,organization,4424
The Australian Wine Research Institute,The Australian Wine Research Institute,AU,rightsholder,4425
0b99ade1-ada6-4698-b497-529fec24fe9e,Parks Australia,AU,organization,4426
Parks Australia,Parks Australia,AU,rightsholder,4427
a1ce99fb-e1a5-4ca9-a3e6-cb512abd4bae,University of New England,AU,organization,4428
University of New England,University of New England,AU,rightsholder,4429
9ffd8396-e24c-4119-9ebc-b3b2db814480,Flinders University,AU,organization,4430
Flinders University,Flinders University,AU,rightsholder,4431
ff3f656f-e388-45a0-9917-8539da9e0efc,Department of Agriculture and Food - Western Australia,AU,organization,4432
Department of Agriculture and Food - Western Australia,Department of Agriculture and Food - Western Australia,AU,rightsholder,4433
0cbfea81-f7f6-43a7-a5bc-9b38898b505d,The Royal Botanic Gardens & Domain Trust,AU,organization,4434
The Royal Botanic Gardens & Domain Trust,The Royal Botanic Gardens & Domain Trust,AU,rightsholder,4435
2fe913e8-b84b-4c5b-96ab-0c972a9bb45c,Atlas of Life in the Coastal Wilderness,AU,organization,4436
Atlas of Life in the Coastal Wilderness,Atlas of Life in the Coastal Wilderness,AU,rightsholder,4437
1df6d17b-1334-4ce9-bc13-17080f4346a2,Queensland Department of Primary Industries,AU,organization,4438
Queensland Department of Primary Industries,Queensland Department of Primary Industries,AU,rightsholder,4439
dd124c1f-abed-41aa-b87b-6182a53ecf11,WA Botanic Gardens and Parks Authority,AU,organization,4440
WA Botanic Gardens and Parks Authority,WA Botanic Gardens and Parks Authority,AU,rightsholder,4441
877e75e9-6ffa-4cd1-97ea-ffe69584c29d,Australian National Botanic Gardens,AU,organization,4442
Australian National Botanic Gardens,Australian National Botanic Gardens,AU,rightsholder,4443
17ad580a-c749-49dd-9ddd-d953b27b4891,FieldData / Biological Data Recording System,AU,organization,4444
FieldData / Biological Data Recording System,FieldData / Biological Data Recording System,AU,rightsholder,4445
5edb02ed-9de3-4968-863b-34ae62b3299f,Wolli Creek Preservation Society,AU,organization,4446
Wolli Creek Preservation Society,Wolli Creek Preservation Society,AU,rightsholder,4447
7967502e-15b8-4bf5-a304-8a0ec6165899,Northern Gulf Resource Management Group Ltd,AU,organization,4448
Northern Gulf Resource Management Group Ltd,Northern Gulf Resource Management Group Ltd,AU,rightsholder,4449
fc74e3cf-05d9-4f93-b250-7fdbb409bd6f,University of Adelaide,AU,organization,4450
University of Adelaide,University of Adelaide,AU,rightsholder,4451
17726825-3aa2-4fbc-b0e3-303d3fc5702f,Questagame,AU,organization,4452
Questagame,Questagame,AU,rightsholder,4453
64bd66c1-e7d3-48d0-9462-488729aed122,Commonwealth Scientific and Industrial Research Organisation,AU,organization,4454
0a226024-96d5-4c63-b97c-6f7c9ce14ee9,Murray-Darling Basin Authority,AU,organization,4456
Murray-Darling Basin Authority,Murray-Darling Basin Authority,AU,rightsholder,4457
96835ce2-d3af-4f6e-af81-faa0c7576fa4,"Queensland Department of the Environment, Tourism, Science and Innovation",AU,organization,4458
"Queensland Department of the Environment, Tourism, Science and Innovation","Queensland Department of the Environment, Tourism, Science and Innovation",AU,rightsholder,4459
4c46f883-69c1-42ac-8a20-4cdba2afb9a6,"South Australia, Department for Environment and Water",AU,organization,4460
"South Australia, Department for Environment and Water","South Australia, Department for Environment and Water",AU,rightsholder,4461
1deb09e1-ded6-469a-a46e-f6329cb03b6a,Australia's Virtual Herbarium,AU,organization,4462
Australia's Virtual Herbarium,Australia's Virtual Herbarium,AU,rightsholder,4463
5eee35c2-c5b7-4f62-a527-09eec0c54f22,Office of Environment & Heritage,AU,organization,4464
Office of Environment & Heritage,Office of Environment & Heritage,AU,rightsholder,4465
e401baff-ed77-4484-9897-81209fa336d8,Department of Natural Resources and Environment Tasmania,AU,organization,4466
Department of Natural Resources and Environment Tasmania,Department of Natural Resources and Environment Tasmania,AU,rightsholder,4467
c04876ed-3e07-417b-97ef-bc5071f97a5c,NSW Bird Atlassers,AU,organization,4468
NSW Bird Atlassers,NSW Bird Atlassers,AU,rightsholder,4469
a4ee8241-94f8-40b8-8c47-31aaf9430c90,"Victorian Department of Environment, Land, Water and Planning",AU,organization,4470
"Victorian Department of Environment, Land, Water and Planning","Victorian Department of Environment, Land, Water and Planning",AU,rightsholder,4471
da7d5865-279e-4f8f-b1ec-dda1be63ebe3,"George B. Dorr Museum of Natural History, College of the Atlantic",US,organization,4472
"George B. Dorr Museum of Natural History, College of the Atlantic","George B. Dorr Museum of Natural History, College of the Atlantic",US,rightsholder,4473
5e1f6688-3fda-49f1-89e3-f4e895a02f8f,Eduardo Mondlane University Natural History Museum,MZ,organization,4474
Eduardo Mondlane University Natural History Museum,Eduardo Mondlane University Natural History Museum,MZ,rightsholder,4475
4a88507e-5d15-44a4-98cb-a4a0ac13f113,Sociedad Colombiana de Mastozoología,CO,organization,4476
Sociedad Colombiana de Mastozoología,Sociedad Colombiana de Mastozoología,CO,rightsholder,4477
a12c3c64-8070-4cc5-92c3-9f20bd02e9c4,University of Madeira,PT,organization,4478
University of Madeira,University of Madeira,PT,rightsholder,4479
a26fb77a-67a4-4a15-b2c3-0c7b87ddb8e6,"California State University, Long Beach",US,organization,4480
"California State University, Long Beach","California State University, Long Beach",US,rightsholder,4481
b9f96c16-d309-4662-8436-78facb41b264,Endemia,NC,organization,4482
Endemia,Endemia,NC,rightsholder,4483
6b402e64-ae89-479b-81b6-f5bc433f7bce,Centro de Investigación Científica y de Transferencia de Tecnológica a la Producción (CICYTTP) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) – Provincia de Entre Ríos (Prov.ER) – Universidad Autónoma de Entre Ríos (UADER),AR,organization,4484
Centro de Investigación Científica y de Transferencia de Tecnológica a la Producción (CICYTTP) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) – Provincia de Entre Ríos (Prov.ER) – Universidad Autónoma de Entre Ríos (UADER),Centro de Investigación Científica y de Transferencia de Tecnológica a la Producción (CICYTTP) - Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) – Provincia de Entre Ríos (Prov.ER) – Universidad Autónoma de Entre Ríos (UADER),AR,rightsholder,4485
2730ae30-29d6-4aa2-99ee-26f483fa718b,Corporación CorpoGen,CO,organization,4486
Corporación CorpoGen,Corporación CorpoGen,CO,rightsholder,4487
c1b1455b-18ec-4637-9e0f-18cb0524b7ed,"Dipartimento di Biologia, Università di Pisa",IT,organization,4488
"Dipartimento di Biologia, Università di Pisa","Dipartimento di Biologia, Università di Pisa",IT,rightsholder,4489
6e5e2c90-092d-4d38-95de-23a5d293e3e7,National Zoological Collection of Suriname (NZCS),SR,organization,4490
National Zoological Collection of Suriname (NZCS),National Zoological Collection of Suriname (NZCS),SR,rightsholder,4491
04fd2e13-6881-4e5c-9dd1-8fdd9ab993c1,Finnish Biodiversity Information Facility,FI,organization,4492
Finnish Biodiversity Information Facility,Finnish Biodiversity Information Facility,FI,rightsholder,4493
fb92ab7b-65fe-4353-9c4b-99ee81c91feb,Fundación Reserva Natural La Palmita - Centro de Investigación,CO,organization,4494
Fundación Reserva Natural La Palmita - Centro de Investigación,Fundación Reserva Natural La Palmita - Centro de Investigación,CO,rightsholder,4495
13a1e31d-4046-4c80-8a06-f97a4eb8cf53,Proyecto de Conservación de Aguas y Tierras - ProCAT Colombia,CO,organization,4496
Proyecto de Conservación de Aguas y Tierras - ProCAT Colombia,Proyecto de Conservación de Aguas y Tierras - ProCAT Colombia,CO,rightsholder,4497
2745f779-21ac-408a-8502-3081d3713d9f,"Department of Environmental Biology, Sapienza University of Rome",IT,organization,4498
"Department of Environmental Biology, Sapienza University of Rome","Department of Environmental Biology, Sapienza University of Rome",IT,rightsholder,4499
eace4687-50e8-4f9a-829b-29ff8ff1fa8b,Jardín Botánico José Celestino Mutis,CO,organization,4500
Jardín Botánico José Celestino Mutis,Jardín Botánico José Celestino Mutis,CO,rightsholder,4501
c3a0f40d-360a-4bb2-bd24-7d628fefa8d7,Direction de la Faune de la Chasse et des Aires Protégées,NE,organization,4502
Direction de la Faune de la Chasse et des Aires Protégées,Direction de la Faune de la Chasse et des Aires Protégées,NE,rightsholder,4503
03e772ba-b125-4c2f-8ed3-45ba7d587038,Centre National des Semences Forestières,NE,organization,4504
Centre National des Semences Forestières,Centre National des Semences Forestières,NE,rightsholder,4505
30bf2104-6a0f-4ec4-bc30-67b7e8d9e944,"Museo Municipal de Historia Natural de San Rafael, Mendoza. Argentina",AR,organization,4506
"Museo Municipal de Historia Natural de San Rafael, Mendoza. Argentina","Museo Municipal de Historia Natural de San Rafael, Mendoza. Argentina",AR,rightsholder,4507
9a59d0d9-96cc-4b2d-b748-4f80b103d2ca,Direction de la Pêche et de l'Aquaculture,NE,organization,4508
Direction de la Pêche et de l'Aquaculture,Direction de la Pêche et de l'Aquaculture,NE,rightsholder,4509
06899e5a-7450-4ccc-a7ba-52885a3cf624,Servicio Nacional Forestal y de Fauna Silvestre,PE,organization,4510
Servicio Nacional Forestal y de Fauna Silvestre,Servicio Nacional Forestal y de Fauna Silvestre,PE,rightsholder,4511
b81896a3-05ab-4011-a360-1aededb554a3,Tropical and Subtropical Western South Atlantic OBIS,BR,organization,4512
Tropical and Subtropical Western South Atlantic OBIS,Tropical and Subtropical Western South Atlantic OBIS,BR,rightsholder,4513
e1f82403-54f7-47dd-afc1-e07a42eeb4e7,Real Jardín Botánico Juan Carlos I,ES,organization,4514
Real Jardín Botánico Juan Carlos I,Real Jardín Botánico Juan Carlos I,ES,rightsholder,4515
ca795017-46be-41d9-bd84-3c34997ae672,Centre for Resource Management and Environmental Studies,BB,organization,4516
Centre for Resource Management and Environmental Studies,Centre for Resource Management and Environmental Studies,BB,rightsholder,4517
1106e179-e49f-461f-95a6-459bf4d53c1b,CORNARE - Corporación Autónoma Regional de las cuencas de los ríos Negro y Nare,CO,organization,4518
CORNARE - Corporación Autónoma Regional de las cuencas de los ríos Negro y Nare,CORNARE - Corporación Autónoma Regional de las cuencas de los ríos Negro y Nare,CO,rightsholder,4519
dcb43835-480b-45ec-acf4-364389fcdddd,Institute of Tropical Medicine Antwerp,BE,organization,4520
Institute of Tropical Medicine Antwerp,Institute of Tropical Medicine Antwerp,BE,rightsholder,4521
0fb6276c-f14e-4756-8d75-7963e5cc6ba4,Bedfordshire and Luton Biodiversity Recording and Monitoring Centre,GB,organization,4522
Bedfordshire and Luton Biodiversity Recording and Monitoring Centre,Bedfordshire and Luton Biodiversity Recording and Monitoring Centre,GB,rightsholder,4523
4e50cb40-ecf4-45d5-a325-9fcbd7489463,Scotland's Environment Web,GB,organization,4524
Scotland's Environment Web,Scotland's Environment Web,GB,rightsholder,4525
db91efbd-8f97-42ec-8118-270dfab1d41b,Greater Manchester Ecology Unit,GB,organization,4526
fbee0583-9f85-433c-a582-05a7ce898054,Marine Conservation Society,GB,organization,4528
Marine Conservation Society,Marine Conservation Society,GB,rightsholder,4529
15b5167a-4a52-486f-a078-b18c1dde90c6,Hebridean Whale and Dolphin Trust,GB,organization,4530
Hebridean Whale and Dolphin Trust,Hebridean Whale and Dolphin Trust,GB,rightsholder,4531
efdbbe18-386c-41ad-9870-55d5e40acb39,"Museo Municipal de Ciencias Naturales ""Lorenzo Scaglia""",AR,organization,4532
"Museo Municipal de Ciencias Naturales ""Lorenzo Scaglia""","Museo Municipal de Ciencias Naturales ""Lorenzo Scaglia""",AR,rightsholder,4533
e2f3f1fa-ea48-4fd4-8519-5dcbb3d5ab32,Departamento de Zoología. Universidad de Sevilla,ES,organization,4534
Departamento de Zoología. Universidad de Sevilla,Departamento de Zoología. Universidad de Sevilla,ES,rightsholder,4535
cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,Invasive Species Specialist Group ISSG,IT,organization,4536
Invasive Species Specialist Group ISSG,Invasive Species Specialist Group ISSG,IT,rightsholder,4537
80e15a76-70e8-417d-9111-b2e9e0dd8f18,Rådgivende Biologer,NO,organization,4538
Rådgivende Biologer,Rådgivende Biologer,NO,rightsholder,4539
c4444b2c-6b07-40c2-8474-6556a195cd40,SWECO Norge AS,NO,organization,4540
SWECO Norge AS,SWECO Norge AS,NO,rightsholder,4541
4200d851-2340-4411-bda9-126613424633,Southeastern Louisiana University Vertebrate Museum,US,organization,4542
Southeastern Louisiana University Vertebrate Museum,Southeastern Louisiana University Vertebrate Museum,US,rightsholder,4543
d98d7029-8cb7-44c2-88af-52988adc3a62,Faun Naturforvaltning AS,NO,organization,4544
Faun Naturforvaltning AS,Faun Naturforvaltning AS,NO,rightsholder,4545
a41046bd-eaca-49bf-919b-419062ffc2a2,Biolog J.B. Jordal AS,NO,organization,4546
Biolog J.B. Jordal AS,Biolog J.B. Jordal AS,NO,rightsholder,4547
ecc5cd9e-2d25-4b8d-89c8-a0711eee813b,Museum Stavanger,NO,organization,4548
Museum Stavanger,Museum Stavanger,NO,rightsholder,4549
18941f4f-543a-41ef-abd6-4b04d9332c5c,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,CI,organization,4550
Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,CI,rightsholder,4551
0c0c7309-6a47-4760-9f5c-a48f6d354f75,Museo Entomológico de Comfenalco - Antioquia,CO,organization,4552
Museo Entomológico de Comfenalco - Antioquia,Museo Entomológico de Comfenalco - Antioquia,CO,rightsholder,4553
6868c999-a2f9-4728-87a5-e7a43a35f420,Buffalo Society of Natural Sciences,US,organization,4554
Buffalo Society of Natural Sciences,Buffalo Society of Natural Sciences,US,rightsholder,4555
6fbb8fe2-66e2-4a9e-bb39-b84665571f1c,Dutch National Database of Flora and Fauna (NDFF),NL,organization,4556
Dutch National Database of Flora and Fauna (NDFF),Dutch National Database of Flora and Fauna (NDFF),NL,rightsholder,4557
0c392aa0-a452-4254-be5c-e49dd60e9b02,Biological Records Centre,GB,organization,4558
Biological Records Centre,Biological Records Centre,GB,rightsholder,4559
91795085-5ea1-4be1-a55d-eb721374d140,Nature Locator,GB,organization,4560
Nature Locator,Nature Locator,GB,rightsholder,4561
253fc67c-c7fb-4c85-88f5-43ac6d9dc8a9,USF Water Institute,US,organization,4562
USF Water Institute,USF Water Institute,US,rightsholder,4563
fa46e267-4d25-41f5-bbbe-1cd75860b943,Yugra State University Biological Collection (YSU BC),RU,organization,4564
Yugra State University Biological Collection (YSU BC),Yugra State University Biological Collection (YSU BC),RU,rightsholder,4565
7c07cec1-2925-443c-81f1-333e4187bdea,Taiwan Biodiversity Research Institute,TW,organization,4566
Taiwan Biodiversity Research Institute,Taiwan Biodiversity Research Institute,TW,rightsholder,4567
2e04e68c-742f-4e15-931f-3cdeacd569ff,Yorkshire Wildlife Trust,GB,organization,4568
Yorkshire Wildlife Trust,Yorkshire Wildlife Trust,GB,rightsholder,4569
bc351953-ad64-42cd-909e-f0c607a83978,Whale and Dolphin Conservation,GB,organization,4570
Whale and Dolphin Conservation,Whale and Dolphin Conservation,GB,rightsholder,4571
29753c63-7ff1-455b-92ee-120bcfe9bce3,West Wales Biodiversity Information Centre,GB,organization,4572
West Wales Biodiversity Information Centre,West Wales Biodiversity Information Centre,GB,rightsholder,4573
305f21c9-1ddd-4295-a1d2-41cfaf63bb9b,University of Reading,GB,organization,4574
University of Reading,University of Reading,GB,rightsholder,4575
090da0de-6ae7-461d-8ed9-54aa1d58dae6,University of Barcelona (Spain),GB,organization,4576
University of Barcelona (Spain),University of Barcelona (Spain),GB,rightsholder,4577
9382d4f6-0f5c-4481-8c62-01bae79a32e6,The Wildlife Trusts,GB,organization,4578
The Wildlife Trusts,The Wildlife Trusts,GB,rightsholder,4579
bae1413a-7b3f-47cb-a24d-f1d61ba50fa3,The Wildlife Information Centre,GB,organization,4580
The Wildlife Information Centre,The Wildlife Information Centre,GB,rightsholder,4581
c3703ecb-f662-41b9-8975-094f21feb03e,"Scottish Shark Tagging Programme, The",GB,organization,4582
"Scottish Shark Tagging Programme, The","Scottish Shark Tagging Programme, The",GB,rightsholder,4583
da0df2bc-f5c7-4dd0-a42a-b67c992f413f,"Scottish Ornithologists' Club, The",GB,organization,4584
"Scottish Ornithologists' Club, The","Scottish Ornithologists' Club, The",GB,rightsholder,4585
477a027a-0741-4ac4-b4b8-ad24c97324a2,The Conservation Volunteers Scotland,GB,organization,4586
The Conservation Volunteers Scotland,The Conservation Volunteers Scotland,GB,rightsholder,4587
a86070d3-15cf-43df-b5a9-6949901963d3,Terrestrial Heteroptera Recording Scheme (Shieldbugs & allied species),GB,organization,4588
Terrestrial Heteroptera Recording Scheme (Shieldbugs & allied species),Terrestrial Heteroptera Recording Scheme (Shieldbugs & allied species),GB,rightsholder,4589
69dda90b-42f0-47f9-8eae-ccb02cfba4ec,Tachinid Recording Scheme,GB,organization,4590
Tachinid Recording Scheme,Tachinid Recording Scheme,GB,rightsholder,4591
3b915c8a-ffa8-4e80-b270-f13beacd66ec,Staffordshire Ecological Record,GB,organization,4592
Staffordshire Ecological Record,Staffordshire Ecological Record,GB,rightsholder,4593
48f02f0c-5287-4b0a-bdf1-cee8f9665285,South East Wales Biodiversity Records Centre,GB,organization,4594
South East Wales Biodiversity Records Centre,South East Wales Biodiversity Records Centre,GB,rightsholder,4595
293a2f8d-ab04-4765-83e9-b2426f439f9d,Soldierflies and Allies Recording Scheme,GB,organization,4596
Soldierflies and Allies Recording Scheme,Soldierflies and Allies Recording Scheme,GB,rightsholder,4597
c5eac644-b0c4-48e2-87d0-dc9c33cbb8a4,Shropshire Ecological Data Network,GB,organization,4598
Shropshire Ecological Data Network,Shropshire Ecological Data Network,GB,rightsholder,4599
e5986bea-684d-47fe-a0be-098a7dbf826e,Shire Group of Internal Drainage Boards,GB,organization,4600
Shire Group of Internal Drainage Boards,Shire Group of Internal Drainage Boards,GB,rightsholder,4601
3cab5dc9-9768-4ca3-af4e-9941c6aa559b,Sheffield Bird Study Group,GB,organization,4602
Sheffield Bird Study Group,Sheffield Bird Study Group,GB,rightsholder,4603
6797f699-5d0d-4e81-b269-c709c0de63fd,Scottish Beavers,GB,organization,4604
Scottish Beavers,Scottish Beavers,GB,rightsholder,4605
1467829d-0779-43eb-9fab-0e27e48b6457,Rotherham Biological Records Centre,GB,organization,4606
Rotherham Biological Records Centre,Rotherham Biological Records Centre,GB,rightsholder,4607
959dfbe1-5444-4d1c-b64a-0cf29440c034,Rossendale Ornithologists' Club,GB,organization,4608
Rossendale Ornithologists' Club,Rossendale Ornithologists' Club,GB,rightsholder,4609
125b5016-8748-43a8-ae03-632345d3262a,Riverfly Recording Schemes,GB,organization,4610
Riverfly Recording Schemes,Riverfly Recording Schemes,GB,rightsholder,4611
25318ae9-d1de-456f-baa2-4515ff1f33b1,Record,GB,organization,4612
Record,Record,GB,rightsholder,4613
c6e13440-2545-4ab7-9e7e-c347e8cd7cf2,Plantlife International,GB,organization,4614
Plantlife International,Plantlife International,GB,rightsholder,4615
c2866c8d-99ce-4aba-948b-cffd18adaffc,People's Trust for Endangered Species,GB,organization,4616
People's Trust for Endangered Species,People's Trust for Endangered Species,GB,rightsholder,4617
a9f3f4e1-8ffc-42eb-a86d-2f8ed63e28d9,Norwich Reptile Study Group,GB,organization,4618
Norwich Reptile Study Group,Norwich Reptile Study Group,GB,rightsholder,4619
461dbad6-3758-4e6a-9894-afd96f0e5e37,North West Fungus Group,GB,organization,4620
North West Fungus Group,North West Fungus Group,GB,rightsholder,4621
f13cb487-bf52-456f-a319-edc21642462c,North East Scotland Biological Records Centre,GB,organization,4622
North East Scotland Biological Records Centre,North East Scotland Biological Records Centre,GB,rightsholder,4623
6020041c-686c-46dc-9fbe-ccdcad7d7ce7,North Ayrshire Countryside Ranger Service,GB,organization,4624
North Ayrshire Countryside Ranger Service,North Ayrshire Countryside Ranger Service,GB,rightsholder,4625
05c84e36-2006-4e3d-ad77-ebd529aa09c4,Norfolk Biodiversity Information Service,GB,organization,4626
Norfolk Biodiversity Information Service,Norfolk Biodiversity Information Service,GB,rightsholder,4627
1c6f1c68-6ba9-4e36-97c7-8a58315d8698,NatureSpot,GB,organization,4628
NatureSpot,NatureSpot,GB,rightsholder,4629
598eb93d-a844-4289-8adb-0f8583dac91e,Natural England,GB,organization,4630
Natural England,Natural England,GB,rightsholder,4631
2f855af0-a1cc-4478-b370-ddbd1e40f6eb,National Trust,GB,organization,4632
National Trust,National Trust,GB,rightsholder,4633
dd865fec-1156-4307-b380-9ffff4458118,Ministry of Justice,GB,organization,4634
Ministry of Justice,Ministry of Justice,GB,rightsholder,4635
f3bdbee7-8978-4bfc-bd3b-20650fee8fac,Marine Environmental Monitoring,GB,organization,4636
Marine Environmental Monitoring,Marine Environmental Monitoring,GB,rightsholder,4637
7774fda0-457b-40da-8936-214f632ba991,Manx Biological Recording Partnership,IM,organization,4638
Manx Biological Recording Partnership,Manx Biological Recording Partnership,IM,rightsholder,4639
241606e5-090d-4d96-853b-73ac0790e5ea,Argyll Biological Records Centre,GB,organization,4640
Argyll Biological Records Centre,Argyll Biological Records Centre,GB,rightsholder,4641
c923983f-d46e-487c-9ca7-88ee47d98c8b,Lochaber Fisheries Trust,GB,organization,4642
Lochaber Fisheries Trust,Lochaber Fisheries Trust,GB,rightsholder,4643
76169bfa-0f39-479e-a3ec-4dfc47cb68f7,Leicestershire and Rutland Environmental Records Centre,GB,organization,4644
Leicestershire and Rutland Environmental Records Centre,Leicestershire and Rutland Environmental Records Centre,GB,rightsholder,4645
0ccc789d-ca07-4bb9-a1e7-a1d1b8491287,Lancashire Environment Record Network,GB,organization,4646
Lancashire Environment Record Network,Lancashire Environment Record Network,GB,rightsholder,4647
