original_key,resolved_name,resolved_country,type,__index_level_0__
923f4386-ae44-4b9e-ab43-d67205233b0b,"Herbarium - K.A. Timiryazev Institute of Plant Physiology, Russian Academy of Sciences",RU,collection,27008
HD,"Herbarium - K.A. Timiryazev Institute of Plant Physiology, Russian Academy of Sciences",RU,collection,27009
91dd37cf-4247-451d-aa06-0a3f01c7c395,Himenóptera,EC,collection,27010
MALEAF-HY,Himenóptera,EC,collection,27011
0ec3b940-ad88-44ce-9597-9414ba7aba63,Lepidóptera,EC,collection,27012
MALEAF-LE,Lepidóptera,EC,collection,27013
5ce6d26d-ff53-4293-9534-d225575b7e2f,N. R. Whitney Collection,US,collection,27014
NRWC,N. R. Whitney Collection,US,collection,27015
0b915ddb-d47f-4e25-9655-d82ae13681ae,"De La Villa, Francisco",VE,collection,27016
FDVC,"De La Villa, Francisco",VE,collection,27017
35644f65-7a82-492d-93de-b0fbebd6da4e,Herbarium - Pamantasan ng Lungsod ng Maynila,PH,collection,27018
PLMH,Herbarium - Pamantasan ng Lungsod ng Maynila,PH,collection,27019
9d9a4732-0270-49f8-bf82-a30fa2656ea9,Botany,,collection,27020
MAD-BOT,Botany,,collection,27021
0ac52ea1-89dc-41a2-a683-e546f3b52c54,Zoology Collection,,collection,27022
MAD-ZOO,Zoology Collection,,collection,27023
ad6c36cf-8295-46de-8622-f38e2db301a8,San Diego Zoo Native Plant Genebank,US,collection,27024
SDZNPGB,San Diego Zoo Native Plant Genebank,US,collection,27025
1a5eb83f-0069-4ed4-a67a-5644ffd665d2,Herbarium - University of Akron,US,collection,27026
UAO,Herbarium - University of Akron,US,collection,27027
4efbc6fb-d436-41f1-a57b-a14741477d3b,Philip Kovalevsky,RU,collection,27028
FKPC,Philip Kovalevsky,RU,collection,27029
fb4bba57-df7e-4ed7-b430-d10fc8733558,Colección Ictiológica,MX,collection,27030
CIFI,Colección Ictiológica,MX,collection,27031
6b2fbaa9-1108-49b0-a549-3b2554f8dac1,Colección Entomológica del Centro Occidente Mexicano,MX,collection,27032
CECOM,Colección Entomológica del Centro Occidente Mexicano,MX,collection,27033
1c71152d-0d11-4baf-b162-892162977d7a,Colección Aracnológica,MX,collection,27034
CAFBUM,Colección Aracnológica,MX,collection,27035
5c8caaf4-e623-4464-862b-9545028db3f4,Colección Nacional de Agaváceas y Nolináceas,MX,collection,27036
JB-CNAN,Colección Nacional de Agaváceas y Nolináceas,MX,collection,27037
5e67fc60-fe63-4283-b2c6-5311a241b059,Banco de Germoplasma,MX,collection,27038
BGUAQ,Banco de Germoplasma,MX,collection,27039
b8c0b40a-eaf4-41f4-a4df-68ab56fce225,Colección de Ixodida,MX,collection,27040
IX,Colección de Ixodida,MX,collection,27041
59178765-8f33-4e03-92b7-0607d66cc858,Colección de Ácaros Edáficos,MX,collection,27042
PE,Colección de Ácaros Edáficos,MX,collection,27043
5d67c714-3c46-4988-9f01-360db211e55d,Colección de Ácaros Acuáticos,MX,collection,27044
AA,Colección de Ácaros Acuáticos,MX,collection,27045
de68646e-2181-4eed-a87e-c064979c5bda,Colección Herpetológica,MX,collection,27046
MHN,Colección Herpetológica,MX,collection,27047
5be12fb4-8ac3-49be-875f-0d57e70ce84c,Colección de Odonata,MX,collection,27048
MZFC-OD,Colección de Odonata,MX,collection,27049
c0aa8afe-c03e-4363-aa98-c957f353db6b,Colección de Invertebrados no Artrópodos,MX,collection,27050
CINZ,Colección de Invertebrados no Artrópodos,MX,collection,27051
36196002-85dd-4ce1-be34-81438e575428,Colección de Mamíferos,MX,collection,27052
IIB-UV,Colección de Mamíferos,MX,collection,27053
fb1e86f3-a9c3-4ed7-9a75-f2859ef5a1c0,Colección de Diptera,MX,collection,27054
MZFC-DI,Colección de Diptera,MX,collection,27055
171b4840-3e9a-4797-949a-ce2d142d2dcc,Colección de Abejas,MX,collection,27056
ECO-SC-AB,Colección de Abejas,MX,collection,27057
dba60904-2687-4669-8227-b106379176fd,Banco de tejidos de peces,MX,collection,27058
ECO-CH-TP,Banco de tejidos de peces,MX,collection,27059
9d811cb4-362a-47a1-994d-2fdcb7b4bc88,Colección de Myriapoda,MX,collection,27060
MyUAEH,Colección de Myriapoda,MX,collection,27061
242f473c-087e-4a00-b772-5d2f957fd4e4,Colección anexa de tejidos de mamíferos,MX,collection,27062
TD,Colección anexa de tejidos de mamíferos,MX,collection,27063
9cbb30dc-e6c6-4456-b065-e6de35f7192d,"Colección Fitopatológica, UBIPRO",MX,collection,27064
FITO-UBIPRO,"Colección Fitopatológica, UBIPRO",MX,collection,27065
2f602ed1-25b0-4e84-bdfc-1785d2c91415,Colección de Referencia de Anfibios y Reptiles,MX,collection,27066
CARIE,Colección de Referencia de Anfibios y Reptiles,MX,collection,27067
3d1b1482-3999-4c40-b5e1-d4d2062f343e,"Colección Nacional de Mamíferos, Estación de Biología Los Tuxtlas",MX,collection,27068
CNMA,"Colección Nacional de Mamíferos, Estación de Biología Los Tuxtlas",MX,collection,27069
1297fd16-2a9c-4595-8565-814b9ccf98aa,Colección de Helmintos,MX,collection,27070
IREGEP,Colección de Helmintos,MX,collection,27071
5a15b212-5540-4475-bfe2-056f42732d09,Colección Ictiológica,MX,collection,27072
UMAR,Colección Ictiológica,MX,collection,27073
089cd028-058e-4c9e-949f-82a7dde2d9ac,Colección de Macroalgas,MX,collection,27074
CRIP,Colección de Macroalgas,MX,collection,27075
79cf333a-e7d8-4105-91f2-7d02ae1da139,Colección de Insectos,MX,collection,27076
CIUM,Colección de Insectos,MX,collection,27077
4a78ecf6-9901-4b6f-bbe6-acefb64ef3a4,Colección de Mamíferos Marinos,MX,collection,27078
CICESE,Colección de Mamíferos Marinos,MX,collection,27079
5ce6b32f-4dbc-4cd7-8142-543f0bba947c,Colección de Crustáceos,MX,collection,27080
LEMA-CR-CH,Colección de Crustáceos,MX,collection,27081
ec74b232-fcf1-455d-9a74-488b4991dcf6,Colección Herpetológica,MX,collection,27082
ITCV,Colección Herpetológica,MX,collection,27083
8752d844-3322-4eed-9161-b0dd868c6c35,Colección Ornitológica,MX,collection,27084
MHNUABCS-CO,Colección Ornitológica,MX,collection,27085
9b73d9fc-497d-4648-8895-bf098491b3b8,Colección de Parásitos de Peces del Noroeste del Pacífico,MX,collection,27086
CPPNP,Colección de Parásitos de Peces del Noroeste del Pacífico,MX,collection,27087
0f9ebc28-a3ef-4e0c-8623-697b62df750f,Xiloteca,MX,collection,27088
GUAw,Xiloteca,MX,collection,27089
c9ffbedb-158e-4c39-89fb-e78d50cc1eea,"Laboratorio de Herpetología, Vivario",MX,collection,27090
LHV,"Laboratorio de Herpetología, Vivario",MX,collection,27091
46f66304-7556-42dc-a5ad-406ec1acfcc4,Colección Ictiológica,MX,collection,27092
1797f43d-4e11-4b44-a6e9-2e53951888cb,Colección de Coleoptera,MX,collection,27094
CC-UAEH,Colección de Coleoptera,MX,collection,27095
fd0bcf25-5141-412d-8b43-a09bdd13b547,Colección Ornitológica,MX,collection,27096
ECO-SC-A,Colección Ornitológica,MX,collection,27097
4a0691ef-470f-4888-b462-a94c22eda068,"Colección de Referencia para Zoología, Arqueozoología y Paleontología",MX,collection,27098
MHNUABCS,"Colección de Referencia para Zoología, Arqueozoología y Paleontología",MX,collection,27099
333b1e36-3aba-4b0c-8c77-ad22d02534cc,Banco de Germoplasma,MX,collection,27100
IMAREFI,Banco de Germoplasma,MX,collection,27101
87185dcf-b980-4675-b76a-72f1a4098100,Maíces Criollos de Michoacán,MX,collection,27102
MC,Maíces Criollos de Michoacán,MX,collection,27103
a059715e-8840-45e0-acf9-f2382463da74,Banco de Germoplasma (Teocintle),MX,collection,27104
TEOCINTLE,Banco de Germoplasma (Teocintle),MX,collection,27105
11c77e9b-8cae-4b5c-a64a-4af7baae0d3e,Colección Entomológica de Cultivos Agrícolas,MX,collection,27106
ECO-SC-CECA,Colección Entomológica de Cultivos Agrícolas,MX,collection,27107
34bd7f3c-aba2-4b04-b5c3-30f2e39f0459,Colección accesoria de tejidos de Tortugas,MX,collection,27108
FC-UNAM,Colección accesoria de tejidos de Tortugas,MX,collection,27109
90eb9aea-471f-4b26-bd86-d456a3f83148,Colección Herpetológica,MX,collection,27110
CIIDIR,Colección Herpetológica,MX,collection,27111
5bdf3c83-f260-47b6-80b7-bbcafb47b307,Colección de Microalgas,MX,collection,27112
27c5ddea-33fa-4858-98a5-1fadb5b28c1e,Colección de Hongos,MX,collection,27114
d6631e64-9b7a-4208-8165-f29fd9b62a2b,Colección Palinológica de polen fósil,MX,collection,27116
IGLUNAM-FOSILIA,Colección Palinológica de polen fósil,MX,collection,27117
f19b89c9-e771-4f9f-8ef2-3c4f0624a087,Colección de Fitoplancton,MX,collection,27118
CMMEX-FITO,Colección de Fitoplancton,MX,collection,27119
d22b3a65-4a9f-435f-bb8e-723bbbc3a4ea,Colección Ornitológica,MX,collection,27120
ENCB,Colección Ornitológica,MX,collection,27121
c18937a5-db9a-42d4-acb1-ccfb03193678,Colección Aracnológica,MX,collection,27122
CAFES-Z,Colección Aracnológica,MX,collection,27123
8f56203c-1688-4156-8b02-af19951a0a22,Colección de Invertebrados,MX,collection,27124
UAN,Colección de Invertebrados,MX,collection,27125
ce01fb4a-c194-4bb5-8df9-9dffdf129257,Colección Lepidopterológica (HETEROCERA),MX,collection,27126
ECO-CH-LN,Colección Lepidopterológica (HETEROCERA),MX,collection,27127
3be1e6fa-27c6-46c5-a5f5-b5bd4bd0e007,Colección de Mamíferos Acuáticos,MX,collection,27128
ECO-CH-MA,Colección de Mamíferos Acuáticos,MX,collection,27129
e6fbdec6-3ade-4e10-b365-d097031e7364,Colección de Líquenes,MX,collection,27130
EBCh,Colección de Líquenes,MX,collection,27131
8b58505d-3cdd-4de7-ac2e-f74c40d387ce,Moluscos Holoplanctónicos del Pacífico Mexicano,MX,collection,27132
HOLOPLAN,Moluscos Holoplanctónicos del Pacífico Mexicano,MX,collection,27133
8817436e-0559-4ee5-88b1-ad68dff99ec1,Colección Helmintológica,MX,collection,27134
UAEM,Colección Helmintológica,MX,collection,27135
3c0a32b4-f993-426a-a551-faddc66c1ce5,Colección de Referencia de Biota Edáfica-Nemátodos,MX,collection,27136
IFIT-NEM,Colección de Referencia de Biota Edáfica-Nemátodos,MX,collection,27137
d22dd99e-bca2-4800-aa14-251e0efe6542,Colección Herpetológica,MX,collection,27138
UAA,Colección Herpetológica,MX,collection,27139
bcbc7f07-c08c-4405-85ee-6d598e8acab2,Coleccion Herpetológica,MX,collection,27140
UABC,Coleccion Herpetológica,MX,collection,27141
b6bd6c52-38b4-4cd9-a6d9-457000ffd8c5,Colección Aracnológica,MX,collection,27142
ef89a78a-c049-4840-a857-ff28ee8659f7,Colección de Invertebrados Marinos,MX,collection,27144
MHNUABCS-INV,Colección de Invertebrados Marinos,MX,collection,27145
d0219fce-906c-4788-b7e3-f4fdcbb5ff2f,Coleccion CientÍfica de Cnidarios,MX,collection,27146
CCC,Coleccion CientÍfica de Cnidarios,MX,collection,27147
6d200a9e-41e0-4122-b9cd-d4cddb1c6d5b,"Colección Malacológica de Zacatecas, México",MX,collection,27148
MZM,"Colección Malacológica de Zacatecas, México",MX,collection,27149
b105eb0c-41bd-4506-a9eb-00a7040f449f,Quetognatos del Laboratorio de Invertebrados,MX,collection,27150
QUETLABINV,Quetognatos del Laboratorio de Invertebrados,MX,collection,27151
7bd97136-377b-4115-b570-be167bd6ddd3,Poliquetos del Laboratorio de Invertebrados,MX,collection,27152
POLIQLABINV,Poliquetos del Laboratorio de Invertebrados,MX,collection,27153
a7a6cade-56f2-4824-a566-2bed3a19f766,Cnidarios del Laboratorio de Invertebrados,MX,collection,27154
CNIDALABINV,Cnidarios del Laboratorio de Invertebrados,MX,collection,27155
f1d346b8-b1a8-48da-b3e8-cf868657a0f4,Decápodos del Laboratorio de Invertebrados,MX,collection,27156
DECAPLABINV,Decápodos del Laboratorio de Invertebrados,MX,collection,27157
f5f62123-a22a-4ee8-9f53-38c2f5b2d179,Colección Ornitológica,MX,collection,27158
MZ-UNICACH,Colección Ornitológica,MX,collection,27159
69cf4d97-3083-4fd1-8f62-9779a606e921,Colección de Peces,MX,collection,27160
LEMA-PE-CH,Colección de Peces,MX,collection,27161
2c5fcade-dc0d-4af6-90b2-a41bdbf9c0ce,Colección de Cnidarios,MX,collection,27162
LEMA-CN-CH,Colección de Cnidarios,MX,collection,27163
509f8707-987f-4370-ae75-01cee0c43c8a,Colección de Poliquetos,MX,collection,27164
LEMA-PO-CH,Colección de Poliquetos,MX,collection,27165
2ef182ab-fca8-4d58-8450-a1cef1a35ee6,Colección de Moluscos,MX,collection,27166
LEMA-MO-CH,Colección de Moluscos,MX,collection,27167
c9cd072a-641d-4899-bf18-0eb5f7aa9a77,Colección de Equinodermos,MX,collection,27168
LEMA-EQ-CH,Colección de Equinodermos,MX,collection,27169
3a952d0e-1bfb-455b-a793-0c139c55f3d7,Colección de Macroalgas,MX,collection,27170
CMA,Colección de Macroalgas,MX,collection,27171
df141ecc-076f-4db7-aa7d-d11056554138,Colección de Fitoplancton,MX,collection,27172
FIT,Colección de Fitoplancton,MX,collection,27173
c5a27031-2118-4f9e-bf2a-bc4789679bca,Colección de Referencia de Biota Edáfica-Colémbola,MX,collection,27174
IEX-CLB,Colección de Referencia de Biota Edáfica-Colémbola,MX,collection,27175
014a8a6e-74c2-4f21-83f8-dc5ff62cbd02,Colección de Referencia de Biota Edáfica-Ciempiés,MX,collection,27176
IEX-CMP,Colección de Referencia de Biota Edáfica-Ciempiés,MX,collection,27177
91d6f057-ab39-4d2c-afbb-fe426c611d64,Colección de Referencia de Biota Edáfica-Coleópteros,MX,collection,27178
IEX-COL,Colección de Referencia de Biota Edáfica-Coleópteros,MX,collection,27179
c36cc71a-b920-4bfb-97a7-cd58e6d35bd8,Colección de Referencia de Biota Edáfica-Hormigas,MX,collection,27180
IEX-HOR,Colección de Referencia de Biota Edáfica-Hormigas,MX,collection,27181
2ff3f0cd-241b-41a9-9e1c-8ca6c834b88e,Colección de Referencia de Biota Edáfica-Lombrices,MX,collection,27182
IEX-LMB,Colección de Referencia de Biota Edáfica-Lombrices,MX,collection,27183
2c8fb615-edd8-4071-9b63-612d455a8458,Colección de Referencia de Biota Edáfica-Milpiés,MX,collection,27184
IEX-MP,Colección de Referencia de Biota Edáfica-Milpiés,MX,collection,27185
d5c9ab4f-6ec0-45ce-8c3f-1895da61878e,Colección de Referencia de Biota Edáfica-Termitas,MX,collection,27186
IEX-TER,Colección de Referencia de Biota Edáfica-Termitas,MX,collection,27187
b0067017-1aeb-4a09-afa8-bff32b479909,Colección Ficológica,MX,collection,27188
82fd3a2c-bfa5-4d06-9755-ddbaacf708fd,Colección Micológica,MX,collection,27190
481b23a6-f9e9-4685-a042-1ca7546b4a74,Colección de crustácea branchiopoda,MX,collection,27192
CIB,Colección de crustácea branchiopoda,MX,collection,27193
d173ddc5-61c7-47ca-8318-cc5bf6a00dce,Colección de Foto Colectas Biológicas,MX,collection,27194
CFB,Colección de Foto Colectas Biológicas,MX,collection,27195
ea4fff69-93e5-4cd4-be7d-b267054d1c89,Colección Mastozoológica,MX,collection,27196
CMUAA,Colección Mastozoológica,MX,collection,27197
ce268559-7520-4028-8a93-1d55b55737b2,Colección de Moluscos,MX,collection,27198
MHNUMAR,Colección de Moluscos,MX,collection,27199
c419840a-0352-498d-bab3-0b7f01cf3ec5,Colección Científica de Invertebrados Marinos,MX,collection,27200
4b3b4e55-9f5c-46c8-9d8b-ddf12a09b842,Jardín Botánico Regional,MX,collection,27202
JBR-CICY,Jardín Botánico Regional,MX,collection,27203
27de1be9-9a7d-4f87-9b38-5fc2a73efdb7,Colección de tejidos congelados de vertebrados,MX,collection,27204
MZFC,Colección de tejidos congelados de vertebrados,MX,collection,27205
7391b21d-bd75-49c1-9795-66b428efd5de,Colección de Siphonaptera,MX,collection,27206
dfbc00cc-a35d-4bfc-81e4-79d1fc5c066e,Colección de Aves de Tamaulipas,MX,collection,27208
IEA-UATA,Colección de Aves de Tamaulipas,MX,collection,27209
8de92d5e-9f19-406d-98c5-89fd4d493bdf,Colección Himenopterológica,MX,collection,27210
e998d867-6c8a-46c3-9b6b-f0bb3b9dc9ed,Xiloteca,MX,collection,27212
CFNLw,Xiloteca,MX,collection,27213
ca23b59a-a8fa-497b-8ee0-490d97e2c6f4,Xiloteca,MX,collection,27214
UAMIZw,Xiloteca,MX,collection,27215
5996d479-0898-4a7a-b0b8-ef1b2e410d41,Xiloteca,MX,collection,27216
UJATw,Xiloteca,MX,collection,27217
c9a49acc-6cc4-46af-bb7b-a7f8f214fadd,Colección Helmintológica,MX,collection,27218
32215f16-b241-4111-a3f4-1699d709dd8e,Colección de Equinodermos,MX,collection,27220
744a9602-9ed1-496b-ad72-4def328349e1,Colección de Invertebrados,MX,collection,27222
CICIMAR,Colección de Invertebrados,MX,collection,27223
830eac4c-6c8c-4230-97c3-a059a0573f83,Colección Coleopterológica,MX,collection,27224
MZFC-CO,Colección Coleopterológica,MX,collection,27225
396b607e-ca6b-4174-b621-8e864fd4e675,Colección de Germoplasma,MX,collection,27226
fbd0e952-2886-4a96-a84b-f3494208a16f,Colección de Germoplasma,MX,collection,27228
INIFAP-CG,Colección de Germoplasma,MX,collection,27229
b14ad473-ebbe-41d9-bc36-7009746b1de7,Colección de Fitoplancton,MX,collection,27230
IE-F,Colección de Fitoplancton,MX,collection,27231
5a4d38f6-1252-4dcf-8696-7fd9972c18dc,Colección de Cianobacterias,MX,collection,27232
CCCIB,Colección de Cianobacterias,MX,collection,27233
cfea22ba-1b67-469d-b9cf-a03221b3ea04,Colección Ficológica,MX,collection,27234
664601e3-0091-4564-bea0-24d9e0f36220,Colección de Mamíferos,MX,collection,27236
EB-BUAP,Colección de Mamíferos,MX,collection,27237
944938e9-6b6f-456a-a15c-8d74d30abd11,Colección de Anfibios y Reptiles,MX,collection,27238
CRD,Colección de Anfibios y Reptiles,MX,collection,27239
076ad010-64a5-49c1-8dda-93f23e76eb07,Colección Ictiológica,MX,collection,27240
MADUG-IC,Colección Ictiológica,MX,collection,27241
43835218-3682-4518-ac06-e486c59593c4,Colección de Ictioplancton,MX,collection,27242
ENCB-ECOL,Colección de Ictioplancton,MX,collection,27243
21a1736c-ae32-450e-9da7-34b025f8592a,Colección de Peces Nativos de Sonora,MX,collection,27244
USON,Colección de Peces Nativos de Sonora,MX,collection,27245
d06d2a63-be53-43e3-8baa-2c0e816f3f60,Colección de Referencia de Peces,MX,collection,27246
CRPCIAD,Colección de Referencia de Peces,MX,collection,27247
e5dcaac2-2891-4deb-b4f3-c9164e089543,Colección de Insectos y ácaros de Importancia medica,MX,collection,27248
IAIM,Colección de Insectos y ácaros de Importancia medica,MX,collection,27249
52aecd13-2577-40dd-833b-d0a9aeadc77d,Xiloteca Nacional,MX,collection,27250
MEXFw,Xiloteca Nacional,MX,collection,27251
a64bc3c6-08d5-49de-bb1a-78788d76c582,Xiloteca Dr. Faustino Miranda,MX,collection,27252
XALw,Xiloteca Dr. Faustino Miranda,MX,collection,27253
c2df34fe-5429-4e5d-87cf-15422f72801d,"Herbario Nacional de México, Xiloteca",MX,collection,27254
MEXUw,"Herbario Nacional de México, Xiloteca",MX,collection,27255
c02fee5e-259d-4d8c-9d9c-df86f8180729,Colección Malacológica,MX,collection,27256
a5a92d06-1abd-45fa-9ecd-e7e12020c13b,Colección de levaduras marinas de México,MX,collection,27258
CLMM-CIBNOR,Colección de levaduras marinas de México,MX,collection,27259
4d2c7c60-2710-41d7-b718-e2a2884ca52e,Colección Coleopterológica,MX,collection,27260
CCFES-Z,Colección Coleopterológica,MX,collection,27261
fd2fe1b8-178e-4cdf-b690-bec2157488ce,Colección de Zooplancton,MX,collection,27262
a8829704-8190-4377-b53a-ebfe066a5256,Colección Ictiológica,MX,collection,27264
CIBN,Colección Ictiológica,MX,collection,27265
9b43e699-2512-4e28-920e-62a939bba81b,Colección de Peces,MX,collection,27266
CPUM,Colección de Peces,MX,collection,27267
667ad7a9-7326-4459-9f91-ae668336e243,Colección de Collembola de México y Ácaros edáficos,MX,collection,27268
LESM-AC,Colección de Collembola de México y Ácaros edáficos,MX,collection,27269
c1a06368-0b40-4cb0-8bef-f7708a49664e,Biblioteca de Sonidos de las Aves de México,MX,collection,27270
BISAM,Biblioteca de Sonidos de las Aves de México,MX,collection,27271
797d2bbe-dc2b-4816-8f9d-420b1e443544,Colección Entomológica,MX,collection,27272
CEUM,Colección Entomológica,MX,collection,27273
4492110c-ae06-4074-88c6-7551f24124e5,Colección de Entomopatógenos,MX,collection,27274
FCBA,Colección de Entomopatógenos,MX,collection,27275
225dcd24-3e79-4536-9574-5ec4ad812161,Colección de Herpetofauna,MX,collection,27276
ccdb215e-61a6-4328-a11d-f6c8d54b55de,Colección Carcinológica,MX,collection,27278
61858d38-9b85-4d07-8aad-10a3d5d21d88,Colección Ictiológica,MX,collection,27280
d0febe98-866c-487b-a12b-16592e0a0a73,Colección de Aves,MX,collection,27282
OAX-AV,Colección de Aves,MX,collection,27283
94ac10a8-a24a-45eb-8e51-e5c2c719bdcc,Colección de Mamíferos,MX,collection,27284
d661f52c-5f2d-4a80-bd3f-d870543310dd,Colección Entomológica,MX,collection,27286
117dc16a-d5c9-4dd0-a68e-b5dc785ea2c8,Colección Entomológica,MX,collection,27288
UNAM-LT,Colección Entomológica,MX,collection,27289
1d4c2bd3-6127-49db-ae71-dff5dfc6323b,Colección Entomológica,MX,collection,27290
CZREN,Colección Entomológica,MX,collection,27291
d792091b-9db3-4848-af93-da6165ad4e2b,Colección Entomológica,MX,collection,27292
FESI,Colección Entomológica,MX,collection,27293
8ac3378f-6533-4326-b508-70bfca077c8a,Colección Particular de Hugo Eduardo Fierros López,MX,collection,27294
HFL,Colección Particular de Hugo Eduardo Fierros López,MX,collection,27295
968133c5-4f6d-4a4f-88c8-78d63f225aef,Colección de Insectos,MX,collection,27296
BUAQ-I,Colección de Insectos,MX,collection,27297
33c97548-1cc1-4099-9fc4-705b4f7618b9,Colección Entomológica del Instituto de Fitosanidad,MX,collection,27298
CEIFIT,Colección Entomológica del Instituto de Fitosanidad,MX,collection,27299
2bce3bc2-077a-4fb3-ae37-63dce5303f8d,Colección científica de huevos y larvas de peces del Pacífico Mexicano,MX,collection,27300
ICTIOPLANCTON,Colección científica de huevos y larvas de peces del Pacífico Mexicano,MX,collection,27301
dedb33dd-4941-4bb1-ad18-acc2c4f7f78c,Colección Mastozoológica,MX,collection,27302
MZ-ICACH,Colección Mastozoológica,MX,collection,27303
666ddc5b-2df0-47ad-9872-b20f53793312,Colección de crustáceos de agua dulce,MX,collection,27304
BUAQ-C,Colección de crustáceos de agua dulce,MX,collection,27305
86cd9b09-8f24-47f6-8103-70ba39596952,Colección de Invertebrados,MX,collection,27306
MADUG-IV,Colección de Invertebrados,MX,collection,27307
e9720374-67a3-4831-9d96-1bbff475d1b8,Colección de Anfibios,MX,collection,27308
CIB-UAEH,Colección de Anfibios,MX,collection,27309
277827d9-e8b0-4c88-8711-7286a0d7ea12,Colección de Mamíferos,MX,collection,27310
79769bd1-5759-4611-a266-5ac354e15597,Colección de Reptiles,MX,collection,27312
5cf4d685-5408-4956-82b7-bcf23d0dc65b,Banco de Semillas,MX,collection,27314
f46c2972-99d5-4529-947d-d1c8bb77abc0,Colección Mastozoológica Regional,MX,collection,27316
CMRUADY,Colección Mastozoológica Regional,MX,collection,27317
dbd40e5c-c3c9-4f69-83c3-e2da248d62c6,Herbario,MX,collection,27318
MADUG-BO,Herbario,MX,collection,27319
2d351f16-6a78-4df3-89c1-ab05fd59c0be,Colección Palinológica de polen reciente,MX,collection,27320
IGLUNAM-MODERN,Colección Palinológica de polen reciente,MX,collection,27321
b2d626e9-27eb-4ae3-93b2-13c19b19064d,Banco Nacional de Germoplasma Vegetal,MX,collection,27322
BANGEV,Banco Nacional de Germoplasma Vegetal,MX,collection,27323
41d3a786-2722-41c5-a126-2bacf80fa6da,Herbario,MX,collection,27324
ECO-TA-H,Herbario,MX,collection,27325
3ec2cfe5-f8a8-43ca-88ee-7c86bc9db710,Colección de Artrópodos,MX,collection,27326
ECO-CH-AR,Colección de Artrópodos,MX,collection,27327
7802eaa0-b15a-4d3a-a099-f7e26be3d106,Colección de Nemátodos Acuáticos,MX,collection,27328
ECO-CH-NEM,Colección de Nemátodos Acuáticos,MX,collection,27329
50dde90d-3131-4415-90b1-e8ae01020e62,Colección de Corales Pétreos,MX,collection,27330
ECO-CH-BC,Colección de Corales Pétreos,MX,collection,27331
f2076251-9a58-438f-8f3e-58a795f120f9,"Colección Nacional de Mamíferos, Estación de Biología Chamela",MX,collection,27332
93363f79-45c8-4979-a1f8-798534a63a99,Colección Herpetológica,MX,collection,27334
CNARLT,Colección Herpetológica,MX,collection,27335
6fdf6cb1-7d63-4fba-b3d4-ace9f71f1dc3,Colección de Ictiofauna,MX,collection,27336
CIDOAX,Colección de Ictiofauna,MX,collection,27337
756466df-03b8-42b2-b96e-92e057b2610c,Colección de Mamíferos,MX,collection,27338
MADUG-MA,Colección de Mamíferos,MX,collection,27339
c75b8e7b-71fb-4444-b46c-29ff8c1eefaf,Colección de Insectos,MX,collection,27340
MADUG-IN,Colección de Insectos,MX,collection,27341
9b6cc034-b402-4b33-90cd-e89820935613,Colección de Anfibios y Reptiles,MX,collection,27342
MADUG-HE,Colección de Anfibios y Reptiles,MX,collection,27343
cea12f67-4ae7-4e76-8f82-385360bfb28e,Colección de Aves,MX,collection,27344
MADUG-AV,Colección de Aves,MX,collection,27345
9aaa4560-f3a5-44e4-be28-f28763798c29,Colección de Anfibios y Reptiles de Tabasco,MX,collection,27346
CART,Colección de Anfibios y Reptiles de Tabasco,MX,collection,27347
77634ba3-6239-4c9e-aa3f-4f16d029e489,Colección Entomológica,MX,collection,27348
BUAP,Colección Entomológica,MX,collection,27349
f9d35388-eef0-4a62-9103-467cd4318e14,Colección de Mamíferos,MX,collection,27350
MHNCM,Colección de Mamíferos,MX,collection,27351
5f5f9822-5954-4e28-bcc9-1905217d5548,Colección Carcinológica,MX,collection,27352
5a66d9cb-d4a5-415b-824f-e44ade952ffb,Colección Herpetológica,MX,collection,27354
88d00911-68b6-421c-bf76-eb9cd8122ce3,Colección Mastozoológica,MX,collection,27356
2274fa62-e02e-4074-8ad8-9bec8e2ca780,Colección de Mamíferos Acuáticos,MX,collection,27358
a4ca2d55-e76d-4eab-a217-497aff83d84a,Colección Osteológica de Mastozoología Marina,MX,collection,27360
b3e3245a-188e-4eaf-82a3-a9940ea81c84,Colección Osteológica de Mamíferos Marinos,MX,collection,27362
FCMM,Colección Osteológica de Mamíferos Marinos,MX,collection,27363
e129fe39-d056-42fb-8563-cb2826fe650c,Colección de Helmintos Parásitos,MX,collection,27364
ECO-CH-Pa,Colección de Helmintos Parásitos,MX,collection,27365
591541de-a066-41f7-88b9-5e60e4a31153,Herbario,MX,collection,27366
b32020ea-e474-45c9-9153-0711ee727aef,Colección Paleontológica,MX,collection,27368
IGM,Colección Paleontológica,MX,collection,27369
62d3ed00-2a97-477c-bc5f-9b5ff1f22d82,Colección Nacional de Peces,MX,collection,27370
CNPE,Colección Nacional de Peces,MX,collection,27371
cc1c3abe-8a10-4275-b0be-380d2392f165,Colección Nacional de Ácaros,MX,collection,27372
CNAC,Colección Nacional de Ácaros,MX,collection,27373
a8650188-db4c-472b-8c5b-b1fcaf27b882,Colección Mastozoológica,MX,collection,27374
UAG,Colección Mastozoológica,MX,collection,27375
80ac2a3c-6434-4693-b532-617b718c8e6d,Zoológico Regional Miguel Álvarez del Toro,MX,collection,27376
ZOOMAT,Zoológico Regional Miguel Álvarez del Toro,MX,collection,27377
